lang,file_a,file_b,hapaxes_a,hapaxes_b,overlap,share_a_pct,share_b_pct
ltg,ltg-ud.csv,ltg_wikipedia_2012_20260405072437.csv,98,8501,9,9.18,0.11
ltg,ltg-ud.csv,ltg_wikipedia_2021_20260405072443.csv,98,9444,15,15.31,0.16
ltg,ltg_wikipedia_2012_20260405072437.csv,ltg_wikipedia_2021_20260405072443.csv,8501,9444,5808,68.32,61.5
ltz,ltz-ud.csv,ltz_glot500_latn.csv,99,8444536,1,1.01,0.0
ltz,ltz-ud.csv,ltz_wikipedia_2007_20260405072902.csv,99,61831,5,5.05,0.01
ltz,ltz-ud.csv,ltz_wikipedia_2021_20260405072910.csv,99,106329,2,2.02,0.0
ltz,ltz_glot500_latn.csv,ltz_wikipedia_2007_20260405072902.csv,8444536,61831,3363,0.04,5.44
ltz,ltz_glot500_latn.csv,ltz_wikipedia_2021_20260405072910.csv,8444536,106329,4791,0.06,4.51
ltz,ltz_wikipedia_2007_20260405072902.csv,ltz_wikipedia_2021_20260405072910.csv,61831,106329,19624,31.74,18.46
lug,lug_community_2017_20260404171930.csv,lug_glot500_latn.csv,98551,590072,37096,37.64,6.29
lug,lug_community_2017_20260404171930.csv,lug_newscrawl_2011_20260404171937.csv,98551,6056,1873,1.9,30.93
lug,lug_community_2017_20260404171930.csv,lug_newscrawl_2013_20260404171943.csv,98551,25360,12707,12.89,50.11
lug,lug_community_2017_20260404171930.csv,lug_newscrawl_2016_20260404171950.csv,98551,209200,26600,26.99,12.72
lug,lug_community_2017_20260404171930.csv,lug_wikipedia_2021_20260404171959.csv,98551,26826,4417,4.48,16.47
lug,lug_glot500_latn.csv,lug_newscrawl_2011_20260404171937.csv,590072,6056,837,0.14,13.82
lug,lug_glot500_latn.csv,lug_newscrawl_2013_20260404171943.csv,590072,25360,5586,0.95,22.03
lug,lug_glot500_latn.csv,lug_newscrawl_2016_20260404171950.csv,590072,209200,103773,17.59,49.6
lug,lug_glot500_latn.csv,lug_wikipedia_2021_20260404171959.csv,590072,26826,3890,0.66,14.5
lug,lug_newscrawl_2011_20260404171937.csv,lug_newscrawl_2013_20260404171943.csv,6056,25360,823,13.59,3.25
lug,lug_newscrawl_2011_20260404171937.csv,lug_newscrawl_2016_20260404171950.csv,6056,209200,507,8.37,0.24
lug,lug_newscrawl_2011_20260404171937.csv,lug_wikipedia_2021_20260404171959.csv,6056,26826,537,8.87,2.0
lug,lug_newscrawl_2013_20260404171943.csv,lug_newscrawl_2016_20260404171950.csv,25360,209200,5452,21.5,2.61
lug,lug_newscrawl_2013_20260404171943.csv,lug_wikipedia_2021_20260404171959.csv,25360,26826,1781,7.02,6.64
lug,lug_newscrawl_2016_20260404171950.csv,lug_wikipedia_2021_20260404171959.csv,209200,26826,2195,1.05,8.18
lup,lup_community_2017_20260405072838.csv,lup_web_2017_20260405072844.csv,8803,13449,7558,85.86,56.2
lus,lus_glot500_latn.csv,lus_news_2020_20260405072849.csv,88670,25636,3644,4.11,14.21
lus,lus_glot500_latn.csv,lus_newscrawl_2011_20260405072856.csv,88670,20946,4742,5.35,22.64
lus,lus_news_2020_20260405072849.csv,lus_newscrawl_2011_20260405072856.csv,25636,20946,1983,7.74,9.47
lvs,lvs_glot500_latn.csv,lvs_wikipedia_2021_20260404181302.csv,322889,155911,44772,13.87,28.72
mad,mad_glot500_latn.csv,mad_wikipedia_2021_20260405073104.csv,18180,1005,26,0.14,2.59
mah,mah_glot500_latn.csv,mah_wikipedia_2021_20260405073735.csv,221,85,46,20.81,54.12
mai,mai_glot500_deva.csv,mai_wikipedia_2021_20260405073110.csv,66627,28280,10652,15.99,37.67
mal,mal-ud.csv,mal_bible.csv,1321,52284,31,2.35,0.06
mal,mal-ud.csv,mal_community_2017_20260405073215.csv,1321,598693,50,3.79,0.01
mal,mal-ud.csv,mal_glot500_mlym.csv,1321,7501944,26,1.97,0.0
mal,mal-ud.csv,mal_newscrawl_2011_20260405073233.csv,1321,243158,52,3.94,0.02
mal,mal-ud.csv,mal_wikipedia_2021_20260405073255.csv,1321,799885,58,4.39,0.01
mal,mal_bible.csv,mal_community_2017_20260405073215.csv,52284,598693,1701,3.25,0.28
mal,mal_bible.csv,mal_glot500_mlym.csv,52284,7501944,7791,14.9,0.1
mal,mal_bible.csv,mal_newscrawl_2011_20260405073233.csv,52284,243158,1435,2.74,0.59
mal,mal_bible.csv,mal_wikipedia_2021_20260405073255.csv,52284,799885,1630,3.12,0.2
mal,mal_community_2017_20260405073215.csv,mal_glot500_mlym.csv,598693,7501944,75791,12.66,1.01
mal,mal_community_2017_20260405073215.csv,mal_newscrawl_2011_20260405073233.csv,598693,243158,201074,33.59,82.69
mal,mal_community_2017_20260405073215.csv,mal_wikipedia_2021_20260405073255.csv,598693,799885,225898,37.73,28.24
mal,mal_glot500_mlym.csv,mal_newscrawl_2011_20260405073233.csv,7501944,243158,23313,0.31,9.59
mal,mal_glot500_mlym.csv,mal_wikipedia_2021_20260405073255.csv,7501944,799885,116916,1.56,14.62
mal,mal_newscrawl_2011_20260405073233.csv,mal_wikipedia_2021_20260405073255.csv,243158,799885,18232,7.5,2.28
mar,mar_glot500_deva.csv,mar_wikipedia_2021_20260405073706.csv,3270082,250965,47174,1.44,18.8
mar,mar_news_2019_20260405073647.csv,mar_news_2020_20260405073656.csv,122827,199991,17606,14.33,8.8
mar,mar-in_web_2019_20260405073719.csv,mar_glot500_deva.csv,626679,3270082,83291,13.29,2.55
mar,mar-in_web_2019_20260405073719.csv,mar_news_2020_20260405073656.csv,626679,199991,25670,4.1,12.84
mar,mar-in_web_2019_20260405073719.csv,mar_news_2019_20260405073647.csv,626679,122827,15468,2.47,12.59
mar,mar-in_web_2019_20260405073719.csv,mar_wikipedia_2021_20260405073706.csv,626679,250965,31002,4.95,12.35
mar,mar_news_2019_20260405073647.csv,mar_wikipedia_2021_20260405073706.csv,122827,250965,12932,10.53,5.15
mar,mar_glot500_deva.csv,mar_news_2019_20260405073647.csv,3270082,122827,12036,0.37,9.8
mar,mar_glot500_deva.csv,mar_news_2020_20260405073656.csv,3270082,199991,19118,0.58,9.56
mar,mar-in_web_2019_20260405073719.csv,mar_news_2010_20260405073638.csv,626679,111434,9498,1.52,8.52
mar,mar_news_2020_20260405073656.csv,mar_wikipedia_2021_20260405073706.csv,199991,250965,16851,8.43,6.71
mar,mar_bible.csv,mar_wikipedia_2021_20260405073706.csv,32245,250965,2699,8.37,1.08
mar,mar_bible.csv,mar_glot500_deva.csv,32245,3270082,2655,8.23,0.08
mar,mar_news_2010_20260405073638.csv,mar_news_2020_20260405073656.csv,111434,199991,9052,8.12,4.53
mar,mar-in_web_2019_20260405073719.csv,mar_bible.csv,626679,32245,2430,0.39,7.54
mar,mar_news_2010_20260405073638.csv,mar_wikipedia_2021_20260405073706.csv,111434,250965,8166,7.33,3.25
mdf,mdf-ud.csv,mdf_wikipedia_2012_20260405074151.csv,1703,9117,166,9.75,1.82
mdf,mdf-ud.csv,mdf_wikipedia_2021_20260405074156.csv,1703,9176,163,9.57,1.78
mdf,mdf_wikipedia_2012_20260405074151.csv,mdf_wikipedia_2021_20260405074156.csv,9117,9176,6550,71.84,71.38
mhr,mhr_glot500_cyrl.csv,mhr_wikipedia_2012_20260404163542.csv,103928,12710,1259,1.21,9.91
mhr,mhr_glot500_cyrl.csv,mhr_wikipedia_2021_20260404163548.csv,103928,27217,3510,3.38,12.9
mhr,mhr_wikipedia_2012_20260404163542.csv,mhr_wikipedia_2021_20260404163548.csv,12710,27217,5871,46.19,21.57
min,min_community_2017_20260405073823.csv,min_glot500_latn.csv,53235,119791,1068,2.01,0.89
min,min_community_2017_20260405073823.csv,min_wikipedia_2014_20260405073829.csv,53235,51098,49850,93.64,97.56
min,min_community_2017_20260405073823.csv,min_wikipedia_2021_20260405073836.csv,53235,72756,43743,82.17,60.12
min,min_glot500_latn.csv,min_wikipedia_2014_20260405073829.csv,119791,51098,687,0.57,1.34
min,min_glot500_latn.csv,min_wikipedia_2021_20260405073836.csv,119791,72756,6201,5.18,8.52
min,min_wikipedia_2014_20260405073829.csv,min_wikipedia_2021_20260405073836.csv,51098,72756,42147,82.48,57.93
mkd,mkd_community_2017_20260405072931.csv,mkd_wikipedia_2010_20260405073007.csv,385367,158451,88994,23.09,56.16
mkd,mkd_wikipedia_2010_20260405073007.csv,mkd_wikipedia_2021_20260405073017.csv,158451,309432,73037,46.09,23.6
mkd,mkd_community_2017_20260405072931.csv,mkd_wikipedia_2021_20260405073017.csv,385367,309432,137874,35.78,44.56
mkd,mkd_glot500_cyrl.csv,mkd_wikipedia_2021_20260405073017.csv,3130429,309432,56150,1.79,18.15
mkd,mkd_community_2017_20260405072931.csv,mkd_glot500_cyrl.csv,385367,3130429,60581,15.72,1.94
mkd,mkd_glot500_cyrl.csv,mkd_wikipedia_2010_20260405073007.csv,3130429,158451,24823,0.79,15.67
mkd,mkd_news_2019_20260405072944.csv,mkd_news_2020_20260405072951.csv,43685,51399,6503,14.89,12.65
mkd,mkd_news-sdk_1991-2021_20260405072958.csv,mkd_news_2020_20260405072951.csv,89091,51399,6505,7.3,12.66
mkd,mkd_news-sdk_1991-2021_20260405072958.csv,mkd_news_2019_20260405072944.csv,89091,43685,5349,6.0,12.24
mkd,mkd-mk_web_2019_20260405073039.csv,mkd_community_2017_20260405072931.csv,1769033,385367,45754,2.59,11.87
mkd,mkd_news_2019_20260405072944.csv,mkd_wikipedia_2010_20260405073007.csv,43685,158451,5045,11.55,3.18
mkd,mkd_news_2020_20260405072951.csv,mkd_wikipedia_2021_20260405073017.csv,51399,309432,5657,11.01,1.83
mkd,mkd_news_2020_20260405072951.csv,mkd_wikipedia_2010_20260405073007.csv,51399,158451,5651,10.99,3.57
mkd,mkd_news_2019_20260405072944.csv,mkd_wikipedia_2021_20260405073017.csv,43685,309432,4721,10.81,1.53
mkd,mkd_community_2017_20260405072931.csv,mkd_news-sdk_1991-2021_20260405072958.csv,385367,89091,9062,2.35,10.17
mkd,mkd_news-sdk_1991-2021_20260405072958.csv,mkd_wikipedia_2021_20260405073017.csv,89091,309432,8663,9.72,2.8
mlg,mlg_community_2017_20260405073117.csv,mlg_glot500_latn.csv,34691,1994652,1384,3.99,0.07
mlg,mlg_community_2017_20260405073117.csv,mlg_web_2012_20260405073123.csv,34691,51832,1762,5.08,3.4
mlg,mlg_glot500_latn.csv,mlg_web_2012_20260405073123.csv,1994652,51832,7020,0.35,13.54
mlt,mlt-ud.csv,mlt_glot500_latn.csv,4446,20208358,115,2.59,0.0
mlt,mlt-ud.csv,mlt_news_2020_20260405073345.csv,4446,34954,463,10.41,1.32
mlt,mlt-ud.csv,mlt_newscrawl_2011_20260405073351.csv,4446,23707,508,11.43,2.14
mlt,mlt-ud.csv,mlt_wikipedia_2021_20260405073357.csv,4446,61827,555,12.48,0.9
mlt,mlt_glot500_latn.csv,mlt_news_2020_20260405073345.csv,20208358,34954,2834,0.01,8.11
mlt,mlt_glot500_latn.csv,mlt_newscrawl_2011_20260405073351.csv,20208358,23707,1919,0.01,8.09
mlt,mlt_glot500_latn.csv,mlt_wikipedia_2021_20260405073357.csv,20208358,61827,5170,0.03,8.36
mlt,mlt_news_2020_20260405073345.csv,mlt_newscrawl_2011_20260405073351.csv,34954,23707,2291,6.55,9.66
mlt,mlt_news_2020_20260405073345.csv,mlt_wikipedia_2021_20260405073357.csv,34954,61827,3767,10.78,6.09
mlt,mlt_newscrawl_2011_20260405073351.csv,mlt_wikipedia_2021_20260405073357.csv,23707,61827,2364,9.97,3.82
mon,mon_news_2019_20260405074210.csv,mon_news_2020_20260405074216.csv,41658,53955,6738,16.17,12.49
mon,mon-cyr_newscrawl_2011_20260405074233.csv,mon_news_2020_20260405074216.csv,148377,53955,7269,4.9,13.47
mon,mon-cyr_newscrawl_2011_20260405074233.csv,mon_news_2019_20260405074210.csv,148377,41658,5546,3.74,13.31
mon,mon_news_2019_20260405074210.csv,mon_wikipedia_2021_20260405074224.csv,41658,105603,5099,12.24,4.83
mon,mon_news_2020_20260405074216.csv,mon_wikipedia_2021_20260405074224.csv,53955,105603,5855,10.85,5.54
mon,mon-cyr_newscrawl_2011_20260405074233.csv,mon_glot500_cyrl.csv,148377,2151484,10838,7.3,0.5
mon,mon-cyr_newscrawl_2011_20260405074233.csv,mon_wikipedia_2021_20260405074224.csv,148377,105603,7270,4.9,6.88
mon,mon_glot500_cyrl.csv,mon_wikipedia_2021_20260405074224.csv,2151484,105603,7232,0.34,6.85
mon,mon_glot500_cyrl.csv,mon_news_2020_20260405074216.csv,2151484,53955,3261,0.15,6.04
mon,mon_glot500_cyrl.csv,mon_news_2019_20260405074210.csv,2151484,41658,2121,0.1,5.09
mon,mon_glot500_latn.csv,mon_news_2019_20260405074210.csv,673311,41658,1105,0.16,2.65
mon,mon_glot500_cyrl.csv,mon_glot500_latn.csv,2151484,673311,14329,0.67,2.13
mon,mon_glot500_latn.csv,mon_news_2020_20260405074216.csv,673311,53955,1043,0.15,1.93
mon,mon_glot500_latn.csv,mon_wikipedia_2021_20260405074224.csv,673311,105603,1605,0.24,1.52
mon,mon-cyr_newscrawl_2011_20260405074233.csv,mon_glot500_latn.csv,148377,673311,934,0.63,0.14
mon,mon_glot500_cyrl.csv,mon_news_2011_20260405074203.csv,2151484,61161,56,0.0,0.09
mri,mri_bible.csv,mri_glot500_latn.csv,3651,1579550,178,4.88,0.01
mri,mri_bible.csv,mri_web_2011_20260405073624.csv,3651,23450,474,12.98,2.02
mri,mri_bible.csv,mri_wikipedia_2021_20260405073631.csv,3651,3459,67,1.84,1.94
mri,mri_glot500_latn.csv,mri_web_2011_20260405073624.csv,1579550,23450,4325,0.27,18.44
mri,mri_glot500_latn.csv,mri_wikipedia_2021_20260405073631.csv,1579550,3459,220,0.01,6.36
mri,mri_web_2011_20260405073624.csv,mri_wikipedia_2021_20260405073631.csv,23450,3459,415,1.77,12.0
mrj,mrj_wikipedia_2011_20260405092632.csv,mrj_wikipedia_2021_20260405092638.csv,17324,19753,12485,72.07,63.21
msa,msa_community_2017_20260405073130.csv,msa_newscrawl_2011_20260405073144.csv,134950,33845,18796,13.93,55.54
msa,msa_community_2017_20260405073130.csv,msa_wikipedia_2021_20260405073151.csv,134950,190199,45453,33.68,23.9
msa,msa-in_web_2015_20260405073159.csv,msa_community_2017_20260405073130.csv,40192,134950,4596,11.44,3.41
msa,msa-sg_web_2019_20260405073205.csv,msa_community_2017_20260405073130.csv,35243,134950,3815,10.82,2.83
msa,msa-sg_web_2019_20260405073205.csv,msa_wikipedia_2021_20260405073151.csv,35243,190199,3739,10.61,1.97
msa,msa-sg_web_2019_20260405073205.csv,msa_news_2019_20260405073138.csv,35243,24904,2419,6.86,9.71
msa,msa_newscrawl_2011_20260405073144.csv,msa_wikipedia_2021_20260405073151.csv,33845,190199,3252,9.61,1.71
msa,msa_community_2017_20260405073130.csv,msa_news_2019_20260405073138.csv,134950,24904,2370,1.76,9.52
msa,msa_news_2019_20260405073138.csv,msa_newscrawl_2011_20260405073144.csv,24904,33845,2127,8.54,6.28
msa,msa_news_2019_20260405073138.csv,msa_wikipedia_2021_20260405073151.csv,24904,190199,2079,8.35,1.09
msa,msa-in_web_2015_20260405073159.csv,msa_wikipedia_2021_20260405073151.csv,40192,190199,3352,8.34,1.76
msa,msa_community_2017_20260405073130.csv,msa_glot500_latn.csv,134950,1963254,11062,8.2,0.56
msa,msa-sg_web_2019_20260405073205.csv,msa_newscrawl_2011_20260405073144.csv,35243,33845,2678,7.6,7.91
msa,msa-sg_web_2019_20260405073205.csv,msa_glot500_latn.csv,35243,1963254,2781,7.89,0.14
msa,msa_glot500_latn.csv,msa_newscrawl_2011_20260405073144.csv,1963254,33845,2646,0.13,7.82
msa,msa_glot500_latn.csv,msa_news_2019_20260405073138.csv,1963254,24904,1870,0.1,7.51
mwl,mwl_glot500_latn.csv,mwl_wikipedia_2012_20260405073902.csv,78415,30053,2098,2.68,6.98
mwl,mwl_glot500_latn.csv,mwl_wikipedia_2021_20260405073908.csv,78415,46727,3342,4.26,7.15
mwl,mwl_wikipedia_2012_20260405073902.csv,mwl_wikipedia_2021_20260405073908.csv,30053,46727,17679,58.83,37.83
mya,mya-mm_web_2019_20260404144025.csv,mya_bible.csv,69328,107017,157,0.23,0.15
mya,mya-mm_web_2019_20260404144025.csv,mya_glot500_mymr.csv,69328,5838317,4821,6.95,0.08
mya,mya-mm_web_2019_20260404144025.csv,mya_news_2020_20260404144010.csv,69328,34843,880,1.27,2.53
mya,mya-mm_web_2019_20260404144025.csv,mya_wikipedia_2021_20260404144018.csv,69328,36236,1231,1.78,3.4
mya,mya_bible.csv,mya_glot500_mymr.csv,107017,5838317,30388,28.4,0.52
mya,mya_bible.csv,mya_news_2020_20260404144010.csv,107017,34843,115,0.11,0.33
mya,mya_bible.csv,mya_wikipedia_2021_20260404144018.csv,107017,36236,284,0.27,0.78
mya,mya_glot500_mymr.csv,mya_news_2020_20260404144010.csv,5838317,34843,2491,0.04,7.15
mya,mya_glot500_mymr.csv,mya_wikipedia_2021_20260404144018.csv,5838317,36236,3571,0.06,9.85
mya,mya_news_2020_20260404144010.csv,mya_wikipedia_2021_20260404144018.csv,34843,36236,884,2.54,2.44
myv,myv-ud.csv,myv_glot500_cyrl.csv,4605,73881,357,7.75,0.48
myv,myv-ud.csv,myv_wikipedia_2012_20260404165437.csv,4605,9542,480,10.42,5.03
myv,myv-ud.csv,myv_wikipedia_2021_20260404165443.csv,4605,23096,552,11.99,2.39
myv,myv_glot500_cyrl.csv,myv_wikipedia_2012_20260404165437.csv,73881,9542,1613,2.18,16.9
myv,myv_glot500_cyrl.csv,myv_wikipedia_2021_20260404165443.csv,73881,23096,3710,5.02,16.06
myv,myv_wikipedia_2012_20260404165437.csv,myv_wikipedia_2021_20260404165443.csv,9542,23096,4689,49.14,20.3
mzn,mzn_community_2017_20260405073740.csv,mzn_glot500_arab.csv,22881,31031,4961,21.68,15.99
mzn,mzn_community_2017_20260405073740.csv,mzn_wikipedia_2012_20260405073746.csv,22881,16189,8410,36.76,51.95
mzn,mzn_community_2017_20260405073740.csv,mzn_wikipedia_2021_20260405073753.csv,22881,26809,10479,45.8,39.09
mzn,mzn_glot500_arab.csv,mzn_wikipedia_2012_20260405073746.csv,31031,16189,2328,7.5,14.38
mzn,mzn_glot500_arab.csv,mzn_wikipedia_2021_20260405073753.csv,31031,26809,3255,10.49,12.14
mzn,mzn_wikipedia_2012_20260405073746.csv,mzn_wikipedia_2021_20260405073753.csv,16189,26809,9152,56.53,34.14
nah,nah_wikipedia_2011_20260405074241.csv,nah_wikipedia_2021_20260405074247.csv,10032,12020,5030,50.14,41.85
nan,nan_glot500_latn.csv,nan_wikipedia_2011_20260405073811.csv,347341,23085,2188,0.63,9.48
nan,nan_glot500_latn.csv,nan_wikipedia_2021_20260405073817.csv,347341,34100,2504,0.72,7.34
nan,nan_wikipedia_2011_20260405073811.csv,nan_wikipedia_2021_20260405073817.csv,23085,34100,8856,38.36,25.97
nap,nap-tara_wikipedia_2021_20260405074333.csv,nap-ud.csv,15976,101,2,0.01,1.98
nap,nap-tara_wikipedia_2021_20260405074333.csv,nap_glot500_latn.csv,15976,115838,6690,41.88,5.78
nap,nap-tara_wikipedia_2021_20260405074333.csv,nap_wikipedia_2014_20260405074321.csv,15976,23228,955,5.98,4.11
nap,nap-tara_wikipedia_2021_20260405074333.csv,nap_wikipedia_2021_20260405074327.csv,15976,20674,954,5.97,4.61
nap,nap-ud.csv,nap_glot500_latn.csv,101,115838,0,0.0,0.0
nap,nap-ud.csv,nap_wikipedia_2014_20260405074321.csv,101,23228,1,0.99,0.0
nap,nap-ud.csv,nap_wikipedia_2021_20260405074327.csv,101,20674,0,0.0,0.0
nap,nap_glot500_latn.csv,nap_wikipedia_2014_20260405074321.csv,115838,23228,6039,5.21,26.0
nap,nap_glot500_latn.csv,nap_wikipedia_2021_20260405074327.csv,115838,20674,7227,6.24,34.96
nap,nap_wikipedia_2014_20260405074321.csv,nap_wikipedia_2021_20260405074327.csv,23228,20674,10251,44.13,49.58
nav,nav_glot500_latn.csv,nav_wikipedia_2012_20260405074258.csv,25864,9365,2188,8.46,23.36
nav,nav_glot500_latn.csv,nav_wikipedia_2021_20260405074303.csv,25864,7471,1688,6.53,22.59
nav,nav_wikipedia_2012_20260405074258.csv,nav_wikipedia_2021_20260405074303.csv,9365,7471,4294,45.85,57.48
nde,nde-zw_web_2019_20260405081728.csv,nde_glot500_latn.csv,1076,120468,86,7.99,0.07
ndo,ndo_community_2017_20260405074309.csv,ndo_glot500_latn.csv,19906,28443,12717,63.89,44.71
ndo,ndo_community_2017_20260405074309.csv,ndo_wikipedia_2021_20260405074315.csv,19906,275,46,0.23,16.73
ndo,ndo_glot500_latn.csv,ndo_wikipedia_2021_20260405074315.csv,28443,275,38,0.13,13.82
nds,nds-nl_wikipedia_2021_20260405072820.csv,nds-ud.csv,32285,3229,252,0.78,7.8
nds,nds-nl_wikipedia_2021_20260405072820.csv,nds_glot500_latn.csv,32285,504827,11879,36.79,2.35
nds,nds-nl_wikipedia_2021_20260405072820.csv,nds_wikipedia_2012_20260405072803.csv,32285,110565,1036,3.21,0.94
nds,nds-nl_wikipedia_2021_20260405072820.csv,nds_wikipedia_2021_20260405072811.csv,32285,156544,1061,3.29,0.68
nds,nds-ud.csv,nds_glot500_latn.csv,3229,504827,201,6.22,0.04
nds,nds-ud.csv,nds_wikipedia_2012_20260405072803.csv,3229,110565,160,4.96,0.14
nds,nds-ud.csv,nds_wikipedia_2021_20260405072811.csv,3229,156544,171,5.3,0.11
nds,nds_glot500_latn.csv,nds_wikipedia_2012_20260405072803.csv,504827,110565,2719,0.54,2.46
nds,nds_glot500_latn.csv,nds_wikipedia_2021_20260405072811.csv,504827,156544,4012,0.79,2.56
nds,nds_wikipedia_2012_20260405072803.csv,nds_wikipedia_2021_20260405072811.csv,110565,156544,69254,62.64,44.24
nep,nep_news_2010_20260405074400.csv,nep_news_2010_300K_20260405074418.csv,315197,183200,124206,39.41,67.8
nep,nep_community_2017_20260405074342.csv,nep_news_2010_20260405074400.csv,604961,315197,149008,24.63,47.27
nep,nep_community_2017_20260405074342.csv,nep_news_2010_300K_20260405074418.csv,604961,183200,63789,10.54,34.82
nep,nep_glot500_deva.csv,nep_wikipedia_2021_20260405074445.csv,1032831,160693,46345,4.49,28.84
nep,nep_community_2017_20260405074342.csv,nep_wikipedia_2021_20260405074445.csv,604961,160693,42273,6.99,26.31
nep,nep_news_2010_10K_20260405074411.csv,nep_news_2010_300K_20260405074418.csv,22935,183200,5951,25.95,3.25
nep,nep_news_2010_10K_20260405074411.csv,nep_news_2010_20260405074400.csv,22935,315197,4035,17.59,1.28
nep,nep_community_2017_20260405074342.csv,nep_glot500_deva.csv,604961,1032831,95283,15.75,9.23
nep,nep_news_2019_20260405074427.csv,nep_news_2020_20260405074435.csv,75224,132348,11005,14.63,8.32
nep,nep_glot500_deva.csv,nep_news_2010_300K_20260405074418.csv,1032831,183200,24645,2.39,13.45
nep,nep_glot500_deva.csv,nep_news_2010_20260405074400.csv,1032831,315197,41871,4.05,13.28
nep,nep_news_2010_300K_20260405074418.csv,nep_news_2019_20260405074427.csv,183200,75224,9431,5.15,12.54
nep,nep_glot500_deva.csv,nep_news_2020_20260405074435.csv,1032831,132348,15967,1.55,12.06
nep,nep_community_2017_20260405074342.csv,nep_news_2020_20260405074435.csv,604961,132348,15893,2.63,12.01
nep,nep_news_2010_20260405074400.csv,nep_news_2020_20260405074435.csv,315197,132348,15242,4.84,11.52
nep,nep_news_2010_10K_20260405074411.csv,nep_news_2019_20260405074427.csv,22935,75224,2610,11.38,3.47
new,new_glot500_deva.csv,new_wikipedia_2009_20260405074454.csv,102212,26122,4820,4.72,18.45
new,new_glot500_deva.csv,new_wikipedia_2021_20260405081716.csv,102212,34360,4839,4.73,14.08
new,new_wikipedia_2009_20260405074454.csv,new_wikipedia_2021_20260405081716.csv,26122,34360,13107,50.18,38.15
nld,nld-nl_web-public_2019_20260404163458.csv,nld-nl_web_2019_20260404163359.csv,3394594,2427561,840588,24.76,34.63
nld,nld_news_2023_20260404154009.csv,nld_news_2024_20260404154030.csv,597120,458237,57248,9.59,12.49
nld,nld_news_2022_20260404153948.csv,nld_news_2024_20260404154030.csv,560437,458237,54780,9.77,11.95
nld,nld_news_2022_20260404153948.csv,nld_news_2023_20260404154009.csv,560437,597120,65737,11.73,11.01
nld,nld_news_2023_20260404154009.csv,nld_newscrawl_2019_20260404154057.csv,597120,1701688,66221,11.09,3.89
nld,nld_news_2019_20260404153908.csv,nld_newscrawl_2019_20260404154057.csv,424510,1701688,46639,10.99,2.74
nld,nld_news_2024_20260404154030.csv,nld_newscrawl_2019_20260404154057.csv,458237,1701688,49229,10.74,2.89
nld,nld_news_2020_20260404153925.csv,nld_news_2022_20260404153948.csv,631537,560437,59886,9.48,10.69
nld,nld-ud-alpino.csv,nld-ud-lassysmall.csv,16097,17255,1717,10.67,9.95
nld,nld_news_2022_20260404153948.csv,nld_newscrawl_2019_20260404154057.csv,560437,1701688,59502,10.62,3.5
nld,nld-nl_web-public_2019_20260404163458.csv,nld_web_2002_20260404154156.csv,3394594,2136559,225240,6.64,10.54
nld,nld_news_2020_20260404153925.csv,nld_news_2023_20260404154009.csv,631537,597120,62754,9.94,10.51
nld,nld_news_2020_20260404153925.csv,nld_news_2024_20260404154030.csv,631537,458237,48060,7.61,10.49
nld,nld_news_2020_20260404153925.csv,nld_newscrawl_2019_20260404154057.csv,631537,1701688,65608,10.39,3.86
nld,nld-nl_web_2019_20260404163359.csv,nld_news_2024_20260404154030.csv,2427561,458237,46079,1.9,10.06
nld,nld-nl_web_2019_20260404163359.csv,nld_news_2023_20260404154009.csv,2427561,597120,59584,2.45,9.98
nno,nno_glot500_latn.csv,nno_wikipedia_2007_20260405082100.csv,2001944,104666,9048,0.45,8.64
nno,nno_glot500_latn.csv,nno_wikipedia_2021_20260405082108.csv,2001944,287270,21784,1.09,7.58
nno,nno_wikipedia_2007_20260405082100.csv,nno_wikipedia_2021_20260405082108.csv,104666,287270,29736,28.41,10.35
nob,nob-no_news_2015_20260405082040.csv,nob_glot500_latn.csv,1576558,7173174,119376,7.57,1.66
nob,nob-no_news_2015_20260405082040.csv,nob_newscrawl_2019_20260405081937.csv,1576558,1143236,168568,10.69,14.74
nob,nob-no_news_2015_20260405082040.csv,nob_web_2002_20260405082015.csv,1576558,973234,81956,5.2,8.42
nob,nob_glot500_latn.csv,nob_newscrawl_2019_20260405081937.csv,7173174,1143236,122722,1.71,10.73
nob,nob_glot500_latn.csv,nob_web_2002_20260405082015.csv,7173174,973234,128442,1.79,13.2
nob,nob_newscrawl_2019_20260405081937.csv,nob_web_2002_20260405082015.csv,1143236,973234,65682,5.75,6.75
nor,nor_news_2019_20260405081849.csv,nor_news_2020_20260405081859.csv,85337,112192,12652,14.83,11.28
nor,nor_news_2019_20260405081849.csv,nor_news_2022_20260405081908.csv,85337,116106,11501,13.48,9.91
nor,nor-ud-bokmaal.csv,nor_community_2017_20260405081841.csv,17831,47725,2401,13.47,5.03
nor,nor-ud-bokmaal.csv,nor_news_2019_20260405081849.csv,17831,85337,2352,13.19,2.76
nor,nor_news_2020_20260405081859.csv,nor_news_2022_20260405081908.csv,112192,116106,14380,12.82,12.39
nor,nor_glot500_latn.csv,nor_wikipedia_2021_20260405081918.csv,4300542,502217,59542,1.38,11.86
nor,nor_community_2017_20260405081841.csv,nor_news_2019_20260405081849.csv,47725,85337,5605,11.74,6.57
nor,nor-ud-bokmaal.csv,nor_news_2020_20260405081859.csv,17831,112192,2076,11.64,1.85
