lang,file_a,file_b,hapaxes_a,hapaxes_b,overlap,share_a_pct,share_b_pct
est,est_news_2011_300K_20260404165537.csv,est_news_2019_20260404165546.csv,202156,204207,23061,11.41,11.29
est,est_news_2022_20260404165605.csv,est_news_20260404165521.csv,230594,646765,25936,11.25,4.01
est,est_news_2019_20260404165546.csv,est_news_20260404165521.csv,204207,646765,22127,10.84,3.42
est,est-ud-edt.csv,est_news_2019_20260404165546.csv,49678,204207,5280,10.63,2.59
est,est-ud-edt.csv,est_news_2022_20260404165605.csv,49678,230594,5265,10.6,2.28
est,est-ud-edt.csv,est_news_2020_20260404165555.csv,49678,283296,5179,10.43,1.83
est,est_glot500_latn.csv,est_news_2020_20260404165555.csv,3523717,283296,28540,0.81,10.07
eus,eus_glot500_latn.csv,eus_wikipedia_2021_20260404143252.csv,3633695,353662,57415,1.58,16.23
eus,eus_news_2019_20260404143228.csv,eus_news_2020_20260404143234.csv,24867,29667,3707,14.91,12.5
eus,eus_glot500_latn.csv,eus_web_2002_20260404143241.csv,3633695,196408,22990,0.63,11.71
eus,eus_bible.csv,eus_web_2002_20260404143241.csv,9008,196408,1053,11.69,0.54
eus,eus-ud.csv,eus_news_2019_20260404143228.csv,14214,24867,1539,10.83,6.19
eus,eus_news_2020_20260404143234.csv,eus_web_2002_20260404143241.csv,29667,196408,3162,10.66,1.61
eus,eus_news_2020_20260404143234.csv,eus_wikipedia_2021_20260404143252.csv,29667,353662,3090,10.42,0.87
eus,eus-ud.csv,eus_news_2020_20260404143234.csv,14214,29667,1468,10.33,4.95
eus,eus_news_2019_20260404143228.csv,eus_web_2002_20260404143241.csv,24867,196408,2440,9.81,1.24
eus,eus_news_2019_20260404143228.csv,eus_wikipedia_2021_20260404143252.csv,24867,353662,2376,9.55,0.67
eus,eus_web_2002_20260404143241.csv,eus_wikipedia_2021_20260404143252.csv,196408,353662,17425,8.87,4.93
eus,eus-ud.csv,eus_web_2002_20260404143241.csv,14214,196408,1221,8.59,0.62
eus,eus_bible.csv,eus_glot500_latn.csv,9008,3633695,700,7.77,0.02
eus,eus-ud.csv,eus_wikipedia_2021_20260404143252.csv,14214,353662,1063,7.48,0.3
eus,eus_glot500_latn.csv,eus_news_2020_20260404143234.csv,3633695,29667,1668,0.05,5.62
eus,eus_glot500_latn.csv,eus_news_2019_20260404143228.csv,3633695,24867,1359,0.04,5.47
ewe,ewe_bible.csv,ewe_community_2017_20260404165613.csv,5611,7238,452,8.06,6.24
ewe,ewe_bible.csv,ewe_glot500_latn.csv,5611,36416,1396,24.88,3.83
ewe,ewe_bible.csv,ewe_wikipedia_2021_20260404165619.csv,5611,2333,102,1.82,4.37
ewe,ewe_community_2017_20260404165613.csv,ewe_glot500_latn.csv,7238,36416,3090,42.69,8.49
ewe,ewe_community_2017_20260404165613.csv,ewe_wikipedia_2021_20260404165619.csv,7238,2333,819,11.32,35.11
ewe,ewe_glot500_latn.csv,ewe_wikipedia_2021_20260404165619.csv,36416,2333,302,0.83,12.94
ext,ext_glot500_latn.csv,ext_wikipedia_2012_20260404165625.csv,48623,18244,2032,4.18,11.14
ext,ext_glot500_latn.csv,ext_wikipedia_2021_20260404165631.csv,48623,23369,2945,6.06,12.6
ext,ext_wikipedia_2012_20260404165625.csv,ext_wikipedia_2021_20260404165631.csv,18244,23369,12411,68.03,53.11
fao,fao-ud-farpahc.csv,fao-ud-oft.csv,1807,2128,71,3.93,3.34
fao,fao-ud-farpahc.csv,fao_glot500_latn.csv,1807,997469,75,4.15,0.01
fao,fao-ud-farpahc.csv,fao_news_2020_20260404165637.csv,1807,17877,131,7.25,0.73
fao,fao-ud-farpahc.csv,fao_newscrawl_2011_20260404165643.csv,1807,12705,175,9.68,1.38
fao,fao-ud-farpahc.csv,fao_wikipedia_2021_20260404171115.csv,1807,45524,171,9.46,0.38
fao,fao-ud-oft.csv,fao_glot500_latn.csv,2128,997469,56,2.63,0.01
fao,fao-ud-oft.csv,fao_news_2020_20260404165637.csv,2128,17877,192,9.02,1.07
fao,fao-ud-oft.csv,fao_newscrawl_2011_20260404165643.csv,2128,12705,219,10.29,1.72
fao,fao-ud-oft.csv,fao_wikipedia_2021_20260404171115.csv,2128,45524,336,15.79,0.74
fao,fao_glot500_latn.csv,fao_news_2020_20260404165637.csv,997469,17877,2177,0.22,12.18
fao,fao_glot500_latn.csv,fao_newscrawl_2011_20260404165643.csv,997469,12705,1020,0.1,8.03
fao,fao_glot500_latn.csv,fao_wikipedia_2021_20260404171115.csv,997469,45524,2155,0.22,4.73
fao,fao_news_2020_20260404165637.csv,fao_newscrawl_2011_20260404165643.csv,17877,12705,1282,7.17,10.09
fao,fao_news_2020_20260404165637.csv,fao_wikipedia_2021_20260404171115.csv,17877,45524,2008,11.23,4.41
fao,fao_newscrawl_2011_20260404165643.csv,fao_wikipedia_2021_20260404171115.csv,12705,45524,1584,12.47,3.48
fas,fas_newscrawl_2015_20260405082723.csv,fas_newscrawl_2019_20260405082751.csv,855364,385051,75607,8.84,19.64
fas,fas_newscrawl_2011_20260405082701.csv,fas_newscrawl_2015_20260405082723.csv,973613,855364,140883,14.47,16.47
fas,fas_news_2012_20260405082518.csv,fas_news_2013_20260405082526.csv,63495,71451,9054,14.26,12.67
fas,fas-ud-perdt.csv,fas-ud-seraji.csv,15700,6924,960,6.11,13.86
fas,fas_news_2021_20260405082622.csv,fas_news_2022_20260405082630.csv,121452,147891,16819,13.85,11.37
fas,fas_news_2017_20260405082543.csv,fas_news_2018_20260405082556.csv,106504,84033,11402,10.71,13.57
fas,fas_news_2016_20260405082534.csv,fas_news_2017_20260405082543.csv,102745,106504,13655,13.29,12.82
fas,fas_news_2023_20260405082638.csv,fas_news_2024_20260405082648.csv,142613,141685,18601,13.04,13.13
fas,fas_news_2016_20260405082534.csv,fas_newscrawl_2019_20260405082751.csv,102745,385051,13483,13.12,3.5
fas,fas_news_2021_20260405082622.csv,fas_news_2023_20260405082638.csv,121452,142613,15900,13.09,11.15
fas,fas_news_2022_20260405082630.csv,fas_news_2023_20260405082638.csv,147891,142613,18521,12.52,12.99
fas,fas_news_2021_20260405082622.csv,fas_news_2024_20260405082648.csv,121452,141685,15498,12.76,10.94
fas,fas_news_2016_20260405082534.csv,fas_news_2018_20260405082556.csv,102745,84033,10552,10.27,12.56
fas,fas_news_2022_20260405082630.csv,fas_news_2024_20260405082648.csv,147891,141685,17772,12.02,12.54
fas,fas_news_2020_20260405082614.csv,fas_news_2021_20260405082622.csv,132141,121452,15209,11.51,12.52
fas,fas_news_2017_20260405082543.csv,fas_newscrawl_2019_20260405082751.csv,106504,385051,13223,12.42,3.43
fij,fij_glot500_latn.csv,fij_newscrawl_2011_20260404171133.csv,11296,1059,68,0.6,6.42
fij,fij_glot500_latn.csv,fij_wikipedia_2021_20260404171138.csv,11296,2589,762,6.75,29.43
fij,fij_newscrawl_2011_20260404171133.csv,fij_wikipedia_2021_20260404171138.csv,1059,2589,99,9.35,3.82
fin,fin-ud-ftb.csv,fin-ud-tdt.csv,30917,36252,5589,18.08,15.42
fin,fin-fi_web_2019_20260404171436.csv,fin_web_2002_20260404171308.csv,6053146,1790117,255082,4.21,14.25
fin,fin_news_2020_20260404171222.csv,fin_news_2022_20260404171248.csv,651633,484969,68705,10.54,14.17
fin,fin_news_2019_20260404171156.csv,fin_news_2020_20260404171222.csv,522089,651633,72875,13.96,11.18
fin,fin-ud-ftb.csv,fin-ud-pud.csv,30917,5960,762,2.46,12.79
fin,fin_news_2012_300K_20260404171145.csv,fin_news_2022_20260404171248.csv,228109,484969,29052,12.74,5.99
fin,fin_news_2012_300K_20260404171145.csv,fin_news_2019_20260404171156.csv,228109,522089,28655,12.56,5.49
fin,fin_news_2019_20260404171156.csv,fin_news_2022_20260404171248.csv,522089,484969,60465,11.58,12.47
fin,fin-ud-pud.csv,fin-ud-tdt.csv,5960,36252,741,12.43,2.04
fin,fin_news_2012_300K_20260404171145.csv,fin_news_2020_20260404171222.csv,228109,651633,28142,12.34,4.32
fin,fin-ud-ftb.csv,fin-ud-ood.csv,30917,6186,753,2.44,12.17
fin,fin_glot500_latn.csv,fin_wikipedia_2021_20260404171341.csv,5540831,1472087,174895,3.16,11.88
fin,fin_news_2022_20260404171248.csv,fin_wikipedia_2021_20260404171341.csv,484969,1472087,56511,11.65,3.84
fin,fin-ud-ood.csv,fin-ud-tdt.csv,6186,36252,720,11.64,1.99
fin,fin_news_2012_300K_20260404171145.csv,fin_wikipedia_2021_20260404171341.csv,228109,1472087,26445,11.59,1.8
fin,fin_news_2019_20260404171156.csv,fin_web_2002_20260404171308.csv,522089,1790117,60326,11.55,3.37
fra,fra_mixed_2012_20260404171554.csv,fra_news_2011_3M_20260404171614.csv,1267393,273325,58292,4.6,21.33
fra,fra-ud-partut.csv,fra-ud-sequoia.csv,2106,4729,357,16.95,7.55
fra,fra-ud-partut.csv,fra-ud-pud.csv,2106,3773,340,16.14,9.01
fra,fra-pf_web_2019_20260404171808.csv,fra-re_web_2019_20260404171816.csv,111438,135232,17930,16.09,13.26
fra,fra-ud-gsd.csv,fra-ud-sequoia.csv,24010,4729,731,3.04,15.46
fra,fra_news_2019_20260404171626.csv,fra_newscrawl-public_2019_20260404171731.csv,338027,1162356,52198,15.44,4.49
fra,fra-ud-rhapsodie.csv,fra-ud-sequoia.csv,2515,4729,361,14.35,7.63
fra,fra-ud-fqb.csv,fra-ud-gsd.csv,2705,24010,375,13.86,1.56
fra,fra-ud-pud.csv,fra-ud-sequoia.csv,3773,4729,493,13.07,10.43
fra,fra-ud-gsd.csv,fra-ud-partut.csv,24010,2106,275,1.15,13.06
fra,fra_news_2023_20260404171702.csv,fra_news_2024_20260404171715.csv,332885,296409,38459,11.55,12.97
fra,fra_news_2019_20260404171626.csv,fra_news_2020_20260404171638.csv,338027,425760,43480,12.86,10.21
fra,fra-ud-gsd.csv,fra-ud-pud.csv,24010,3773,483,2.01,12.8
fra,fra-ud-parisstories.csv,fra-ud-pud.csv,1656,3773,212,12.8,5.62
fra,fra-ud-pud.csv,fra-ud-rhapsodie.csv,3773,2515,321,8.51,12.76
fra,fra-ud-parisstories.csv,fra-ud-sequoia.csv,1656,4729,208,12.56,4.4
frr,frr_glot500_latn.csv,frr_wikipedia_2012_20260405081733.csv,90041,8680,857,0.95,9.87
frr,frr_glot500_latn.csv,frr_wikipedia_2021_20260405081739.csv,90041,19515,1990,2.21,10.2
frr,frr_wikipedia_2012_20260405081733.csv,frr_wikipedia_2021_20260405081739.csv,8680,19515,4664,53.73,23.9
fry,fry_glot500_latn.csv,fry_news_2020_20260405092608.csv,695809,32299,3375,0.49,10.45
fry,fry_glot500_latn.csv,fry_newscrawl_2011_20260405092614.csv,695809,2684,136,0.02,5.07
fry,fry_glot500_latn.csv,fry_wikipedia_2021_20260405092620.csv,695809,136563,22752,3.27,16.66
fry,fry_news_2020_20260405092608.csv,fry_newscrawl_2011_20260405092614.csv,32299,2684,189,0.59,7.04
fry,fry_news_2020_20260405092608.csv,fry_wikipedia_2021_20260405092620.csv,32299,136563,3396,10.51,2.49
fry,fry_newscrawl_2011_20260405092614.csv,fry_wikipedia_2021_20260405092620.csv,2684,136563,162,6.04,0.12
ful,ful_glot500_latn.csv,ful_wikipedia_2012_20260404171836.csv,136223,1900,141,0.1,7.42
fur,fur_glot500_latn.csv,fur_wikipedia_2012_20260404171824.csv,61676,9289,2274,3.69,24.48
fur,fur_glot500_latn.csv,fur_wikipedia_2021_20260404171830.csv,61676,14635,4574,7.42,31.25
fur,fur_wikipedia_2012_20260404171824.csv,fur_wikipedia_2021_20260404171830.csv,9289,14635,4931,53.08,33.69
gag,gag_wikipedia_2012_20260404171841.csv,gag_wikipedia_2021_20260404171847.csv,18290,12594,4532,24.78,35.99
gan,gan_community_2017_20260404171918.csv,gan_wikipedia_2021_20260404171923.csv,5794,8308,1218,21.02,14.66
gla,gla-ud.csv,gla_bible.csv,3777,1119,81,2.14,7.24
gla,gla-ud.csv,gla_glot500_latn.csv,3777,188465,273,7.23,0.14
gla,gla-ud.csv,gla_wikipedia_2007_20260405090304.csv,3777,10148,420,11.12,4.14
gla,gla-ud.csv,gla_wikipedia_2021_20260405090310.csv,3777,6034,364,9.64,6.03
gla,gla_bible.csv,gla_glot500_latn.csv,1119,188465,41,3.66,0.02
gla,gla_bible.csv,gla_wikipedia_2007_20260405090304.csv,1119,10148,111,9.92,1.09
gla,gla_bible.csv,gla_wikipedia_2021_20260405090310.csv,1119,6034,107,9.56,1.77
gla,gla_glot500_latn.csv,gla_wikipedia_2007_20260405090304.csv,188465,10148,1369,0.73,13.49
gla,gla_glot500_latn.csv,gla_wikipedia_2021_20260405090310.csv,188465,6034,478,0.25,7.92
gla,gla_wikipedia_2007_20260405090304.csv,gla_wikipedia_2021_20260405090310.csv,10148,6034,995,9.8,16.49
gle,gle_wikipedia_2012_20260404211702.csv,gle_wikipedia_2021_20260404211708.csv,39821,53236,14002,35.16,26.3
gle,gle-ud-idt.csv,gle_wikipedia_2021_20260404211708.csv,8453,53236,1103,13.05,2.07
gle,gle-ud-idt.csv,gle_wikipedia_2012_20260404211702.csv,8453,39821,1047,12.39,2.63
gle,gle_glot500_latn.csv,gle_wikipedia_2012_20260404211702.csv,2308153,39821,4049,0.18,10.17
gle,gle_glot500_latn.csv,gle_wikipedia_2021_20260404211708.csv,2308153,53236,5194,0.23,9.76
gle,gle-ie_web_2019_20260404211717.csv,gle_wikipedia_2012_20260404211702.csv,486367,39821,3399,0.7,8.54
gle,gle-ie_web_2019_20260404211717.csv,gle_wikipedia_2021_20260404211708.csv,486367,53236,4439,0.91,8.34
gle,gle-ud-cadhan.csv,gle-ud-idt.csv,1400,8453,109,7.79,1.29
gle,gle-ud-idt.csv,gle-ud-twittirish.csv,8453,7987,611,7.23,7.65
gle,gle-ud-twittirish.csv,gle_wikipedia_2021_20260404211708.csv,7987,53236,552,6.91,1.04
gle,gle-ud-cadhan.csv,gle_wikipedia_2021_20260404211708.csv,1400,53236,94,6.71,0.18
gle,gle-ud-twittirish.csv,gle_wikipedia_2012_20260404211702.csv,7987,39821,514,6.44,1.29
gle,gle-ud-cadhan.csv,gle-ud-twittirish.csv,1400,7987,87,6.21,1.09
gle,gle-ud-cadhan.csv,gle_wikipedia_2012_20260404211702.csv,1400,39821,78,5.57,0.2
gle,gle-ud-cadhan.csv,gle_glot500_latn.csv,1400,2308153,74,5.29,0.0
gle,gle-ie_web_2019_20260404211717.csv,gle-ud-idt.csv,486367,8453,384,0.08,4.54
glg,glg_wikipedia_2012_20260404171901.csv,glg_wikipedia_2021_20260404171909.csv,109828,211984,40274,36.67,19.0
glg,glg_community_2017_20260404171854.csv,glg_wikipedia_2021_20260404171909.csv,97943,211984,28848,29.45,13.61
glg,glg_community_2017_20260404171854.csv,glg_wikipedia_2012_20260404171901.csv,97943,109828,27743,28.33,25.26
glg,glg-ud-ctg.csv,glg-ud-treegal.csv,8399,3372,475,5.66,14.09
glg,glg-ud-pud.csv,glg-ud-treegal.csv,3860,3372,414,10.73,12.28
glg,glg-ud-ctg.csv,glg-ud-pud.csv,8399,3860,466,5.55,12.07
glg,glg_glot500_latn.csv,glg_wikipedia_2021_20260404171909.csv,2932742,211984,18130,0.62,8.55
glg,glg-ud-ctg.csv,glg_wikipedia_2012_20260404171901.csv,8399,109828,713,8.49,0.65
glg,glg_community_2017_20260404171854.csv,glg_glot500_latn.csv,97943,2932742,6965,7.11,0.24
glg,glg-ud-ctg.csv,glg_community_2017_20260404171854.csv,8399,97943,569,6.77,0.58
glg,glg_glot500_latn.csv,glg_wikipedia_2012_20260404171901.csv,2932742,109828,7366,0.25,6.71
glg,glg-ud-ctg.csv,glg_wikipedia_2021_20260404171909.csv,8399,211984,454,5.41,0.21
glg,glg-ud-treegal.csv,glg_wikipedia_2012_20260404171901.csv,3372,109828,169,5.01,0.15
glg,glg-ud-treegal.csv,glg_community_2017_20260404171854.csv,3372,97943,135,4.0,0.14
glg,glg-ud-pud.csv,glg_wikipedia_2012_20260404171901.csv,3860,109828,152,3.94,0.14
glg,glg-ud-pud.csv,glg_community_2017_20260404171854.csv,3860,97943,147,3.81,0.15
glk,glk_community_2017_20260404173207.csv,glk_glot500_arab.csv,347449,465347,275179,79.2,59.13
glk,glk_community_2017_20260404173207.csv,glk_wikipedia_2011_20260404173216.csv,347449,15668,7220,2.08,46.08
glk,glk_community_2017_20260404173207.csv,glk_wikipedia_2021_20260404173222.csv,347449,18262,4699,1.35,25.73
glk,glk_glot500_arab.csv,glk_wikipedia_2011_20260404173216.csv,465347,15668,3860,0.83,24.64
glk,glk_glot500_arab.csv,glk_wikipedia_2021_20260404173222.csv,465347,18262,3723,0.8,20.39
glk,glk_wikipedia_2011_20260404173216.csv,glk_wikipedia_2021_20260404173222.csv,15668,18262,4904,31.3,26.85
glv,glv-ud.csv,glv_bible.csv,1760,1628,126,7.16,7.74
glv,glv-ud.csv,glv_glot500_latn.csv,1760,35570,120,6.82,0.34
glv,glv-ud.csv,glv_wikipedia_2012_20260405073613.csv,1760,12620,206,11.7,1.63
glv,glv-ud.csv,glv_wikipedia_2021_20260405073618.csv,1760,14744,211,11.99,1.43
glv,glv_bible.csv,glv_glot500_latn.csv,1628,35570,937,57.56,2.63
glv,glv_bible.csv,glv_wikipedia_2012_20260405073613.csv,1628,12620,128,7.86,1.01
glv,glv_bible.csv,glv_wikipedia_2021_20260405073618.csv,1628,14744,135,8.29,0.92
glv,glv_glot500_latn.csv,glv_wikipedia_2012_20260405073613.csv,35570,12620,723,2.03,5.73
glv,glv_glot500_latn.csv,glv_wikipedia_2021_20260405073618.csv,35570,14744,955,2.68,6.48
glv,glv_wikipedia_2012_20260405073613.csv,glv_wikipedia_2021_20260405073618.csv,12620,14744,8138,64.48,55.2
gom,gom_community_2017_20260404173228.csv,gom_glot500_deva.csv,35423,101116,42,0.12,0.04
gom,gom_community_2017_20260404173228.csv,gom_glot500_latn.csv,35423,94498,16066,45.35,17.0
gom,gom_community_2017_20260404173228.csv,gom_newscrawl_2011_20260404173234.csv,35423,34142,31475,88.85,92.19
gom,gom_community_2017_20260404173228.csv,gom_wikipedia_2021_20260404173241.csv,35423,40280,2047,5.78,5.08
gom,gom_glot500_deva.csv,gom_glot500_latn.csv,101116,94498,652,0.64,0.69
gom,gom_glot500_deva.csv,gom_newscrawl_2011_20260404173234.csv,101116,34142,44,0.04,0.13
gom,gom_glot500_deva.csv,gom_wikipedia_2021_20260404173241.csv,101116,40280,60,0.06,0.15
gom,gom_glot500_latn.csv,gom_newscrawl_2011_20260404173234.csv,94498,34142,14801,15.66,43.35
gom,gom_glot500_latn.csv,gom_wikipedia_2021_20260404173241.csv,94498,40280,8071,8.54,20.04
gom,gom_newscrawl_2011_20260404173234.csv,gom_wikipedia_2021_20260404173241.csv,34142,40280,2028,5.94,5.03
gor,gor_glot500_latn.csv,gor_wikipedia_2021_20260404173247.csv,34351,7114,2757,8.03,38.75
grn,grn-ud.csv,grn_community_2017_20260404173253.csv,123,21531,8,6.5,0.04
grn,grn-ud.csv,grn_glot500_latn.csv,123,149027,6,4.88,0.0
grn,grn-ud.csv,grn_wikipedia_2012_20260404173300.csv,123,18951,10,8.13,0.05
grn,grn-ud.csv,grn_wikipedia_2021_20260404173306.csv,123,23808,5,4.07,0.02
grn,grn_community_2017_20260404173253.csv,grn_glot500_latn.csv,21531,149027,2397,11.13,1.61
grn,grn_community_2017_20260404173253.csv,grn_wikipedia_2012_20260404173300.csv,21531,18951,11511,53.46,60.74
grn,grn_community_2017_20260404173253.csv,grn_wikipedia_2021_20260404173306.csv,21531,23808,13158,61.11,55.27
grn,grn_glot500_latn.csv,grn_wikipedia_2012_20260404173300.csv,149027,18951,2157,1.45,11.38
grn,grn_glot500_latn.csv,grn_wikipedia_2021_20260404173306.csv,149027,23808,2411,1.62,10.13
grn,grn_wikipedia_2012_20260404173300.csv,grn_wikipedia_2021_20260404173306.csv,18951,23808,12398,65.42,52.07
gsw,gsw_glot500_latn.csv,gsw_wikipedia_2012_20260404182123.csv,564554,149874,26010,4.61,17.35
gsw,gsw_glot500_latn.csv,gsw_wikipedia_2021_20260404182135.csv,564554,248943,35616,6.31,14.31
gsw,gsw_wikipedia_2012_20260404182123.csv,gsw_wikipedia_2021_20260404182135.csv,149874,248943,87266,58.23,35.05
guj,guj_newscrawl_2011_20260404173320.csv,guj_newscrawl_2014_1M_20260404173332.csv,261048,288360,52474,20.1,18.2
guj,guj_glot500_gujr.csv,guj_wikipedia_2021_20260404173343.csv,3707239,190421,35580,0.96,18.68
guj,guj_glot500_gujr.csv,guj_newscrawl_2011_20260404173320.csv,3707239,261048,34708,0.94,13.3
guj,guj-ud.csv,guj_glot500_deva.csv,737,87750,96,13.03,0.11
guj,guj_glot500_gujr.csv,guj_newscrawl_2014_1M_20260404173332.csv,3707239,288360,33330,0.9,11.56
guj,guj_news_2020_20260404173312.csv,guj_wikipedia_2021_20260404173343.csv,26194,190421,2812,10.74,1.48
guj,guj_bible.csv,guj_wikipedia_2021_20260404173343.csv,8259,190421,764,9.25,0.4
guj,guj_news_2020_20260404173312.csv,guj_newscrawl_2011_20260404173320.csv,26194,261048,2148,8.2,0.82
guj,guj_news_2020_20260404173312.csv,guj_newscrawl_2014_1M_20260404173332.csv,26194,288360,2077,7.93,0.72
guj,guj_newscrawl_2014_1M_20260404173332.csv,guj_wikipedia_2021_20260404173343.csv,288360,190421,14751,5.12,7.75
guj,guj_bible.csv,guj_news_2020_20260404173312.csv,8259,26194,638,7.72,2.44
guj,guj_newscrawl_2011_20260404173320.csv,guj_wikipedia_2021_20260404173343.csv,261048,190421,14432,5.53,7.58
guj,guj-ud.csv,guj_news_2020_20260404173312.csv,737,26194,46,6.24,0.18
guj,guj_bible.csv,guj_newscrawl_2014_1M_20260404173332.csv,8259,288360,501,6.07,0.17
guj,guj-ud.csv,guj_bible.csv,737,8259,43,5.83,0.52
guj,guj_bible.csv,guj_newscrawl_2011_20260404173320.csv,8259,261048,462,5.59,0.18
hat,hat-ud-adolphe.csv,hat-ud-autogramm.csv,887,473,244,27.51,51.59
hat,hat-ud-adolphe.csv,hat_community_2017_20260404173351.csv,887,11056,94,10.6,0.85
hat,hat-ud-adolphe.csv,hat_glot500_latn.csv,887,2001311,20,2.25,0.0
hat,hat-ud-adolphe.csv,hat_wikipedia_2011_20260404173357.csv,887,9111,122,13.75,1.34
hat,hat-ud-adolphe.csv,hat_wikipedia_2021_20260404173403.csv,887,17574,78,8.79,0.44
hat,hat-ud-autogramm.csv,hat_community_2017_20260404173351.csv,473,11056,20,4.23,0.18
hat,hat-ud-autogramm.csv,hat_glot500_latn.csv,473,2001311,6,1.27,0.0
hat,hat-ud-autogramm.csv,hat_wikipedia_2011_20260404173357.csv,473,9111,39,8.25,0.43
hat,hat-ud-autogramm.csv,hat_wikipedia_2021_20260404173403.csv,473,17574,16,3.38,0.09
hat,hat_community_2017_20260404173351.csv,hat_glot500_latn.csv,11056,2001311,974,8.81,0.05
hat,hat_community_2017_20260404173351.csv,hat_wikipedia_2011_20260404173357.csv,11056,9111,6441,58.26,70.69
hat,hat_community_2017_20260404173351.csv,hat_wikipedia_2021_20260404173403.csv,11056,17574,4654,42.09,26.48
hat,hat_glot500_latn.csv,hat_wikipedia_2011_20260404173357.csv,2001311,9111,602,0.03,6.61
hat,hat_glot500_latn.csv,hat_wikipedia_2021_20260404173403.csv,2001311,17574,1257,0.06,7.15
hat,hat_wikipedia_2011_20260404173357.csv,hat_wikipedia_2021_20260404173403.csv,9111,17574,3516,38.59,20.01
hau,hau_community_2017_20260404173421.csv,hau_newscrawl_2011_20260404173427.csv,17455,3973,1670,9.57,42.03
hau,hau_newscrawl_2011_20260404173427.csv,hau_wikipedia_2021_20260404173433.csv,3973,26667,452,11.38,1.69
hau,hau_community_2017_20260404173421.csv,hau_wikipedia_2021_20260404173433.csv,17455,26667,1785,10.23,6.69
hau,hau_glot500_latn.csv,hau_wikipedia_2021_20260404173433.csv,1867113,26667,2137,0.11,8.01
hau,hau_community_2017_20260404173421.csv,hau_glot500_latn.csv,17455,1867113,1244,7.13,0.07
hau,hau_glot500_arab.csv,hau_glot500_latn.csv,35839,1867113,2194,6.12,0.12
hau,hau-ud-northernautogramm.csv,hau-ud-westernautogramm.csv,371,668,17,4.58,2.54
hau,hau-ud-northernautogramm.csv,hau-ud-southernautogramm.csv,371,861,16,4.31,1.86
hau,hau_glot500_latn.csv,hau_newscrawl_2011_20260404173427.csv,1867113,3973,138,0.01,3.47
hau,hau-ud-southernautogramm.csv,hau-ud-westernautogramm.csv,861,668,19,2.21,2.84
hau,hau-ud-northernautogramm.csv,hau_glot500_latn.csv,371,1867113,3,0.81,0.0
hau,hau-ud-southernautogramm.csv,hau_community_2017_20260404173421.csv,861,17455,5,0.58,0.03
hau,hau-ud-southernautogramm.csv,hau_glot500_latn.csv,861,1867113,5,0.58,0.0
hau,hau-ud-southernautogramm.csv,hau_newscrawl_2011_20260404173427.csv,861,3973,5,0.58,0.13
hau,hau-ud-northernautogramm.csv,hau_community_2017_20260404173421.csv,371,17455,2,0.54,0.01
hau,hau-ud-northernautogramm.csv,hau_wikipedia_2021_20260404173433.csv,371,26667,2,0.54,0.01
haw,haw_glot500_latn.csv,haw_wikipedia_2021_20260404173439.csv,991580,3492,640,0.06,18.33
hbs,hbs-ba_wikipedia_2007_20260405090444.csv,hbs-hr_newscrawl_2011_20260405090454.csv,92909,411470,7976,8.58,1.94
hbs,hbs-ba_wikipedia_2007_20260405090444.csv,hbs-rs_wikipedia_2010_20260405090509.csv,92909,131165,766,0.82,0.58
hbs,hbs-ba_wikipedia_2007_20260405090444.csv,hbs_glot500_cyrl.csv,92909,2698622,1568,1.69,0.06
hbs,hbs-ba_wikipedia_2007_20260405090444.csv,hbs_glot500_latn.csv,92909,9111962,5381,5.79,0.06
hbs,hbs-ba_wikipedia_2007_20260405090444.csv,hbs_wikipedia_2021_20260405090430.csv,92909,408645,16145,17.38,3.95
hbs,hbs-hr_newscrawl_2011_20260405090454.csv,hbs-rs_wikipedia_2010_20260405090509.csv,411470,131165,504,0.12,0.38
hbs,hbs-hr_newscrawl_2011_20260405090454.csv,hbs_glot500_cyrl.csv,411470,2698622,1388,0.34,0.05
hbs,hbs-hr_newscrawl_2011_20260405090454.csv,hbs_glot500_latn.csv,411470,9111962,37004,8.99,0.41
hbs,hbs-hr_newscrawl_2011_20260405090454.csv,hbs_wikipedia_2021_20260405090430.csv,411470,408645,27136,6.59,6.64
hbs,hbs-rs_wikipedia_2010_20260405090509.csv,hbs_glot500_cyrl.csv,131165,2698622,9713,7.41,0.36
hbs,hbs-rs_wikipedia_2010_20260405090509.csv,hbs_glot500_latn.csv,131165,9111962,974,0.74,0.01
hbs,hbs-rs_wikipedia_2010_20260405090509.csv,hbs_wikipedia_2021_20260405090430.csv,131165,408645,4804,3.66,1.18
hbs,hbs_glot500_cyrl.csv,hbs_glot500_latn.csv,2698622,9111962,17703,0.66,0.19
hbs,hbs_glot500_cyrl.csv,hbs_wikipedia_2021_20260405090430.csv,2698622,408645,2770,0.1,0.68
hbs,hbs_glot500_latn.csv,hbs_wikipedia_2021_20260405090430.csv,9111962,408645,42932,0.47,10.51
heb,heb_wikipedia_2010_20260404173511.csv,heb_wikipedia_2021_20260404173527.csv,578716,696792,148461,25.65,21.31
heb,heb-ud-htb.csv,heb-ud-iahltknesset.csv,8507,3781,626,7.36,16.56
heb,heb_news_2019_20260404173445.csv,heb_news_2020_20260404173457.csv,104676,209641,16026,15.31,7.64
heb,heb-ud-htb.csv,heb-ud-iahltwiki.csv,8507,6431,929,10.92,14.45
