file,language,dominant_script,dominant_pct,top_scripts
asm_wikipedia_2021_20260404142704.csv,asm,Bengali,92.25,Bengali 92.2%; Latin 7.7%; Greek 0.0%; Devanagari 0.0%
ast_glot500_latn.csv,ast,Latin,99.22,Latin 99.2%; Cyrillic 0.2%; Han 0.2%; Greek 0.1%
ast_wikipedia_2011_20260405072543.csv,ast,Latin,99.53,Latin 99.5%; Han 0.2%; Greek 0.1%; Cyrillic 0.1%
ast_wikipedia_2021_20260405072559.csv,ast,Latin,99.26,Latin 99.3%; Han 0.2%; Greek 0.1%; Cyrillic 0.1%
ava_wikipedia_2021_20260404142729.csv,ava,Cyrillic,94.9,Cyrillic 94.9%; Latin 4.8%; Arabic 0.2%; Canadian_Aboriginal 0.0%
aym_glot500_latn.csv,aym,Latin,99.73,Latin 99.7%; Cyrillic 0.1%; Han 0.1%; Arabic 0.1%
aym_wikipedia_2021_20260404142742.csv,aym,Latin,99.82,Latin 99.8%; Cyrillic 0.2%
ayr_glot500_latn.csv,ayr,Latin,100.0,Latin 100.0%
azb_glot500_arab.csv,azb,Arabic,99.29,Arabic 99.3%; Latin 0.7%; Cyrillic 0.0%
aze-ud.csv,aze,Latin,100.0,Latin 100.0%
aze_glot500_arab.csv,aze,Arabic,86.54,Arabic 86.5%; Latin 13.1%; Cyrillic 0.1%; Unknown 0.1%
aze_glot500_latn.csv,aze,Latin,97.56,Latin 97.6%; Cyrillic 1.4%; Arabic 0.5%; Armenian 0.2%
aze_news_2019_20260404142748.csv,aze,Latin,99.91,Latin 99.9%; Cyrillic 0.1%; Greek 0.0%
aze_news_2020_20260404142821.csv,aze,Latin,99.96,Latin 100.0%; Cyrillic 0.0%
aze_newscrawl_2011_20260404142846.csv,aze,Latin,99.28,Latin 99.3%; Cyrillic 0.7%; Arabic 0.0%
aze_wikipedia_2021_20260404143108.csv,aze,Latin,98.79,Latin 98.8%; Cyrillic 1.0%; Arabic 0.1%; Greek 0.1%
azj_glot500_latn.csv,azj,Latin,99.02,Latin 99.0%; Cyrillic 0.8%; Arabic 0.1%; Han 0.0%
bak_community_2017_20260404143158.csv,bak,Cyrillic,98.14,Cyrillic 98.1%; Latin 1.8%; Arabic 0.0%; Han 0.0%
bak_glot500_cyrl.csv,bak,Cyrillic,95.22,Cyrillic 95.2%; Latin 4.4%; Arabic 0.1%; Greek 0.1%
bak_glot500_latn.csv,bak,Latin,93.39,Latin 93.4%; Cyrillic 6.4%; Arabic 0.1%; Han 0.0%
bak_wikipedia_2021_20260404143220.csv,bak,Cyrillic,96.57,Cyrillic 96.6%; Latin 3.3%; Greek 0.0%; Han 0.0%
bam-ud.csv,bam,Latin,100.0,Latin 100.0%
bam_glot500_latn.csv,bam,Latin,99.71,Latin 99.7%; Greek 0.1%; Arabic 0.1%; Cyrillic 0.1%
bam_wikipedia_2012_20260404143128.csv,bam,Latin,98.99,Latin 99.0%; Arabic 0.6%; Greek 0.4%; Unknown 0.1%
ban_glot500_latn.csv,ban,Latin,99.92,Latin 99.9%; Balinese 0.0%; Hangul 0.0%; Greek 0.0%
ban_wikipedia_2021_20260404143123.csv,ban,Latin,99.65,Latin 99.7%; Balinese 0.2%; Hangul 0.1%; Devanagari 0.0%
bar-ud.csv,bar,Latin,99.84,Latin 99.8%; Katakana 0.1%; Unknown 0.0%
bar_glot500_latn.csv,bar,Latin,99.57,Latin 99.6%; Cyrillic 0.1%; Greek 0.1%; Hebrew 0.1%
bar_wikipedia_2021_20260404143318.csv,bar,Latin,99.88,Latin 99.9%; Hebrew 0.0%; Cyrillic 0.0%; Greek 0.0%
bcl_community_2017_20260404144220.csv,bcl,Latin,99.7,Latin 99.7%; Arabic 0.1%; Han 0.1%; Greek 0.0%
bcl_glot500_latn.csv,bcl,Latin,99.04,Latin 99.0%; Cyrillic 0.4%; Han 0.2%; Arabic 0.1%
bel-ud.csv,bel,Cyrillic,92.94,Cyrillic 92.9%; Latin 7.0%; Armenian 0.0%; Unknown 0.0%
bel_glot500_cyrl.csv,bel,Cyrillic,90.89,Cyrillic 90.9%; Latin 8.9%; Greek 0.1%; Han 0.0%
bel_news_2019_20260404143325.csv,bel,Cyrillic,97.27,Cyrillic 97.3%; Latin 2.7%; Unknown 0.0%
bel_news_2020_20260404143334.csv,bel,Cyrillic,97.51,Cyrillic 97.5%; Latin 2.5%; Unknown 0.0%
bel_newscrawl_2011_20260404143342.csv,bel,Cyrillic,97.42,Cyrillic 97.4%; Latin 2.6%
bel_wikipedia_2021_20260404143404.csv,bel,Cyrillic,93.09,Cyrillic 93.1%; Latin 6.8%; Greek 0.1%; Han 0.0%
bem_glot500_latn.csv,bem,Latin,100.0,Latin 100.0%
ben-in_web_2019_20260404143559.csv,ben,Bengali,96.43,Bengali 96.4%; Latin 3.5%; Devanagari 0.0%; Greek 0.0%
ben-ud.csv,ben,Bengali,100.0,Bengali 100.0%
ben_community_2017_20260404143419.csv,ben,Bengali,96.46,Bengali 96.5%; Latin 3.3%; Arabic 0.2%; Greek 0.0%
ben_news_2019_20260404143439.csv,ben,Bengali,99.67,Bengali 99.7%; Latin 0.3%; Arabic 0.0%
ben_news_2020_20260404143448.csv,ben,Bengali,99.47,Bengali 99.5%; Latin 0.5%
ben_newscrawl_2011_20260404143458.csv,ben,Bengali,99.2,Bengali 99.2%; Latin 0.4%; Ethiopic 0.2%; Gujarati 0.1%
ben_wikipedia_2021_20260404143530.csv,ben,Bengali,93.2,Bengali 93.2%; Latin 6.3%; Arabic 0.2%; Han 0.1%
ber_glot500_latn.csv,ber,Latin,99.78,Latin 99.8%; Greek 0.2%; Cyrillic 0.0%; Tifinagh 0.0%
bew_glot500_cyrl.csv,bew,Cyrillic,94.33,Cyrillic 94.3%; Latin 5.6%; Greek 0.0%; Han 0.0%
bih_glot500_deva.csv,bih,Devanagari,91.69,Devanagari 91.7%; Latin 8.1%; Arabic 0.1%; Greek 0.0%
bih_wikipedia_2012_20260405092007.csv,bih,Devanagari,94.52,Devanagari 94.5%; Latin 5.4%; Gujarati 0.1%; Bengali 0.0%
bih_wikipedia_2021_20260405092020.csv,bih,Devanagari,93.13,Devanagari 93.1%; Latin 6.8%; Greek 0.1%
bik_community_2017_20260404143621.csv,bik,Latin,100.0,Latin 100.0%
bik_glot500_latn.csv,bik,Latin,99.78,Latin 99.8%; Han 0.1%; Arabic 0.0%; Greek 0.0%
bik_wikipedia_2021_20260404143638.csv,bik,Latin,99.58,Latin 99.6%; Han 0.1%; Arabic 0.1%; Cyrillic 0.1%
bis_glot500_latn.csv,bis,Latin,99.06,Latin 99.1%; Cyrillic 0.3%; Arabic 0.1%; Han 0.1%
