file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
kbp,34065,295374,150,147776,231,162465,351,177247,529,192048,830,206769,1007,212692,1231,218579,1518,224494,1887,230399,2372,236309,2666,239254,3007,242209,3402,245165,3858,248118,4382,251070,4976,254024,5714,256976,6540,259931,7524,262883,8614,265838,9352,267314,10091,268792,10829,270268,11568,271746,12306,273222,13389,274698,14866,276175,16343,277652,17820,279129,19297,280606,20774,282083,22251,283560,23727,285036,25204,286513,26681,287990,28158,289467,29635,290944,31112,292421,32589,293898,34065,295374,369,179107,2633,238957,1703,227662,10219,269048
kck,3673,14415,136,7210,195,7938,273,8651,380,9374,534,10093,606,10381,701,10670,797,10958,928,11245,1072,11533,1144,11677,1216,11821,1288,11965,1367,12109,1511,12253,1655,12397,1800,12542,1944,12686,2088,12830,2232,12974,2304,13046,2376,13118,2448,13190,2520,13262,2592,13334,2664,13406,2737,13479,2809,13551,2881,13623,2953,13695,3025,13767,3097,13839,3169,13911,3241,13983,3313,14055,3385,14127,3457,14199,3529,14271,3601,14343,3673,14415,15,3248,224,8234,183,7806,1101,11591
khk,37530,297485,700,148766,966,163644,1337,178513,1851,193375,2584,208242,2962,214204,3402,220142,3919,226099,4532,232039,5267,237992,5692,240967,6170,243938,6681,246914,7276,249889,7916,252864,8660,255840,9433,258814,10424,261787,11416,264763,12648,267737,13392,269225,14136,270713,14879,272199,15623,273687,16367,275175,17111,276663,18194,278149,19681,279636,21169,281124,22656,282611,24144,284099,25631,285586,27119,287074,28606,288561,30093,290048,31581,291536,33068,293023,34556,294511,36043,295998,37530,297485,426,126776,4301,229960,1876,193977,11259,264292
khm,26069,42361,4889,21181,7007,23299,9125,25417,11243,27535,13361,29653,14208,30500,15056,31348,15903,32195,16750,33042,17597,33889,18021,34313,18445,34737,18868,35160,19292,35584,19715,36007,20139,36431,20563,36855,20986,37278,21410,37702,21833,38125,22045,38337,22257,38549,22469,38761,22681,38973,22892,39184,23104,39396,23316,39608,23528,39820,23740,40032,23951,40243,24163,40455,24375,40667,24587,40879,24799,41091,25010,41302,25222,41514,25434,41726,25646,41938,25858,42150,26069,42361,23,4838,286,11184,1303,15915,7820,24112
kin,122284,1034507,591,517409,898,569105,1363,620791,2088,672474,3265,724161,3941,744869,4779,765538,5835,786233,7185,806924,8920,827608,9996,837955,11224,848301,12637,858643,14281,868991,16213,879332,18442,889680,21028,900024,24218,910369,27666,920713,32142,931058,34728,936230,37314,941402,39900,946574,42487,951748,45073,956920,49869,962092,55042,967265,60214,972437,65387,977610,70559,982782,75732,987955,80904,993127,86077,998300,91249,1003472,96422,1008645,101594,1013817,106767,1018990,111939,1024162,117112,1029335,122284,1034507,1256,610630,9583,834238,6114,790950,36685,940144
kir,1197418,43144423,1276,21574410,1872,23729925,2737,25888546,4011,28044854,5968,30201574,7046,31064089,8363,31927341,9969,32790199,11960,33652737,14469,34515839,15983,34947152,17721,35378620,19720,35809930,22030,36241445,24728,36672792,27901,37104217,31685,37535653,36223,37967110,41756,38398576,48621,38830021,52690,39045737,57290,39261443,62523,39477168,68520,39692901,75453,39908595,83532,40124335,93071,40340040,104453,40555759,118236,40771487,135113,40987202,156332,41202926,183277,41418650,218252,41634373,265865,41850093,330843,42065813,425309,42281536,550252,42497257,765974,42712979,981696,42928701,1197418,43144423,32810,37650214,152116,41164982,59870,39371354,359225,42149368
kng,577,1543,24,775,38,850,58,928,88,1004,127,1082,145,1111,176,1142,207,1173,238,1204,269,1235,284,1250,300,1266,315,1281,331,1297,346,1312,361,1327,377,1343,392,1358,408,1374,423,1389,431,1397,439,1405,446,1412,454,1420,462,1428,469,1435,477,1443,485,1451,493,1459,500,1466,508,1474,516,1482,523,1489,531,1497,539,1505,547,1513,554,1520,562,1528,570,1536,577,1543,1,264,15,705,28,800,173,1139
koi,19531,78941,529,39478,761,43423,1100,47371,1604,51312,2349,55261,2744,56841,3216,58417,3743,59998,4404,61575,5193,63153,5588,63943,5983,64733,6378,65523,6901,66311,7690,67100,8480,67890,9269,68679,10059,69469,10848,70258,11637,71047,12032,71442,12427,71837,12822,72232,13216,72626,13611,73021,14006,73416,14400,73810,14795,74205,15190,74600,15584,74994,15979,75389,16374,75784,16769,76179,17163,76573,17558,76968,17953,77363,18347,77757,18742,78152,19137,78547,19531,78941,95,21207,1111,47481,976,46096,5859,64485
kom,27457,110138,828,55084,1198,60578,1724,66086,2489,71593,3589,77099,4140,79303,4822,81504,5556,83706,6471,85908,7573,88112,8123,89212,8674,90314,9225,91416,9835,92516,10937,93618,12038,94719,13140,95821,14241,96922,15342,98023,16444,99125,16994,99675,17545,100226,18096,100777,18646,101327,19197,101878,19748,102429,20299,102980,20849,103530,21400,104081,21951,104632,22501,105182,23052,105733,23603,106284,24153,106834,24704,107385,25255,107936,25805,108486,26356,109037,26907,109588,27457,110138,108,28429,1607,65033,1372,62597,8237,89440
krc,26733,106639,810,53323,1192,58654,1734,63991,2496,69316,3577,74648,4111,76784,4787,78913,5498,81046,6366,83179,7433,85313,7966,86379,8499,87445,9032,88511,9671,89577,10738,90644,11804,91710,12870,92776,13937,93843,15003,94909,16070,95976,16603,96509,17136,97042,17669,97575,18202,98108,18736,98642,19269,99175,19802,99708,20335,100241,20868,100774,21402,101308,21935,101841,22468,102374,23001,102907,23534,103440,24068,103974,24601,104507,25134,105040,25667,105573,26200,106106,26733,106639,102,28541,1498,61900,1336,60260,8019,86485
ksh,37709,216728,189,108433,309,119239,526,130049,900,140883,1553,151712,1940,156052,2430,160380,3043,164714,3827,169048,4825,173383,5371,175550,6094,177719,6816,179885,7620,182053,8703,184219,9787,186387,10871,188555,11954,190721,13869,192888,16037,195056,17120,196139,18204,197223,19288,198307,20371,199390,21455,200474,22539,201558,23622,202641,24706,203725,25789,204808,26873,205892,27957,206976,29040,208059,30124,209143,31208,210227,32291,211310,33375,212394,34459,213478,35542,214561,36626,215645,37709,216728,229,112829,2024,156892,1885,155502,11312,189437
kur,221783,1794081,1174,897201,1792,986812,2736,1076495,4188,1166153,6527,1255865,7853,1291747,9492,1327624,11541,1363515,14181,1399384,17573,1435271,19647,1453208,22017,1471151,24726,1489089,27829,1507033,31417,1524973,35753,1542913,40529,1560853,46509,1578793,52645,1596733,61615,1614673,66101,1623645,70586,1632615,75071,1641585,79556,1650555,87227,1659525,96198,1668496,105168,1677466,114139,1686437,123109,1695407,132079,1704377,141050,1713348,150020,1722318,158991,1731289,167961,1740259,176931,1749229,185902,1758200,194872,1767170,203843,1776141,212813,1785111,221783,1794081,2118,1022264,17251,1432373,11089,1356290,66534,1624511
lad,28944,213407,75,106785,148,117470,285,128073,528,138737,930,149396,1164,153658,1459,157926,1830,162197,2296,166464,2872,170730,3221,172862,3611,174997,4038,177132,4554,179264,5087,181396,5751,183531,6463,185667,7242,187800,8309,189934,9376,192068,9909,193134,10443,194202,10976,195268,11872,196335,12939,197402,14006,198469,15073,199536,16140,200603,17207,201670,18274,202737,19341,203804,20408,204871,21475,205938,22542,207005,23609,208072,24676,209139,25743,210206,26810,211273,27877,212340,28944,213407,167,119451,1983,163727,1447,157770,8683,190682
lao,32720,204927,217,102544,299,112733,418,122985,590,133208,860,143476,1010,147560,1201,151657,1450,155750,1791,159848,2279,163948,2600,165992,2996,168043,3493,170092,4111,172139,4841,174188,5866,176238,6891,178288,8129,180336,10179,182386,12228,184435,13252,185459,14277,186484,15302,187509,16326,188533,17351,189558,18376,190583,19400,191607,20425,192632,21450,193657,22474,194681,23499,195706,24523,196730,25548,197755,26573,198780,27597,199804,28622,200829,29647,201854,30671,202878,31696,203903,32720,204927,316,114475,1872,160658,1636,158161,9816,182023
lat,326347,4404350,836,2202225,1310,2422717,2056,2642782,3255,2862864,5270,3083089,6460,3171132,7973,3259242,9901,3347326,12369,3435407,15549,3523484,17492,3567524,19717,3611568,22293,3655612,25263,3699659,28714,3743707,32744,3787743,37450,3831793,43073,3875832,49755,3919873,57702,3963918,62106,3985938,67262,4007960,72768,4029984,78479,4052003,85820,4074026,93160,4096046,100501,4118069,109975,4140089,120986,4162111,131997,4184133,143008,4206155,154019,4228177,172195,4250198,194217,4272220,216239,4294242,238260,4316263,260282,4338285,282304,4360307,304326,4382329,326347,4404350,4541,3016971,34440,3804703,16317,3541611,97904,4110278
lav,328867,9961890,1015,4981199,1514,5479833,2219,5977598,3231,6475282,4743,6973467,5563,7172734,6554,7371897,7752,7571094,9212,7770288,11009,7969586,12063,8069145,13242,8168774,14569,8268376,16072,8368026,17786,8467642,19750,8567233,22037,8666876,24708,8766483,27846,8866094,31586,8965704,33738,9015524,36110,9065332,38754,9115138,41714,9164952,45035,9214760,48762,9264559,53031,9314376,57848,9364178,63449,9413994,70004,9463796,77703,9513606,86884,9563416,98060,9613225,111765,9663036,128368,9712845,152321,9762653,179439,9812462,229249,9862272,279058,9912081,328867,9961890,11053,7973986,58248,9368178,16443,8390765,98660,9615625
lbe,5552,13392,575,6698,767,7367,1007,8036,1342,8706,1677,9376,1811,9644,2071,9911,2338,10178,2606,10446,2874,10714,3008,10848,3142,10982,3276,11116,3410,11250,3544,11384,3678,11518,3812,11652,3945,11785,4079,11919,4213,12053,4280,12120,4347,12187,4414,12254,4481,12321,4548,12388,4615,12455,4682,12522,4749,12589,4816,12656,4883,12723,4950,12790,5017,12857,5084,12924,5151,12991,5218,13058,5285,13125,5352,13192,5419,13259,5486,13326,5552,13392,4,697,166,4330,277,5202,1665,9352
lij,43868,272466,51,136347,111,149870,267,163510,610,177109,1302,190733,1729,196177,2275,201626,2978,207078,3866,212527,5012,217976,5693,220700,6412,223425,7320,226149,8228,228873,9166,231597,10528,234321,11891,237047,13253,239771,14615,242495,16622,245220,17984,246582,19347,247945,20709,249307,22071,250669,23434,252032,24796,253394,26158,254756,27521,256119,28883,257481,30245,258843,31608,260206,32970,261568,34332,262930,35695,264293,37057,265655,38419,267017,39782,268380,41144,269742,42506,271104,43868,272466,165,156090,2120,200231,2193,200888,13160,239585
lim,188487,2071721,229,1036341,420,1139634,751,1243087,1335,1346635,2357,1450267,2971,1491647,3771,1533092,4823,1574540,6193,1615959,8021,1657391,9161,1678107,10477,1698816,12015,1719540,13810,1740247,15926,1760970,18405,1781684,21367,1802402,24925,1823116,29132,1843834,34311,1864550,37364,1874910,40817,1885269,44269,1895625,47952,1905985,53131,1916343,58310,1926701,63490,1937061,68669,1947419,74543,1957777,84901,1968135,95260,1978494,105619,1988853,115977,1999211,126336,2009570,136694,2019928,147053,2030287,157412,2040646,167770,2051004,178129,2061363,188487,2071721,1838,1404943,15283,1755183,9424,1682543,56546,1923173
lin,9722,46517,170,23259,263,25601,398,27924,598,30238,901,32566,1067,33496,1262,34423,1495,35355,1775,36284,2085,37214,2266,37680,2498,38144,2731,38610,2964,39076,3196,39540,3429,40006,3675,40470,4140,40935,4606,41401,5071,41866,5303,42098,5536,42331,5769,42564,6001,42796,6234,43029,6466,43261,6699,43494,6931,43726,7164,43959,7397,44192,7629,44424,7862,44657,8094,44889,8327,45122,8560,45355,8792,45587,9025,45820,9257,46052,9490,46285,9722,46517,44,16880,599,30248,486,29063,2916,38980
lit,1994938,97263725,1510,48637089,2350,53495513,3597,58359108,5495,63223416,8454,68084687,10076,70030613,12037,71975691,14458,73921119,17491,75865900,21341,77811181,23651,78783748,26282,79756452,29295,80729132,32772,81701763,36816,82674267,41571,83646854,47176,84619470,53889,85592095,62024,86564795,72027,87537373,77929,88023675,84575,88510055,92088,88996363,100635,89482666,110453,89968962,121792,90455265,135003,90941590,150581,91427929,169208,91914230,191756,92400539,219598,92886864,254543,93373187,299418,93859499,359385,94345818,441462,94832135,557189,95318452,739672,95804770,1022301,96291088,1508620,96777407,1994938,97263725,65833,86960234,298933,93855134,99746,89435017,598481,95442328
lmo,96419,1278047,30,641798,45,705417,72,767103,140,830958,319,894754,449,920251,635,945851,894,971340,1262,996895,1788,1022465,2135,1035251,2552,1048003,3062,1060799,3684,1073573,4441,1086341,5359,1099131,6489,1111910,7875,1124688,9591,1137465,11748,1150243,13026,1156633,14484,1163025,16082,1169417,17884,1175805,20014,1182195,22144,1188585,24920,1194974,28116,1201366,31311,1207756,34506,1214146,38907,1220535,45298,1226926,51688,1233316,58078,1239706,64468,1246096,70859,1252487,77249,1258877,83639,1265267,90029,1271657,96419,1278047,747,957962,6965,1116670,4820,1091907,28925,1202984
ltg,13687,38863,759,19433,1116,21377,1584,23318,2229,25261,3136,27205,3525,27983,3913,28759,4360,29536,5138,30314,5915,31091,6304,31480,6692,31868,7081,32257,7469,32645,7858,33034,8247,33423,8635,33811,9024,34200,9413,34589,9801,34977,9996,35172,10190,35366,10384,35560,10578,35754,10773,35949,10967,36143,11161,36337,11356,36532,11550,36726,11744,36920,11939,37115,12133,37309,12327,37503,12522,37698,12716,37892,12910,38086,13105,38281,13299,38475,13493,38669,13687,38863,24,6141,500,17427,684,18916,4106,29145
ltz,208287,3377019,128,1690230,226,1858364,396,2026614,715,2195165,1311,2364069,1675,2431527,2150,2499006,2775,2566629,3608,2634131,4734,2701646,5444,2735419,6282,2769173,7282,2802941,8486,2836721,9940,2870473,11690,2904244,13822,2938016,16429,2971780,19610,3005553,23582,3039318,25945,3056207,28594,3073090,31506,3089973,34883,3106858,38708,3123744,42929,3140628,47879,3157513,53508,3174400,59214,3191284,67657,3208170,76099,3225054,84542,3241940,92984,3258824,106977,3275709,123862,3292594,140747,3309479,157632,3326364,174517,3343249,191402,3360134,208287,3377019,2639,2553427,19656,3006013,10414,2880256,62486,3197828
lug,432354,7609079,718,3804913,1092,4185598,1678,4565962,2602,4945948,4126,5326465,5007,5478612,6115,5630775,7522,5782945,9347,5935119,11759,6087290,13248,6163385,14984,6239464,17026,6315565,19426,6391645,22276,6467738,25697,6543812,29828,6619910,34856,6695992,41020,6772084,48664,6848179,53173,6886222,58207,6924265,63800,6962313,70140,7000353,77407,7038400,85256,7076447,94767,7114491,104726,7152535,117408,7190581,130090,7228627,146838,7266671,165861,7304717,184884,7342763,204082,7380807,242128,7418853,280173,7456898,318218,7494943,356264,7532989,394309,7571034,432354,7609079,7259,5757288,46444,6828199,21617,6451317,129706,7227475
lup,20871,92750,393,46399,591,51018,893,55654,1356,60295,2069,64927,2440,66781,2904,68637,3456,70491,4074,72345,4872,74201,5336,75129,5799,76055,6263,76983,6727,77911,7191,78839,7886,79765,8814,80693,9741,81620,10669,82548,11596,83475,12060,83939,12524,84403,12988,84867,13451,85330,13915,85794,14379,86258,14843,86722,15306,87185,15770,87649,16234,88113,16698,88577,17161,89040,17625,89504,18089,89968,18553,90432,19016,90895,19480,91359,19944,91823,20408,92287,20871,92750,105,31977,1171,58689,1043,57395,6261,76979
lus,76271,3250731,114,1626374,168,1790176,248,1951143,370,2113836,552,2275796,649,2340645,762,2405749,898,2470864,1071,2535821,1293,2600812,1428,2633095,1583,2665774,1757,2698236,1957,2730696,2192,2763211,2465,2795716,2785,2828222,3161,2860658,3614,2893162,4163,2925661,4483,2941931,4841,2958180,5245,2974452,5699,2990690,6219,3006947,6817,3023202,7507,3039446,8303,3055702,9238,3071941,10349,3088203,11696,3104451,13348,3120706,15404,3136957,18024,3153211,21527,3169464,26286,3185719,33172,3201971,43764,3218224,60018,3234478,76271,3250731,2659,2816063,12769,3115495,3813,2905705,22881,3174880
lvs,284583,3828366,1215,1914202,1797,2105862,2601,2297200,3790,2488460,5757,2679861,6894,2756430,8304,2833022,10062,2909587,12264,2986155,15032,3062699,16692,3100985,18574,3139277,20718,3177544,23169,3215832,26007,3254112,29302,3292400,33118,3330685,37595,3368967,42850,3407251,49094,3445530,52855,3464674,56683,3483814,61298,3502955,66084,3522099,71486,3541240,77867,3560383,84247,3579523,91777,3598665,101348,3617807,110919,3636949,120490,3656091,131449,3675232,150591,3694374,169733,3713516,188874,3732657,208016,3751799,227158,3770941,246300,3790083,265442,3809225,284583,3828366,4624,2582378,32557,3325636,14229,3042266,85374,3582904
mad,1369,3378,92,1691,135,1860,191,2027,276,2197,360,2365,424,2433,491,2500,559,2568,626,2635,694,2703,728,2737,761,2770,795,2804,829,2838,863,2872,897,2906,930,2939,964,2973,998,3007,1032,3041,1049,3058,1065,3074,1082,3091,1099,3108,1116,3125,1133,3142,1150,3159,1167,3176,1184,3193,1201,3210,1217,3226,1234,3243,1251,3260,1268,3277,1285,3294,1302,3311,1319,3328,1336,3345,1353,3362,1369,3378,2,234,39,1369,68,1567,410,2419
mah,126,249,22,126,28,138,34,150,40,162,52,175,57,180,62,185,67,190,72,195,77,200,79,202,82,205,84,207,87,210,89,212,92,215,94,217,97,220,99,222,102,225,103,226,104,227,105,228,107,230,108,231,109,232,110,233,112,235,113,236,114,237,115,238,117,240,118,241,119,242,120,243,122,245,123,246,124,247,125,248,126,249,0,0,4,50,6,66,37,156
mai,43547,273735,270,136892,434,150603,698,164258,1125,177950,1816,191626,2214,197100,2714,202570,3346,208044,4143,213517,5162,218989,5772,221727,6456,224463,7227,227203,8139,229939,9051,232675,10246,235413,11615,238151,12983,240887,14352,243625,16174,246362,17543,247731,18911,249099,20280,250468,21649,251837,23017,253205,24386,254574,25755,255943,27123,257311,28492,258680,29861,260049,31229,261417,32598,262786,33967,264155,35335,265523,36704,266892,38073,268261,39441,269629,40810,270998,42179,272367,43547,273735,286,138591,2775,203180,2177,196653,13064,241049
mal,1210629,7409779,5343,3704936,8582,4075462,13924,4445884,22945,4816371,38701,5186863,48135,5335053,60231,5483247,75814,5631437,96065,5779633,122921,5927827,139292,6001924,157816,6076020,180328,6150118,205027,6224215,232978,6298314,270026,6372410,307075,6446508,344124,6520606,395554,6594704,469652,6668802,506700,6705850,543749,6742899,580798,6779948,617847,6816997,654896,6854046,691945,6891095,728994,6928144,766043,6965193,803092,7002242,840141,7039291,877189,7076339,914238,7113388,951287,7150437,988336,7187486,1025385,7224535,1062434,7261584,1099483,7298633,1136532,7335682,1173581,7372731,1210629,7409779,7837,4004809,67640,5559051,60531,5486547,363188,6558734
mar,1589182,40143133,1301,20071651,1918,22079327,2879,24086794,4394,26093855,6878,28100539,8298,28903253,10062,29705931,12303,30508814,15170,31311888,18904,32114525,21201,32516022,23860,32917479,26968,33318871,30647,33720323,35020,34121704,40277,34523113,46702,34924562,54659,35325988,64649,35727404,77457,36128827,85289,36329547,94299,36530267,104749,36730982,116915,36931697,131271,37132401,148281,37333124,168617,37533835,192745,37734546,222660,37935264,259047,38135978,304165,38336696,360505,38537410,427410,38738125,524542,38938841,624899,39139555,786320,39340271,987036,39540987,1187751,39741702,1388467,39942418,1589182,40143133,30874,33743023,162721,37480771,79459,36182914,476754,38843265
mdf,13432,38411,785,19208,1124,21130,1582,23048,2207,24969,3083,26889,3467,27657,3851,28425,4235,29193,4982,29961,5750,30729,6134,31113,6519,31498,6903,31882,7287,32266,7671,32650,8055,33034,8439,33418,8823,33802,9207,34186,9591,34570,9783,34762,9976,34955,10168,35147,10360,35339,10552,35531,10744,35723,10936,35915,11128,36107,11320,36299,11512,36491,11704,36683,11896,36875,12088,37067,12280,37259,12472,37451,12664,37643,12856,37835,13048,38027,13240,38219,13432,38411,28,5458,539,17256,671,18378,4029,28781
mhr,43546,251195,692,125615,995,138190,1424,150724,2057,163289,3010,175841,3525,180867,4145,185889,4903,190910,5827,195936,6968,200956,7596,203468,8373,205982,9210,208493,10047,211004,11098,213516,12354,216028,13610,218540,14866,221052,16122,223564,18427,226076,19683,227332,20939,228588,22195,229844,23451,231100,24707,232356,25963,233612,27219,234868,28475,236124,29731,237380,30987,238636,32243,239892,33499,241148,34755,242404,36011,243660,37267,244916,38523,246172,39779,247428,41035,248684,42291,249940,43546,251195,337,101703,3329,179103,2177,165198,13063,217446
min,126554,2129943,36,1067365,53,1175982,81,1278784,165,1384873,395,1491160,556,1533605,789,1576159,1121,1618847,1589,1661396,2244,1703973,2664,1725285,3165,1746571,3762,1767881,4474,1789156,5316,1810466,6325,1831766,7541,1853056,9016,1874356,10816,1895652,13046,1916957,14359,1927602,15831,1938253,17478,1948901,19285,1959549,21415,1970199,23811,1980847,26474,1991499,29611,2002147,33161,2012797,36928,2023447,42253,2034097,47578,2044747,52902,2055395,62656,2066045,73306,2076695,83956,2087345,94605,2097994,105255,2108644,115905,2119294,126554,2129943,1227,1629867,11927,1906886,6327,1831804,37966,2025523
mkd,3269611,466509296,288,233377190,540,256644186,942,279944213,1584,303240707,2608,326562042,3173,335895369,3857,345224727,4684,354553011,5710,363884811,6993,373207686,7759,377877627,8623,382542040,9602,387202937,10719,391868824,12000,396533687,13489,401198489,15235,405865069,17288,410529509,19732,415193399,22693,419858500,24415,422191411,26334,424523744,28478,426856132,30889,429189061,33637,431521241,36798,433854270,40469,436186593,44779,438518779,49931,440851615,56182,443184017,63959,445516620,73878,447849121,86992,450181520,105169,452514045,132088,454846610,175890,457179136,258966,459511672,458503,461844210,1135299,464176751,3269611,466509296,109455,452957231,388638,461270771,163480,456639398,980883,463867919
mkw,182368,1577045,559,788690,1041,867496,1834,946231,3137,1025090,5240,1103941,6418,1135474,7862,1167027,9630,1198565,11834,1230098,14625,1261640,16295,1277409,18192,1293177,20368,1308951,22860,1324721,25693,1340493,28863,1356259,32806,1372031,37167,1387800,42424,1403571,48179,1419342,52121,1427226,56064,1435112,60007,1442998,63949,1450882,67892,1458768,71975,1466652,79861,1474538,87746,1482423,95631,1490308,103516,1498193,111401,1506078,119287,1513964,127172,1521849,135057,1529734,142942,1537619,150828,1545505,158713,1553390,166598,1561275,174483,1569160,182368,1577045,1396,907639,15364,1269030,9118,1190117,54710,1432404
mlg,121225,2471748,40,1240174,57,1364799,83,1485667,129,1608749,216,1730238,277,1779900,362,1829408,485,1878626,658,1928172,900,1977485,1059,2002227,1251,2026862,1491,2051582,1786,2076270,2143,2101028,2592,2125740,3157,2150444,3878,2175163,4805,2199862,6004,2224579,6739,2236947,7583,2249298,8563,2261658,9702,2274014,11027,2286374,12623,2298728,14521,2311087,16798,2323444,19555,2335803,22870,2348161,26990,2360521,32497,2372879,38676,2385237,47073,2397596,59432,2409955,71791,2422314,84149,2434672,96508,2447031,108867,2459390,121225,2471748,1400,2042861,10137,2278364,6061,2225605,36367,2380619
mlt,167704,2285490,700,1142923,1134,1257092,1790,1371357,2792,1485636,4323,1599848,5142,1645558,6119,1691278,7294,1736974,8726,1782691,10500,1828398,11548,1851257,12720,1874118,14041,1896957,15538,1919822,17239,1942672,19203,1965525,21444,1988385,24079,2011239,27141,2034087,30759,2056941,32838,2068371,35123,2079796,37569,2091224,40426,2102652,43283,2114080,46974,2125506,50784,2136936,54593,2148363,60098,2159790,65811,2171216,71525,2182644,77239,2194072,87712,2205498,99140,2216926,110567,2228353,121995,2239781,133422,2251208,144850,2262636,156277,2274063,167704,2285490,2598,1466960,21317,1987242,8385,1772618,50311,2135517
mon,438891,11320893,801,5660851,1142,6227689,1632,6793276,2364,7358927,3445,7924688,4038,8151213,4758,8377726,5644,8604078,6748,8830380,8143,9056761,8985,9169977,9953,9283155,11080,9396414,12387,9509586,13920,9622793,15726,9735986,17893,9849190,20514,9962418,23713,10075598,27702,10188820,30072,10245412,32762,10302022,35810,10358627,39304,10415230,43323,10471839,47980,10528437,53401,10585037,59862,10641647,67519,10698245,76704,10754853,88001,10811454,102152,10868058,120420,10924663,143578,10981267,171880,11037871,212474,11094476,269078,11151080,325683,11207685,382287,11264289,438891,11320893,10557,9346019,53846,10589487,21944,10015971,131667,10957445
mri,48627,3323455,27,1672719,38,1832099,55,2001327,80,2161652,120,2327617,142,2393677,169,2460253,203,2527325,244,2592449,298,2659627,330,2692366,367,2725973,409,2758729,461,2792244,521,2825214,594,2858436,684,2891478,794,2924813,928,2958071,1093,2991280,1191,3007747,1302,3024364,1427,3041057,1568,3057584,1731,3074214,1921,3090892,2140,3107471,2399,3124049,2710,3140691,3083,3157297,3547,3173914,4130,3190531,4893,3207146,5917,3223762,7344,3240370,9530,3256990,13047,3273607,19225,3290221,32010,3306838,48627,3323455,1677,3068970,7402,3240950,2431,3125906,14588,3278792
mrj,28907,127677,404,63861,643,70226,1011,76612,1571,82999,2461,89379,2953,91929,3562,94484,4287,97037,5138,99590,6263,102142,6902,103420,7540,104696,8178,105972,8817,107250,9756,108526,11033,109803,12309,111079,13586,112356,14863,113633,16140,114910,16778,115548,17417,116187,18055,116825,18693,117463,19332,118102,19970,118740,20608,119378,21247,120017,21885,120655,22524,121294,23162,121932,23800,122570,24439,123209,25077,123847,25716,124486,26354,125124,26992,125762,27631,126401,28269,127039,28907,127677,141,49679,1520,82540,1445,81790,8672,106960
msa,428962,22269475,394,11136175,564,12253029,802,13362943,1146,14475488,1658,15588664,1932,16034499,2258,16479641,2655,16925750,3144,17370609,3759,17815938,4123,18038572,4535,18261431,5007,18484017,5553,18706366,6192,18929355,6939,19151752,7828,19374549,8903,19597164,10214,19819842,11843,20042552,12809,20153892,13900,20265278,15150,20376616,16592,20487957,18261,20599292,20216,20710624,22527,20821969,25296,20933327,28654,21044677,32808,21156006,38054,21267354,44793,21378700,53689,21490052,65788,21601397,82618,21712743,107655,21824086,146598,21935434,206268,22046781,317615,22158128,428962,22269475,13577,20233776,58261,21536871,21448,20772365,128688,21890114
mwl,89849,1440246,146,720701,279,792370,511,864336,882,936206,1487,1008209,1821,1037036,2230,1065826,2734,1094615,3365,1123398,4158,1152217,4633,1166618,5171,1181011,5783,1195408,6482,1209818,7287,1224216,8207,1238616,9274,1253023,10520,1267419,11995,1281819,13733,1296224,14762,1303428,15876,1310629,17076,1317829,18478,1325030,19918,1332230,21683,1339431,23483,1346631,25681,1353834,28081,1361034,30481,1368234,34080,1375435,37681,1382637,41282,1389839,46642,1397039,53843,1404240,61045,1411442,68246,1418643,75447,1425844,82648,1433045,89849,1440246,1420,1001698,11500,1277364,4492,1162532,26954,1357653
mya,297447,713281,14163,356643,23031,392305,36554,427970,54386,463634,83463,499297,97729,513563,111994,527828,126260,542094,140526,556360,154791,570625,161924,577758,169057,584891,176190,592024,183323,599157,190455,606289,197588,613422,204721,620555,211854,627688,218987,634821,226119,641953,229686,645520,233252,649086,236819,652653,240385,656219,243951,659785,247518,663352,251084,666918,254651,670485,258217,674051,261783,677617,265350,681184,268916,684750,272483,688317,276049,691883,279615,695449,283182,699016,286748,702582,290315,706149,293881,709715,297447,713281,486,158399,6984,308364,14872,360188,89234,505068
