file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
ful,2773,7945,159,3974,230,4372,324,4768,451,5167,632,5563,711,5721,791,5881,870,6039,1026,6198,1184,6356,1264,6436,1343,6515,1423,6595,1502,6674,1582,6754,1661,6833,1741,6913,1820,6992,1900,7072,1979,7151,2019,7191,2058,7230,2098,7270,2138,7310,2178,7350,2217,7389,2257,7429,2297,7469,2337,7509,2376,7548,2416,7588,2456,7628,2495,7667,2535,7707,2575,7747,2615,7787,2654,7826,2694,7866,2734,7906,2773,7945,3,926,106,3559,138,3827,831,5961
fur,24123,183546,88,91889,154,101058,265,110142,469,119314,818,128495,1019,132167,1263,135835,1565,139504,1936,143166,2402,146838,2681,148677,2987,150513,3351,152344,3735,154181,4194,156017,4678,157852,5290,159688,5901,161521,6711,163357,7629,165193,8088,166111,8546,167027,9005,167945,9464,168863,10358,169781,11275,170698,12193,171616,13111,172534,14028,173451,14946,174369,15864,175287,16782,176205,17699,177122,18617,178040,19535,178958,20453,179876,21370,180793,22288,181711,23206,182629,24123,183546,167,102416,1810,142032,1206,135037,7236,164407
gag,28095,98139,1185,49071,1710,53982,2421,58884,3389,63792,4760,68699,5414,70661,6192,72623,7174,74587,8155,76549,9137,78513,9627,79493,10430,80474,11412,81456,12393,82437,13375,83419,14356,84400,15337,85381,16319,86363,17300,87344,18282,88326,18772,88816,19263,89307,19754,89798,20244,90288,20735,90779,21226,91270,21716,91760,22207,92251,22698,92742,23189,93233,23679,93723,24170,94214,24661,94705,25151,95195,25642,95686,26133,96177,26623,96667,27114,97158,27605,97649,28095,98139,76,21228,1414,51428,1404,51328,8428,77095
gan,14606,35661,401,17835,922,19616,1763,21397,2655,23181,3908,24963,4621,25676,5335,26390,6048,27103,6761,27816,7474,28529,7831,28886,8188,29243,8544,29599,8901,29956,9257,30312,9614,30669,9971,31026,10327,31382,10684,31739,11040,32095,11219,32274,11397,32452,11575,32630,11754,32809,11932,32987,12110,33165,12289,33344,12467,33522,12645,33700,12823,33878,13002,34057,13180,34235,13358,34413,13537,34592,13715,34770,13893,34948,14072,35127,14250,35305,14428,35483,14606,35661,10,12889,156,16264,730,19040,4381,25436
gaz,47999,300144,461,150092,700,165131,1053,180099,1610,195107,2502,210110,2994,216109,3594,222113,4337,228114,5262,234117,6391,240118,7069,243118,7820,246122,8633,249121,9633,252121,10634,255124,11809,258124,13310,261126,14811,264128,16312,267130,17985,270130,19486,271631,20987,273132,22487,274632,23988,276133,25489,277634,26989,279134,28490,280635,29991,282136,31492,283637,32992,285137,34493,286638,35994,288139,37494,289639,38995,291140,40496,292641,41997,294142,43497,295642,44998,297143,46499,298644,47999,300144,345,139870,3451,220826,2399,208678,14399,263304
gla,22217,190623,82,95464,129,104915,208,114413,340,123955,572,133444,712,137259,889,141078,1112,144879,1395,148694,1751,152500,1966,154412,2209,156314,2485,158219,2803,160127,3173,162032,3592,163937,4069,165845,4656,167750,5291,169655,6062,171562,6538,172514,7015,173468,7492,174422,7968,175374,8445,176328,8921,177280,9827,178233,10780,179186,11733,180139,12686,181092,13639,182045,14593,182999,15546,183952,16499,184905,17452,185858,18405,186811,19358,187764,20311,188717,21264,189670,22217,190623,197,113358,1744,152437,1110,144849,6665,172768
gle,850629,22124839,125,11063941,223,12173457,406,13277886,723,14381487,1266,15488775,1584,15930060,1990,16372981,2509,16815518,3198,17257406,4132,17700188,4724,17921366,5438,18142469,6300,18363662,7359,18585031,8672,18806154,10317,19027375,12402,19248627,15058,19469877,18523,19691141,23147,19912372,26054,20022989,29481,20133609,33568,20244233,38483,20354860,44466,20465490,51776,20576104,60924,20686731,72420,20797355,87164,20907973,106283,21018598,131238,21129223,163709,21239848,206706,21350470,262018,21461094,317331,21571720,408133,21682343,518757,21792967,629381,21903591,740005,22014215,850629,22124839,11904,19200367,66836,20747099,42531,20432005,255188,21447434
glg,441850,18996519,228,9501312,422,10451791,732,11399448,1231,12349187,2030,13298039,2469,13677704,3010,14057606,3677,14437739,4518,14817597,5597,15197401,6251,15387351,6997,15577341,7849,15767230,8830,15957183,9965,16147129,11293,16337039,12863,16527053,14752,16717002,17044,16906906,19868,17096902,21531,17191877,23405,17286864,25525,17381851,27940,17476813,30721,17571810,33935,17666789,37679,17761765,42093,17856741,47336,17951726,53661,18046696,61426,18141677,71096,18236661,83438,18331646,99530,18426628,120996,18521607,150348,18616591,193178,18711572,251885,18806554,346868,18901537,441850,18996519,13883,16634132,67484,18204153,22092,17221522,132555,18563212
glk,573598,20773152,284,10391661,445,11425879,680,12467347,1024,13504059,1555,14541906,1845,14957058,2198,15372802,2628,15787743,3171,16203171,3870,16618688,4296,16826697,4780,17033999,5342,17241931,5997,17449531,6776,17657389,7705,17865028,8833,18072699,10215,18280416,11937,18488202,14131,18695855,15462,18799759,16998,18903588,18775,19007442,20855,19111306,23321,19215199,26264,19319061,29827,19422906,34215,19526779,39709,19630635,46727,19734499,55869,19838361,68056,19942231,84806,20046093,108299,20149959,141260,20253824,191339,20357690,262001,20461555,365867,20565421,469733,20669287,573598,20773152,12556,18552268,57465,19854321,28679,19391620,172079,20319170
glv,27609,352599,87,176561,134,194176,205,211690,321,229216,514,246855,623,253910,752,260925,913,268010,1113,275042,1370,282083,1525,285621,1703,289147,1911,292673,2149,296184,2426,299720,2747,303245,3124,306765,3572,310288,4110,313815,4758,317344,5110,319104,5544,320866,5985,322630,6498,324393,7086,326157,7673,327918,8367,329682,9248,331444,10130,333208,11011,334970,11893,336734,13506,338496,15269,340259,17032,342022,18795,343785,20558,345548,22321,347311,24084,349074,25847,350837,27609,352599,377,235415,2874,304515,1380,282323,8282,329512
gom,106592,759116,994,379574,1462,417561,2146,455473,3173,493438,4804,531396,5702,546565,6792,561753,8135,576930,9799,592114,11857,607296,13105,614889,14497,622480,16015,630070,17863,637658,19761,645250,22239,652841,24769,660431,27848,668023,31644,675615,35439,683205,37337,687001,39235,690797,42068,694592,45863,698387,49659,702183,53454,705978,57250,709774,61046,713570,64841,717365,68637,721161,72432,724956,76228,728752,80023,732547,83819,736343,87615,740139,91410,743934,95206,747730,99001,751525,102797,755321,106592,759116,979,378094,8644,582020,5329,540635,31977,676281
gor,11968,69770,158,34912,243,38393,370,41877,560,45364,856,48847,1018,50235,1210,51636,1438,53026,1714,54425,2049,55818,2223,56514,2443,57214,2675,57910,2908,58609,3179,59306,3528,60004,3876,60700,4225,61398,4574,62096,4991,62793,5340,63142,5689,63491,6038,63840,6387,64189,6736,64538,7085,64887,7433,65235,7782,65584,8131,65933,8480,66282,8829,66631,9178,66980,9527,67329,9875,67677,10224,68026,10573,68375,10922,68724,11271,69073,11620,69422,11968,69770,72,29082,849,48784,598,45903,3590,60128
grn,36062,195465,407,97758,628,107540,964,117296,1483,127067,2287,136828,2722,140735,3248,144649,3889,148555,4696,152464,5673,156372,6293,158328,6945,160284,7596,162237,8521,164191,9499,166147,10476,168101,11453,170055,12607,172010,14561,173964,16516,175919,17493,176896,18471,177874,19448,178851,20425,179828,21403,180806,22380,181783,23357,182760,24335,183738,25312,184715,26289,185692,27267,186670,28244,187647,29221,188624,30199,189602,31176,190579,32153,191556,33131,192534,34108,193511,35085,194488,36062,195465,218,83820,2360,137558,1803,131462,10818,168785
gsw,382972,3682463,292,1841361,568,2025764,1077,2209572,2049,2393620,3947,2577793,5132,2651420,6705,2725049,8825,2798681,11710,2872340,15674,2945971,18200,2982800,21177,3019620,24699,3056448,28875,3093270,33825,3130098,39707,3166921,46747,3203743,55266,3240570,65330,3277394,77605,3314219,83742,3332630,92790,3351042,101996,3369454,111202,3387866,120409,3406280,129615,3424692,143612,3443103,162025,3461516,180437,3479928,198849,3498340,217262,3516753,235674,3535165,254086,3553577,272499,3571990,290911,3590402,309323,3608814,327736,3627227,346148,3645639,364560,3664051,382972,3682463,2835,2484543,25063,3060088,19148,2995124,114891,3395244
guj,919218,29134599,789,14567598,1216,16024062,1860,17481290,2857,18938383,4460,20394598,5363,20977354,6477,21559778,7866,22142412,9615,22725059,11859,23307874,13220,23599120,14785,23890432,16606,24181789,18723,24473176,21202,24764422,24132,25055764,27630,25347145,31845,25638481,36993,25929832,43425,26221142,47261,26366837,51606,26512491,56559,26658167,62249,26803842,68826,26949520,76499,27095194,85544,27240863,96320,27386526,109354,27532204,125228,27677875,144838,27823544,169812,27969216,201975,28114890,244058,28260562,300119,28406235,372956,28551909,482200,28697581,627873,28843254,773546,28988927,919218,29134599,22622,24911783,114245,27581114,45960,26319363,275765,28355683
hak,9916,38241,383,19129,545,21036,763,22949,1057,24860,1471,26772,1663,27535,1918,28300,2173,29065,2529,29829,2911,30593,3103,30977,3294,31359,3485,31741,3798,32123,4180,32505,4563,32888,4945,33270,5328,33653,5710,34035,6092,34417,6284,34609,6475,34800,6666,34991,6857,35182,7048,35373,7240,35565,7431,35756,7622,35947,7813,36138,8004,36329,8196,36521,8387,36712,8578,36903,8769,37094,8960,37285,9152,37477,9343,37668,9534,37859,9725,38050,9916,38241,27,8586,583,21416,495,20503,2974,30719
hat,29695,407268,52,203971,88,224385,152,244409,263,264771,444,285102,541,293271,657,301410,800,309560,978,317702,1202,325822,1338,329904,1493,333978,1669,338039,1875,342116,2115,346187,2398,350256,2735,354327,3148,358404,3639,362469,4251,366544,4590,368578,4995,370614,5425,372652,5934,374688,6477,376723,7156,378760,7835,380797,8690,382832,9709,384870,10727,386906,11745,388942,13405,390978,15441,393014,17477,395050,19514,397087,21550,399123,23586,401159,25623,403196,27659,405232,29695,407268,409,281739,3030,357342,1484,333753,8908,383268
hau,66946,1832457,109,916757,161,1008515,237,1099886,359,1191618,540,1282949,640,1319519,763,1356172,912,1392873,1094,1429397,1324,1466100,1459,1484325,1612,1502727,1787,1521024,1989,1539292,2224,1557618,2496,1575927,2819,1594278,3203,1612572,3671,1630891,4257,1649217,4606,1658376,4999,1667556,5444,1676710,5954,1685873,6536,1695025,7221,1704195,8019,1713355,8969,1722514,10086,1731677,11467,1740839,13137,1749997,15218,1759161,17837,1768322,20970,1777485,25551,1786647,30297,1795808,39460,1804971,48622,1814133,57784,1823295,66946,1832457,1757,1518084,8591,1719112,3347,1618636,20083,1775060
haw,5200,57535,22,28793,30,31776,42,34634,61,37485,88,40315,102,41472,118,42599,138,43773,163,44904,198,46037,221,46618,248,47193,280,47761,318,48338,361,48911,413,49486,477,50061,555,50634,657,51208,787,51785,859,52070,955,52358,1051,52646,1153,52933,1297,53221,1441,53509,1585,53797,1748,54083,2036,54371,2324,54659,2611,54946,2899,55234,3187,55522,3474,55809,3762,56097,4050,56385,4337,56672,4625,56960,4913,57248,5200,57535,80,39565,431,49666,260,47417,1560,53747
hbs,1299491,57278581,667,28645151,1159,31507870,1962,34368467,3247,37232335,5338,40095779,6533,41240646,8018,42386454,9853,43532093,12154,44677716,15057,45823073,16798,46395816,18785,46968565,21060,47541398,23683,48114065,26724,48686951,30276,49259691,34461,49832475,39426,50405254,45414,50977998,52718,51550741,57011,51837161,61829,52123558,67245,52409949,73373,52696311,80383,52982699,88458,53269108,97847,53555498,108895,53841877,122033,54128266,137866,54414660,157331,54701050,181548,54987446,212924,55273834,254312,55560224,311002,55846619,393517,56133011,518585,56419403,726706,56705796,1013099,56992189,1299491,57278581,41109,50577569,192565,55097616,64974,52294056,389847,56122001
heb,3610715,313418593,2339,156724539,3433,172388892,4992,188054734,7236,203723844,10516,219394654,12256,225662240,14324,231932322,16805,238200317,19826,244468202,23572,250736362,25781,253869291,28269,257003343,31086,260138191,34298,263272102,37977,266406484,42228,269539991,47196,272674484,53035,275808420,60009,278942824,68456,282076804,73378,283643954,78868,285211113,85041,286778168,92007,288345279,99936,289912341,109068,291479401,119676,293046442,132154,294613512,147045,296180642,165072,297747729,187340,299314800,215575,300881880,252467,302448972,302738,304016060,375149,305583133,487787,307150231,683080,308717319,1074652,310284408,2043623,311851501,3610715,313418593,144008,295883914,526407,307547132,180535,298872291,1083214,310310094
hif,23645,180557,57,90354,93,99343,160,108372,282,117381,513,126416,653,130015,835,133614,1073,137235,1383,140838,1795,144451,2047,146254,2341,148059,2687,149864,3072,151669,3524,153477,4040,155280,4642,157086,5258,158892,6160,160696,7063,162502,7515,163406,7966,164308,8417,165210,9201,166113,10104,167016,11007,167919,11909,168821,12812,169724,13715,170627,14618,171530,15520,172432,16423,173335,17326,174238,18229,175141,19132,176044,20034,176946,20937,177849,21840,178752,22743,179655,23645,180557,167,109090,1462,141628,1182,138615,7093,162562
hin,2542295,401847054,188,200990210,300,221056116,463,241140523,712,261201109,1097,281314425,1308,289350791,1565,297394175,1880,305418276,2269,313449146,2757,321491705,3047,325505361,3375,329518197,3752,333537268,4186,337551961,4689,341577288,5275,345590404,5968,349611961,6802,353628249,7814,357645206,9057,361664408,9790,363672373,10614,365680933,11551,367691088,12623,369700614,13856,371709291,15297,373718944,16984,375727814,19009,377736912,21468,379746177,24529,381755038,28440,383764205,33614,385773462,40708,387782506,50995,389791802,66885,391800951,94086,393810122,148278,395819371,283879,397828588,774563,399837820,2542295,401847054,67085,391820951,272689,397727878,127114,395207703,762688,399814070
hrv,6042547,906778351,846,453484155,1405,498786808,2272,544104242,3600,589413938,5688,634757990,6853,652890014,8270,671026864,10005,689155080,12146,707291293,14815,725423248,16407,734493035,18208,743558963,20249,752629431,22587,761695963,25285,770762965,28428,779831471,32118,788898678,36489,797965345,41732,807034266,48115,816101305,51846,820634548,56026,825169079,60735,829702578,66067,834236507,72140,838770112,79123,843304368,87221,847837760,96738,852371678,108078,856905732,121768,861439574,138670,865973360,160074,870507403,188089,875041129,226415,879575014,282003,884108896,369492,888642820,526370,893176687,874953,897710568,2017107,902244461,6042547,906778351,226783,879611814,808169,897124421,302127,885367145,1812764,901835775
hsb,394996,7656876,563,3828933,958,4211983,1618,4594380,2681,4977178,4438,5359958,5437,5513064,6667,5666150,8184,5819301,10076,5972371,12470,6125511,13905,6202081,15539,6278659,17400,6355209,19538,6431780,22012,6508347,24890,6584926,28278,6661494,32293,6738061,37121,6814626,42998,6891194,46393,6929477,50163,6967759,54378,7006047,59124,7044330,64506,7082617,70627,7120895,77597,7159183,85320,7197465,94891,7235749,105768,7274034,118529,7312317,133873,7350601,153016,7388887,172158,7427171,203575,7465455,241859,7503739,280143,7542023,318428,7580308,356712,7618592,394996,7656876,7502,5754388,50516,6971289,19749,6438743,118498,7312224
hun,14419929,1017476472,1021,508818365,1766,559652775,3026,610510360,5144,661364192,8853,712241881,11053,732590037,13839,752936994,17406,773282576,22045,793633381,28172,813982866,31975,824157068,36412,834330941,41623,844506075,47776,854680828,55109,864855202,63937,875030452,74657,885204681,87855,895379465,104356,905554162,125449,915729065,138256,920816294,152976,925903593,170040,930991091,189971,936078391,213447,941165867,241392,946253197,275038,951340604,316191,956427938,367407,961515349,432361,966602654,516681,971690059,629220,976777427,784740,981864816,1009701,986952186,1354644,992039566,1923798,997126946,2944673,1002214328,4986966,1007301709,9332547,1012389090,14419929,1017476472,340614,958998607,1555746,994173775,720996,979987550,4325978,1005979733
hye,1693838,47001589,1109,23504777,1765,25852851,2767,28201966,4369,30551813,6967,32901456,8435,33841248,10271,34781432,12575,35721408,15520,36661297,19338,37601393,21683,38071297,24392,38541322,27543,39011356,31257,39481355,35667,39951360,40985,40421437,47458,40891386,55419,41361415,65371,41831440,78051,42301446,85729,42536463,94535,42771450,104662,43006455,116426,43241472,130238,43476485,146537,43711490,165992,43946492,189388,44181497,217570,44416508,252981,44651514,296532,44886520,351519,45121527,421948,45356536,510577,45591542,628081,45826550,753807,46061558,988815,46296566,1223823,46531574,1458831,46766582,1693838,47001589,35139,39899361,184382,44136443,84691,42506361,508151,45586690
ibo,27468,360541,83,180620,123,198448,188,216453,294,234396,459,252430,556,259620,678,266842,832,274016,1030,281241,1281,288433,1435,292060,1615,295654,1825,299260,2069,302868,2354,306470,2684,310068,3069,313671,3526,317277,4075,320885,4727,324490,5087,326290,5535,328095,5986,329899,6485,331699,7086,333502,7687,335305,8396,337106,9298,338910,10199,340712,11100,342514,12002,344318,13047,346120,14850,347923,16652,349725,18455,351528,20258,353331,22060,355133,23863,356936,25666,358739,27468,360541,402,247236,2822,311448,1373,290669,8240,336794
ido,76188,2462919,22,1235389,30,1366401,39,1484112,51,1604185,69,1729254,77,1779097,85,1823262,97,1872271,117,1922251,157,1970367,191,1995303,238,2019899,303,2044442,390,2069086,505,2093566,656,2118160,853,2142797,1118,2167376,1481,2192055,1957,2216652,2252,2228967,2596,2241271,3004,2253595,3483,2265898,4049,2278215,4719,2290526,5529,2302839,6511,2315150,7728,2327459,9231,2339774,11122,2352093,13469,2364405,16462,2376720,20357,2389034,25483,2401347,31640,2413661,39245,2425976,51559,2438290,63874,2450605,76188,2462919,921,2149871,7466,2325101,3809,2273249,22856,2396093
ile,20838,171658,45,85944,75,94536,130,103019,230,111620,418,120189,539,123609,698,127030,915,130466,1202,133896,1584,137329,1818,139044,2088,140760,2393,142478,2736,144193,3137,145911,3566,147627,4093,149345,4665,151061,5237,152777,6065,154494,6494,155352,6923,156210,7352,157068,7781,157926,8210,158784,8822,159642,9681,160501,10539,161359,11397,162217,12256,163076,13114,163934,13972,164792,14830,165650,15689,166509,16547,167367,17405,168225,18264,169084,19122,169942,19980,170800,20838,171658,156,105896,1324,135116,1041,132067,6251,154866
ilo,89602,930665,39,466465,87,512073,193,558613,402,605075,805,651500,1054,670125,1387,688731,1838,707308,2457,725929,3305,744535,3842,753847,4465,763158,5200,772463,6075,781761,7117,791066,8364,800378,9853,809680,11656,818990,13857,828294,16539,837601,18090,842254,19641,846907,21553,851560,23879,856212,26206,860866,28533,865520,30859,870172,33763,874826,38416,879479,43069,884132,47723,888786,52376,893439,57029,898092,61683,902746,66336,907399,70989,912052,75643,916706,80296,921359,84949,926012,89602,930665,687,640558,6230,783311,4480,763368,26880,862214
ina,46432,547423,116,273979,221,301130,406,328498,707,355872,1186,383211,1443,394153,1747,405124,2110,416066,2553,426996,3101,437944,3427,443425,3792,448894,4201,454362,4668,459845,5196,465317,5796,470790,6501,476263,7329,481733,8305,487210,9445,492682,10129,495418,10814,498158,11622,500894,12534,503630,13447,506369,14389,509104,15758,511842,17126,514578,18495,517316,19863,520052,21798,522789,24536,525527,27273,528264,30010,531001,32747,533738,35484,536475,38221,539212,40958,541949,43695,544686,46432,547423,491,337598,5292,466277,2321,421556,13929,507815
ind,7824806,1882874475,438,941577894,633,1035646511,906,1130001392,1293,1223892336,1854,1318073482,2155,1355764378,2517,1393399439,2954,1430996667,3491,1468666010,4149,1506300078,4541,1525128325,4989,1543992738,5501,1562815552,6089,1581629767,6768,1600445999,7555,1619272440,8488,1638117311,9605,1656935523,10963,1675758714,12638,1694588696,13630,1704003966,14740,1713422093,15999,1722836487,17440,1732250498,19099,1741659862,21034,1751073823,23324,1760489809,26077,1769903087,29446,1779317588,33644,1788731747,39037,1798145806,46215,1807560031,56155,1816974509,70776,1826388609,93883,1835802931,134046,1845217127,215689,1854631406,428989,1864045745,1338920,1873460103,7824806,1882874475,186204,1852037273,818458,1870050402,391240,1862999288,2347441,1876547149
inh,6834,18641,374,9326,543,10256,774,11186,1096,12117,1562,13049,1749,13423,1988,13795,2361,14168,2733,14540,3106,14913,3293,15100,3479,15286,3666,15473,3852,15659,4038,15845,4225,16032,4411,16218,4598,16405,4784,16591,4970,16777,5064,16871,5157,16964,5250,17057,5343,17150,5436,17243,5530,17337,5623,17430,5716,17523,5809,17616,5902,17709,5996,17803,6089,17896,6182,17989,6275,18082,6368,18175,6462,18269,6555,18362,6648,18455,6741,18548,6834,18641,12,2571,246,8319,341,9095,2050,13857
isl,9637177,1186781061,245,593482143,437,652868447,767,712080669,1325,771481182,2266,830779002,2817,854486444,3518,878219764,4437,901969687,5658,925699160,7309,949425145,8340,961293313,9556,973166163,10996,985032231,12707,996901093,14750,1008764434,17231,1020635350,20262,1032502545,24017,1044370055,28760,1056236546,34860,1068104552,38568,1074037747,42825,1079971693,47747,1085905460,53493,1091839507,60251,1097772584,68294,1103706539,77957,1109640745,89741,1115574637,104311,1121508200,122747,1127442035,146634,1133375930,178543,1139309834,222835,1145243742,287277,1151177648,387588,1157111574,558360,1163045453,891314,1168979351,1678108,1174913252,3913548,1180847157,9637177,1186781061,241371,1147206588,1058150,1170790891,481858,1160806305,2891153,1178802367
ita,7215424,2231863043,227,1116154308,400,1228024764,676,1339132283,1112,1450763669,1796,1562309022,2178,1606963301,2643,1651623130,3210,1696232374,3926,1740894880,4828,1785496667,5367,1807842495,5981,1830149900,6678,1852470454,7480,1874775482,8413,1897090018,9499,1919420129,10777,1941732127,12305,1964040696,14152,1986365806,16423,2008684379,17759,2019840973,19260,2031000034,20958,2042155506,22891,2053317382,25106,2064473668,27664,2075634795,30647,2086792932,34166,2097953723,38369,2109112230,43454,2120270098,49753,2131429502,57778,2142589367,68250,2153747913,82504,2164907305,103095,2176066868,135373,2187225904,193175,2198385149,325847,2209544429,853214,2220703731,7215424,2231863043,229721,2202669648,834793,2220537942,360771,2211182699,2164627,2226187023
jav,177551,2586838,625,1293489,943,1423062,1409,1552194,2113,1681482,3214,1810797,3835,1862591,4603,1914286,5554,1965999,6744,2017735,8248,2069491,9155,2095363,10195,2121222,11387,2147085,12761,2172945,14357,2198823,16209,2224681,18363,2250555,20877,2276423,23900,2302291,27459,2328161,29589,2341092,31839,2354023,34426,2366958,37229,2379893,40463,2392829,43821,2405761,48132,2418694,52444,2431630,57573,2444562,64041,2457498,70508,2470432,76975,2483366,87012,2496299,99946,2509233,112881,2522168,125815,2535102,138749,2548036,151683,2560970,164617,2573904,177551,2586838,3030,1793133,20743,2275217,8877,2087785,53265,2434093
kaa,28778,127681,551,63851,856,70239,1311,76609,1994,82994,3001,89381,3526,91931,4165,94487,4907,97038,5759,99594,6793,102146,7431,103422,8070,104700,8708,105976,9347,107254,9985,108530,10903,109806,12180,111083,13457,112360,14734,113637,16010,114913,16649,115552,17287,116190,17926,116829,18564,117467,19202,118105,19841,118744,20479,119382,21118,120021,21756,120659,22394,121297,23033,121936,23671,122574,24310,123213,24948,123851,25586,124489,26225,125128,26863,125766,27502,126405,28140,127043,28778,127681,123,43820,1600,79622,1438,78002,8633,105826
kab,43876,296915,168,148608,284,163387,486,178170,858,192999,1497,207846,1865,213782,2332,219725,2920,225664,3661,231598,4597,237535,5179,240506,5805,243474,6547,246442,7342,249409,8332,252379,9322,255349,10550,258318,12034,261286,13519,264256,15003,267224,15746,268710,17154,270193,18639,271678,20123,273162,21608,274647,23092,276131,24577,277616,26062,279101,27546,280585,29031,282070,30515,283554,32000,285039,33484,286523,34969,288008,36454,289493,37938,290977,39423,292462,40907,293946,42392,295431,43876,296915,285,163487,2789,224485,2193,218088,13162,263542
kal,120769,461538,1324,230774,2197,253848,3691,276930,6296,300003,10825,323080,13423,332308,16500,341539,20610,350770,25225,360000,29841,369232,33077,373846,37693,378462,42308,383077,46923,387692,51539,392308,56154,396923,60770,401539,65385,406154,70000,410769,74616,415385,76923,417692,79231,420000,81539,422308,83846,424615,86154,426923,88462,429231,90770,431539,93077,433846,95385,436154,97693,438462,100000,440769,102308,443077,104616,445385,106923,447692,109231,450000,111539,452308,113846,454615,116154,456923,118462,459231,120769,461538,442,180094,4594,286548,6038,298197,36230,376999
kan,1150930,9264596,4073,4632410,6282,5095638,9701,5558804,15112,6022004,24102,6485255,29360,6670516,36039,6855809,44625,7041096,55801,7226386,70689,7411678,79979,7504326,90882,7596972,103614,7689617,118670,7782264,136678,7874908,158269,7967555,183270,8060201,214152,8152847,250766,8245492,297089,8338138,320250,8384460,343412,8430784,366573,8477106,409763,8523429,456086,8569752,502409,8616075,548732,8662398,595055,8708721,641378,8755044,687701,8801367,734024,8847690,780347,8894013,826670,8940336,872993,8986659,919316,9032982,965639,9079305,1011962,9125628,1058285,9171951,1104608,9218274,1150930,9264596,10596,5651874,78182,7488153,57546,7250816,345279,8434518
kas,2433,4939,307,2472,423,2718,546,2964,705,3211,952,3458,1051,3557,1149,3655,1248,3754,1347,3853,1446,3952,1495,4001,1544,4050,1594,4100,1643,4149,1693,4199,1742,4248,1791,4297,1841,4347,1890,4396,1940,4446,1964,4470,1989,4495,2014,4520,2038,4544,2063,4569,2088,4594,2112,4618,2137,4643,2162,4668,2187,4693,2211,4717,2236,4742,2261,4767,2285,4791,2310,4816,2335,4841,2359,4865,2384,4890,2409,4915,2433,4939,1,110,54,1317,121,1789,729,3235
kat,10295967,648694484,1920,324355374,2925,356791757,4410,389225014,6666,421652992,10237,454092105,12230,467061561,14685,480037624,17745,493008388,21628,505982786,26635,518955731,29698,525442658,33232,531930295,37322,538416930,42117,544903669,47754,551390783,54465,557877878,62555,564364425,72460,570851429,84783,577338250,100463,583825341,109978,587068603,120888,590312256,133515,593555570,148273,596799084,165677,600042410,186487,603285873,211729,606529396,242808,609772899,281698,613016290,331470,616259771,396888,619503259,485580,622746713,610362,625990178,794547,629233652,1083066,632477123,1566288,635720598,2433740,638964068,3950546,642207541,7052495,645451012,10295967,648694484,233823,608904925,1037144,632063825,514798,623618389,3088790,640484029
kaz,3667931,213213403,1675,106623054,2411,117269162,3455,127931200,4993,138591771,7350,149251985,8640,153514680,10205,157778702,12142,162043996,14540,166307780,17576,170571282,19404,172703434,21490,174835064,23894,176967337,26685,179099626,29940,181231785,33776,183363722,38355,185495965,43902,187627998,50722,189760002,59258,191892275,64356,192958252,70137,194024288,76767,195090275,84428,196156442,93382,197222450,103944,198288496,116549,199354590,131802,200420616,150550,201486670,174062,202552760,204272,203618800,244206,204684873,298776,205750940,376567,206817002,493082,207883069,677678,208949137,991465,210015204,1535797,211081269,2601864,212147336,3667931,213213403,99471,197859042,421263,207283306,183396,202912889,1100379,210255336
kbd,30819,89065,1413,44534,2062,48990,2994,53442,4345,57893,6305,62346,7196,64128,8087,65910,9444,67690,11225,69471,13006,71252,13897,72143,14788,73034,15678,73924,16569,74815,17460,75706,18350,76596,19241,77487,20132,78378,21022,79268,21913,80159,22358,80604,22804,81050,23249,81495,23694,81940,24140,82386,24585,82831,25030,83276,25476,83722,25921,84167,26366,84612,26812,85058,27257,85503,27702,85948,28148,86394,28593,86839,29038,87284,29484,87730,29929,88175,30374,88620,30819,89065,61,15525,1219,42816,1540,45550,9245,67491
