lng_shortcut,file_name,total_tokens,total_tokens_after_ignoring,total_types(rows),ignored_word_count,avg_deleted_punc_per_token,new_types_from_previous_file
mmm,mmm_leipzig.csv,150,150,2,0,0.0,2
