lang,language,family,genus,macroarea,lat,lon,countries,n_words_segment_true,has_freq_segment_true,avg_levenshtein_segment_true,levenshtein_score_segment_true,avg_loss_segment_true,word_accuracy_segment_true,n_correct_segment_true,n_words_segment_universal,avg_levenshtein_segment_universal,levenshtein_score_segment_universal,word_accuracy_segment_universal,n_correct_segment_universal,n_words_root_true,has_freq_root_true,avg_levenshtein_root_true,levenshtein_score_root_true,avg_loss_root_true,word_accuracy_root_true,n_correct_root_true,n_words_root_universal,avg_levenshtein_root_universal,levenshtein_score_root_universal,word_accuracy_root_universal,n_correct_root_universal,original_distinct_words_results,original_total_frequency_results,word_count_results,morph_count_results,word_total_frequency_results,morph_total_frequency_results,word_ttr_results,morph_ttr_results,word_hapax_count_results,morph_hapax_count_results,word_hapax_ratio_results,morph_hapax_ratio_results,word_freq_hapax_count_results,morph_freq_hapax_count_results,word_freq_hapax_ratio_results,morph_freq_hapax_ratio_results,word_avg_length_results,morph_avg_length_results,word_avg_length_weighted_results,morph_avg_length_weighted_results,word_frequency_entropy_results,morph_frequency_entropy_results,word_frequency_perplexity_results,morph_frequency_perplexity_results,avg_root_count_results,avg_prefix_count_results,avg_suffix_count_results,avg_interfix_count_results,avg_root_count_weighted_results,avg_prefix_count_weighted_results,avg_suffix_count_weighted_results,avg_interfix_count_weighted_results,cutoff_word_pct_results,distinct_words_statistics,total_frequency_statistics,cutoff_95_words_statistics,cutoff_95_pct_vocab_statistics,cutoff_95_last_freq_statistics,cutoff_99_words_statistics,cutoff_99_pct_vocab_statistics,cutoff_99_last_freq_statistics
est,Estonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299877.0,62799112.0,73539.0,26181.0,59659186.0,123434892.0,0.0012326517495562,0.0002121037218552,73539.0,15697.0,1.0,0.5995569305985257,0.0,0.0,0.0,0.0,8.93713539754416,5.853939880065696,5.96567623299453,2.883361278430089,12.326980857188593,9.13195274283845,5137.9632547320525,561.0372466897581,1.1270618311372198,0.2051156529188594,1.6144766722419397,0.0705340023660914,1.0510923162779997,0.0731655641429636,0.9262190402664896,0.0185374302626254,24.523054452325454,299877.0,62799112.0,73539.0,24.52,47.0,198102.0,66.06,9.0
eus,Basque,Basque,Basque,Eurasia,43.0,-3.83333333333,Spain,,,,,,,,,,,,,,,,,,,,,,,,,122031.0,14285705.0,43985.0,17069.0,13571421.0,32712353.0,0.0032410018081378,0.00052179065199,43985.0,10279.0,1.0,0.6022028238326791,0.0,0.0,0.0,0.0,8.670092076844378,5.7073056418067845,6.307953382331887,2.6169897041646624,11.90376705181288,8.222198142630562,3831.6951033993714,298.62644980508526,1.0726383994543591,0.260816187336592,1.657906104353757,0.0256905763328407,1.0449848250967972,0.1239694060039844,1.2305255286089791,0.0109088060859655,36.04411993673738,122031.0,14285705.0,43985.0,36.04,20.0,95302.0,78.1,6.0
ewe,Ewe,Niger-Congo,Gbe,Africa,6.0,1.0,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,2921.0,168141.0,1624.0,1403.0,159734.0,219207.0,0.0101669024753652,0.0064003430547382,1624.0,1127.0,1.0,0.8032786885245902,0.0,0.0,0.0,0.0,5.073891625615763,4.033499643620813,3.4002090976248014,2.477699161066937,8.277248893531404,7.6234735852702356,310.2417193082701,197.1942378084394,1.0246305418719213,0.0381773399014778,0.7432266009852216,0.0055418719211822,1.0060037312031251,0.0189189527589617,0.3460753502698235,0.0013272064807742,55.597398151318046,2921.0,168141.0,1624.0,55.6,10.0,2585.0,88.5,5.0
ext,Extremaduran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.0,305384.0,2987.0,2287.0,290119.0,457655.0,0.0102957751819081,0.0049972140586249,2987.0,1681.0,1.0,0.735024048972453,0.0,0.0,0.0,0.0,6.448275862068965,4.821600349803235,3.9422133676181152,2.499068075296894,8.624066395836424,7.331509438334637,394.550565102037,161.0661413450122,1.02979578172079,0.0980917308336123,0.959156344158018,0.0056913290927351,1.009565040552325,0.0312940551980394,0.5353423939831586,0.0012718918788497,58.30568026546945,5123.0,305384.0,2987.0,58.31,12.0,4513.0,88.09,5.0
fao,Faroese,Indo-European,Germanic,Eurasia,62.0,-7.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,14898.0,1097577.0,7127.0,4511.0,1042699.0,1635919.0,0.0068351460968122,0.0027574714885027,7127.0,3009.0,1.0,0.6670361338949236,0.0,0.0,0.0,0.0,7.053879612740284,5.058301928618931,4.440442543821371,2.8302409838139906,9.45576171785517,8.18996576692323,702.2114537082576,292.02858176219075,1.0858706328048269,0.0975164866002525,0.9384032552266032,0.0303072821664094,1.027179464063934,0.029103317448276,0.5054430856843634,0.0072178068646848,47.83863605853135,14898.0,1097577.0,7127.0,47.84,12.0,12703.0,85.27,5.0
fas,Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314819.0,942728613.0,40698.0,28318.0,895592284.0,1254702218.0,4.544255318751719e-05,2.256949863780348e-05,40698.0,22214.0,1.0,0.7844480542411187,0.0,0.0,0.0,0.0,5.859624551575016,5.284730560067802,3.942917794276128,2.8144102260605077,11.05037272354686,9.111519149971054,2120.7703991155813,553.1470113051394,1.0271020688977346,0.003218831392206,0.5548184185955084,0.0001228561600078,1.0048912502689673,0.0003716166451474,0.3957049120802832,7.017702265063284e-06,0.7657457384719969,5314819.0,942728613.0,40698.0,0.77,765.0,504124.0,9.49,12.0
fij,Fijian,Austronesian,Oceanic,Papunesia,-17.8333333333,178.0,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,945.0,46698.0,555.0,561.0,44369.0,68771.0,0.0125087335752439,0.0081575082520248,555.0,455.0,1.0,0.8110516934046346,0.0,0.0,0.0,0.0,5.967567567567568,4.040998217468806,3.468052018301066,2.2374838231231187,6.590450631439791,6.072869935777787,96.36588739573826,67.31564484446753,1.055855855855856,0.0702702702702702,1.0918918918918918,0.0324324324324324,1.0137708760621154,0.0138384908381978,0.5154725145935225,0.0068967071604047,58.730158730158735,945.0,46698.0,555.0,58.73,8.0,852.0,90.16,5.0
fin,Finnish,Uralic,Finnic,Eurasia,62.0,25.0,Finland,,,,,,,,,,,,,,,,,,,,,,,,,1763011.0,432820403.0,319451.0,78278.0,411179410.0,1074084509.0,0.0007769139023765,7.28788092036434e-05,319447.0,47045.0,0.9999874785178322,0.6009990035514449,0.0,0.0,0.0,0.0,10.733780767629463,6.28750095812361,7.08149532584815,2.7109273484550367,13.61624980170835,8.970855603580647,12557.396830890237,501.760677933574,1.1473786687368526,0.431496043273565,2.124959305819894,0.1074827206250626,1.0652547290731311,0.1501378923618767,1.3647348416595082,0.0320774160359829,18.11962602615639,1763011.0,432820403.0,319456.0,18.12,60.0,1078855.0,61.19,9.0
fra,French,Indo-European,Romance,Eurasia,48.0,2.0,Switzerland; France,200.0,True,0.625,0.6311,0.3429,0.505,101.0,200.0,1.045,0.4479,0.305,61.0,200.0,True,0.01,0.99,0.0401,0.99,198.0,200.0,0.04,0.975,0.96,192.0,951145.0,1638019359.0,33857.0,17043.0,1556119293.0,2775440507.0,2.175732937204834e-05,6.140646847596074e-06,33853.0,11120.0,0.9998818560415866,0.652467288622895,0.0,0.0,0.0,0.0,7.971556842011991,5.44804318488529,4.849410114601028,2.718941595025153,10.41035817960046,8.683235690935977,1360.9121069508872,411.0686932163012,1.0644103836271817,0.1885945483004046,1.2656153096482678,0.0186054753255958,1.0234360965538134,0.0805739949141546,0.6743966305930249,0.0051602194228434,3.5596044767096497,951145.0,1638019359.0,33861.0,3.56,2048.0,172152.0,18.1,111.0
frp,Francoprovençal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,34784.0,679.0,639.0,33048.0,41688.0,0.0205458726700556,0.015328151986183,679.0,533.0,1.0,0.8341158059467919,0.0,0.0,0.0,0.0,5.403534609720177,4.38341158059468,3.4645666908738804,2.7465217808482056,7.180845586793208,6.934832815884367,145.09415442064036,122.34682188944188,1.0176730486008836,0.04860088365243,0.5537555228276878,0.0029455081001472,1.0066267247639795,0.0211207939966109,0.2330549503752118,0.0006354393609295,67.83216783216784,1001.0,34784.0,679.0,67.83,6.0,932.0,93.11,5.0
frr,Northern Frisian,Indo-European,Germanic,Eurasia,54.5,9.0,Germany,,,,,,,,,,,,,,,,,,,,,,,,,32767.0,287918.0,18372.0,13158.0,273523.0,435478.0,0.0671680260892137,0.0302150740106274,18372.0,9536.0,1.0,0.7247302021583827,2514.0,1759.0,0.1368386675375571,0.1336829305365557,7.932288264750707,5.227998176014592,4.420498458996136,2.7765076536587383,10.275064255707733,8.84017251147793,1239.0891335044982,458.3076355613053,1.105377748748095,0.1788591334639669,1.010232963204877,0.0524711517526671,1.0336096050423549,0.0456049399867652,0.5028315717508217,0.0100613111146046,56.06860560930205,32767.0,287918.0,18372.0,56.07,1.0,29888.0,91.21,1.0
fry,Western Frisian,Indo-European,Germanic,Eurasia,53.0,5.0,Netherlands; Germany,,,,,,,,,,,,,,,,,,,,,,,,,265466.0,6179130.0,52603.0,25758.0,5870176.0,9584310.0,0.0089610601113152,0.002687517411269,52603.0,17117.0,1.0,0.6645314077179906,0.0,0.0,0.0,0.0,8.213181757694429,5.369826849910707,4.4814731278925874,2.744802286236568,10.15309360182886,8.573858651233737,1138.6381295650378,381.05584935674347,1.1161530711176169,0.2149497176967093,1.3061042145885216,0.0519742220025473,1.028953476011622,0.0606423044215369,0.5339582663279602,0.0091584988252481,19.815343584489163,265466.0,6179130.0,52603.0,19.82,4.0,203675.0,76.72,1.0
ful,Fulah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,4472.0,206.0,227.0,4252.0,6072.0,0.0484477892756349,0.0373847167325428,206.0,212.0,1.0,0.933920704845815,0.0,0.0,0.0,0.0,5.019417475728155,3.9162995594713657,3.707902163687677,2.596508563899868,6.654328205819587,6.20957190940972,100.72850562409634,74.00608070308566,1.0388349514563109,0.0388349514563106,0.6213592233009708,0.0048543689320388,1.0145813734713076,0.016698024459078,0.3955785512699906,0.001175917215428,82.39999999999999,250.0,4472.0,206.0,82.4,5.0,242.0,96.8,5.0
fur,Friulian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3766.0,222190.0,2064.0,1736.0,211088.0,313134.0,0.0097779125293716,0.0055439524293114,2064.0,1361.0,1.0,0.7839861751152074,0.0,0.0,0.0,0.0,6.015988372093023,4.717165898617512,3.5276424998105056,2.378033046555149,8.167362489994492,7.089066920579084,287.48890912901425,136.15129747216832,1.0174418604651163,0.0804263565891472,0.6695736434108527,0.001453488372093,1.0056564087015842,0.0247005988023952,0.452545857651785,0.000525847040097,54.80616038236856,3766.0,222190.0,2064.0,54.81,11.0,3322.0,88.21,5.0
gag,Gagauz,Altaic,Turkic,Eurasia,46.3333333333,28.6666666667,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,3943.0,99034.0,2999.0,2482.0,94087.0,161087.0,0.0318747542168418,0.0154078231018021,2999.0,1995.0,1.0,0.8037872683319903,0.0,0.0,0.0,0.0,6.350116705568523,4.912167606768735,4.928279145896883,2.8784880220005338,9.939949045770875,8.367123755545304,982.2517656421604,330.18339435126603,1.0350116705568524,0.0866955651883961,0.8196065355118373,0.0080026675558519,1.023201930128498,0.0482106986087344,0.6370805743620266,0.0036136767034765,76.05883844788232,3943.0,99034.0,2999.0,76.06,6.0,3745.0,94.98,5.0
gan,Gan Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,17532.0,205.0,218.0,16656.0,17434.0,0.0123078770413064,0.0125043019387403,205.0,193.0,1.0,0.8853211009174312,0.0,0.0,0.0,0.0,4.580487804878048,4.123853211009174,4.634486071085495,4.427670069978204,4.4247911738528645,4.649449284711461,21.47805093055439,25.09710906608011,1.0,0.0,0.2585365853658536,0.0,1.0,0.0,0.0467098943323727,0.0,57.422969187675065,357.0,17532.0,205.0,57.42,7.0,322.0,90.2,5.0
gaz,West Central Oromo,Afro-Asiatic,Lowland East Cushitic,Africa,9.0,37.0,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,47999.0,300144.0,32992.0,16973.0,285137.0,586956.0,0.1157057835356337,0.0289169886669528,32992.0,12149.0,1.0,0.7157838920638662,15353.0,7255.0,0.4653552376333656,0.4274435868732693,8.372908583899127,5.873328227184351,6.034962141005902,2.931720605973872,11.66385169581063,8.482799336753308,3244.660228265365,357.74786248225064,1.1011760426770123,0.1454898157129001,1.3163797284190106,0.0334929679922405,1.0480891641561776,0.062941673651613,0.9398324314276996,0.0079154932541199,68.73476530761057,47999.0,300144.0,32992.0,68.73,1.0,44998.0,93.75,1.0
gla,Scottish Gaelic,Indo-European,Celtic,Eurasia,57.0,-4.0,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,21172.0,175118.0,12417.0,10270.0,166363.0,232030.0,0.0746379904185425,0.0442615179071671,12417.0,8014.0,1.0,0.7803310613437195,4008.0,3082.0,0.3227832809857453,0.3000973709834469,7.865829105258919,5.706913339824732,4.455167314847652,3.1943067706762056,9.44034696589424,8.735764446447135,694.7484814828418,426.3115837171711,1.0749778529435452,0.1208021261174196,0.7156317951195941,0.0316501570427639,1.0201006233357175,0.0345269080264241,0.339853212553272,0.0047847177557509,58.64821462308709,21172.0,175118.0,12417.0,58.65,1.0,19421.0,91.73,1.0
gle,Irish,Indo-European,Celtic,Eurasia,55.0,-8.0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,114505.0,21987542.0,24399.0,13820.0,20888169.0,32636824.0,0.0011680774892236,0.0004234480659024,24399.0,9347.0,1.0,0.6763386396526773,0.0,0.0,0.0,0.0,7.533956309684823,5.519175108538351,4.367245927587047,2.7951179011781293,9.954309302022931,8.60428667424449,992.0776963178304,389.17808813929145,1.0734046477314645,0.135169474158777,1.027501127095373,0.0147547030616008,1.024003300624387,0.0483665657818069,0.4879164372904107,0.0021741015212965,21.308239814855245,114505.0,21987542.0,24399.0,21.31,40.0,76965.0,67.22,8.0
glg,Galician,Indo-European,Romance,Eurasia,43.0,-8.0,Spain,,,,,,,,,,,,,,,,,,,,,,,,,95123.0,22682140.0,24882.0,11479.0,21548037.0,40479869.0,0.0011547223535953,0.0002835730520768,24882.0,7030.0,1.0,0.6124226849028661,0.0,0.0,0.0,0.0,7.775460172011896,5.296193048174928,4.801636455330015,2.555982579884337,10.449920088746383,8.04632729325786,1398.747743769329,264.35399026192084,1.0505184470701712,0.219435736677116,1.4034241620448518,0.0139056345952897,1.0239473321862218,0.0857830808439766,0.7641192095595529,0.0047376937398056,26.157711594461908,95123.0,22682140.0,24882.0,26.16,54.0,61116.0,64.25,11.0
glk,Gilaki,Indo-European,Iranian,Eurasia,37.3333333333,50.0,Iran,,,,,,,,,,,,,,,,,,,,,,,,,93535.0,20182165.0,20203.0,14775.0,19173058.0,26897527.0,0.0010537181914329,0.000549307005064,20203.0,12011.0,1.0,0.812927241962775,0.0,0.0,0.0,0.0,5.008909567885958,4.685617597292724,3.475799426466034,2.4776145405486534,10.67024225440744,8.550315970617385,1629.532323500548,374.8880349531116,1.0038608127505817,0.001039449586695,0.4100381131515122,0.0,1.000786050926253,0.0001022789374548,0.4019930988577826,0.0,21.5994012936334,93535.0,20182165.0,20203.0,21.6,49.0,60960.0,65.17,9.0
glv,Manx,Indo-European,Celtic,Eurasia,54.1666666667,-4.5,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,28452.0,462114.0,12513.0,10546.0,439010.0,610196.0,0.0285027675907154,0.0172829713731325,12513.0,8376.0,1.0,0.7942347809596055,0.0,0.0,0.0,0.0,7.744265963398066,5.70149819836905,4.598168606637662,3.308186222131905,9.602121904864738,9.010556493743971,777.1891256853328,515.7601484937088,1.06281467274035,0.1313833613042435,0.709022616478862,0.0262926556381363,1.0179380879706612,0.0399785881870572,0.3260244641352133,0.0060135304434978,43.97933361450865,28452.0,462114.0,12513.0,43.98,2.0,23831.0,83.76,1.0
gom,Goan Konkani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14797.0,1010820.0,8936.0,5784.0,960286.0,1710816.0,0.0093055610516033,0.0033808428258795,8936.0,4241.0,1.0,0.7332295988934993,0.0,0.0,0.0,0.0,6.862354521038496,5.302731673582296,5.437516531533314,3.0520938546284344,11.166802388009144,8.877222102466392,2299.018544625909,470.2297812590081,1.0527081468218442,0.0948970456580125,0.8939122649955237,0.0121978513876454,1.0202908300235556,0.0596874264542021,0.6971589713897735,0.0044486746656725,60.39061972021356,14797.0,1010820.0,8936.0,60.39,14.0,12879.0,87.04,6.0
gor,Gorontalo,Austronesian,Greater Central Philippine,Papunesia,0.5,122.0,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,1767.0,54690.0,1260.0,1148.0,51958.0,96884.0,0.0242503560568151,0.0118492217497213,1260.0,935.0,1.0,0.8144599303135889,0.0,0.0,0.0,0.0,6.187301587301588,4.5235191637630665,4.883733015127604,2.6191011931794725,8.348607609017,7.122081929246118,325.97276202042104,139.30294318769748,1.05,0.0896825396825396,1.0666666666666669,0.0119047619047619,1.0303321913853498,0.0453635628777089,0.7792255283113284,0.0097386350513876,71.30730050933785,1767.0,54690.0,1260.0,71.31,6.0,1658.0,93.83,5.0
grn,Guarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510.0,392921.0,3253.0,2782.0,373287.0,686797.0,0.0087144743856603,0.0040506874666022,3253.0,2182.0,1.0,0.7843278217109992,0.0,0.0,0.0,0.0,6.869966185059945,4.905823148813803,5.168658431716079,2.8092624166966367,9.65295569464609,8.089197659691884,805.0617832191206,272.3272725177702,1.0482631417153396,0.1537042729787888,1.0571779895481097,0.0126037503842606,1.0259746522113011,0.0811172100823227,0.7263901502061416,0.0063811490890387,59.03811252268603,5510.0,392921.0,3253.0,59.04,16.0,4742.0,86.06,6.0
gsw,Swiss German,Indo-European,Germanic,Eurasia,48.5,7.5,France,,,,,,,,,,,,,,,,,,,,,,,,,430082.0,5870752.0,186887.0,84104.0,5577216.0,10213344.0,0.0335090123818048,0.008234717248337,186885.0,58991.0,0.9999892983460594,0.7014054028345857,0.0,0.0,0.0,0.0,9.208618041918378,5.822874060686769,4.845383969349582,2.645926055168611,11.807518571480918,9.21399467134516,3584.406567419423,593.8664296320849,1.1634553130467815,0.3007025560626896,1.3609415214378588,0.0905029188448758,1.0467987971059396,0.1033885006426145,0.6642721027838979,0.0168247025039015,43.4538064834148,430082.0,5870752.0,186889.0,43.45,2.0,371375.0,86.35,1.0
guj,Gujarati,Indo-European,Indic,Eurasia,23.0,72.0,India,,,,,,,,,,,,,,,,,,,,,,,,,144089.0,27360111.0,43450.0,36980.0,25992122.0,30912933.0,0.0016716603592426,0.0011962630656883,43450.0,33759.0,1.0,0.9128988642509464,0.0,0.0,0.0,0.0,6.489827387802071,6.242320173066522,4.621915286485652,3.8861853063247023,11.886298683843078,10.85864791041726,3785.58011132432,1856.8581722988151,1.0122209436133487,0.00204833141542,0.1840736478711162,6.904487917146145e-05,1.0025518886068632,0.0006695105540055,0.1860885771465677,9.34898658909034e-06,30.15497366211161,144089.0,27360111.0,43450.0,30.15,39.0,99219.0,68.86,9.0
hak,Hakka Chinese,Sino-Tibetan,Chinese,Eurasia,25.0,116.0,China,,,,,,,,,,,,,,,,,,,,,,,,,1308.0,26120.0,1050.0,991.0,24818.0,32876.0,0.0423080022564267,0.0301435697773451,1050.0,774.0,1.0,0.781029263370333,0.0,0.0,0.0,0.0,6.418095238095238,4.838546922300706,4.976871625433153,3.757026402238715,8.480307351299757,8.480178596000867,357.1304534419066,357.09858226667507,1.0933333333333333,0.08,0.34,0.0152380952380952,1.054234829559191,0.0566927230236119,0.2051333709404464,0.0086227737932146,80.27522935779817,1308.0,26120.0,1050.0,80.28,6.0,1256.0,96.02,5.0
hat,Haitian Creole,other,Creoles and Pidgins,North America,19.0,-72.5,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,5991.0,809383.0,2295.0,1946.0,768928.0,982997.0,0.0029846747679886,0.0019796601617298,2295.0,1571.0,1.0,0.8072970195272353,0.0,0.0,0.0,0.0,5.58954248366013,4.414182939362796,3.624167672395855,2.8349262510465443,7.987966957464717,7.682285913268802,253.8736684474276,205.39908053783063,1.0196078431372548,0.0845315904139433,0.6984749455337691,0.0008714596949891,1.0044438490990053,0.0328652357567938,0.3050519684547838,9.75383911107412e-05,38.30746119178768,5991.0,809383.0,2295.0,38.31,26.0,4552.0,75.98,7.0
hau,Hausa,Afro-Asiatic,West Chadic,Africa,12.0,7.0,Nigeria; Niger,,,,,,,,,,,,,,,,,,,,,,,,,12730.0,1838462.0,4263.0,2892.0,1746555.0,3136744.0,0.0024408048987864,0.0009219751436521,4263.0,2079.0,1.0,0.7188796680497925,0.0,0.0,0.0,0.0,6.067323481116585,4.608921161825726,4.112974398172402,2.290125046863882,9.073224254950608,7.028755543618661,538.657434265325,130.57686900934544,1.043162092423176,0.0614590663851747,1.079756040347173,0.0046915317851278,1.0140356301404765,0.0296893026557995,0.7542052783908895,0.0010912911417046,33.487824037706204,12730.0,1838462.0,4263.0,33.49,28.0,9473.0,74.41,7.0
haw,Hawaiian,Austronesian,Oceanic,Papunesia,19.5833333333,-155.5,United States,,,,,,,,,,,,,,,,,,,,,,,,,714.0,51493.0,362.0,379.0,48923.0,70052.0,0.0073993827034319,0.0054102666590532,362.0,344.0,1.0,0.907651715039578,0.0,0.0,0.0,0.0,5.350828729281768,4.155672823218997,3.4663859534370336,2.420858790612688,6.558385248556854,6.06363534490976,94.2476831500005,66.8861381596428,1.033149171270718,0.0303867403314917,0.7513812154696132,0.0082872928176795,1.0110786337714368,0.0105063058275248,0.4091940396132698,0.0011037753204014,50.700280112044815,714.0,51493.0,362.0,50.7,12.0,612.0,85.71,6.0
hbs,Serbo-Croatian,Indo-European,Slavic,Eurasia,44.0,19.0,Serbia and Montenegro; Bosnia-Herzegovina; Croatia,,,,,,,,,,,,,,,,,,,,,,,,,1509346.0,60764285.0,181615.0,41656.0,57726083.0,132438579.0,0.0031461514546206,0.0003145307078536,181613.0,20776.0,0.9999889876937478,0.4987516804301901,0.0,0.0,0.0,0.0,7.979236296561408,4.982835605915114,5.075963182882164,2.212463122244765,12.402398472913184,8.507944674764241,5413.697168293932,364.0378565255684,1.072294994411316,0.2955450205652554,2.0385701779018484,0.0267265729529724,1.0307458761752464,0.1379875194372706,1.1184615800105473,0.0070724008763941,12.03269495529852,1509346.0,60764285.0,181617.0,12.03,13.0,901704.0,59.74,1.0
heb,Hebrew,Afro-Asiatic,Semitic,Eurasia,31.75,35.1666666667,Israel,,,,,,,,,,,,,,,,,,,,,,,,,668609.0,306693751.0,111178.0,79947.0,291359064.0,413397954.0,0.0003815841473186,0.0001933899266468,111178.0,62898.0,1.0,0.7867462193703328,0.0,0.0,0.0,0.0,5.800554066451996,5.307366130061165,4.456483752981853,3.1408886339093978,13.46351000776525,10.830232070458065,11295.887521657389,1820.642654202308,1.003444926154455,0.045836406483297,0.5364010865458994,8.994585259673676e-05,1.0006697406194305,0.0093172663404767,0.4088654918248913,8.299038192956303e-06,16.62825358318539,668609.0,306693751.0,111178.0,16.63,152.0,331697.0,49.61,19.0
hif,Fiji Hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3831.0,315930.0,1794.0,1647.0,300142.0,414630.0,0.0059771708058185,0.0039722161927501,1794.0,1367.0,1.0,0.8299939283545841,0.0,0.0,0.0,0.0,5.570791527313267,4.462659380692168,4.115185478873333,2.9788968477920075,8.062850310475234,7.692795133306624,267.3990093690514,206.90075984687107,1.0189520624303232,0.0468227424749163,0.6454849498327759,0.0033444816053511,1.005274170226093,0.0147996614935597,0.361025781130265,0.0005630668150408,46.82850430696946,3831.0,315930.0,1794.0,46.83,15.0,3200.0,83.53,5.0
hin,Hindi,Indo-European,Indic,Eurasia,25.0,77.0,India,200.0,True,0.33,0.705,0.2906,0.68,136.0,200.0,0.47,0.59,0.585,117.0,200.0,True,0.015,0.985,0.0489,0.985,197.0,200.0,0.015,0.9875,0.985,197.0,394549.0,415660517.0,18939.0,14941.0,394878329.0,522653045.0,4.796160895423562e-05,2.858684196511282e-05,18939.0,12454.0,1.0,0.8335452780938357,0.0,0.0,0.0,0.0,5.730555995564708,5.2958302657118,3.874132176040483,2.927010288440968,10.308547577606497,9.199993743316805,1268.1833078332606,588.1310071450363,1.0126194624848197,0.017899572311104,0.4461164792227678,0.0005280109826284,1.004852185747575,0.009349639442989,0.3093306242186818,4.751590204384197e-05,4.800164238155464,394549.0,415660517.0,18939.0,4.8,948.0,96812.0,24.54,50.0
hrv,Croatian (Croatia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201134.0,897951484.0,99715.0,21869.0,853054300.0,2091054218.0,0.0001168917383102,1.045836105623159e-05,99715.0,10828.0,1.0,0.4951300928254607,0.0,0.0,0.0,0.0,8.042581356867071,4.9498833965887785,5.24294886503708,2.1388828828540687,12.116473690517823,7.969698589258364,4440.399269344196,250.67921830590865,1.0747931605074463,0.3010279295993581,2.114967657824801,0.0269367697939126,1.0348957352421762,0.1523048110770908,1.255318499654711,0.0087379619327866,8.301738190743082,1201134.0,897951484.0,99715.0,8.3,413.0,416100.0,34.64,31.0
hsb,Upper Sorbian,Indo-European,Slavic,Eurasia,51.8333333333,14.5,Germany,,,,,,,,,,,,,,,,,,,,,,,,,442456.0,10741015.0,115060.0,32443.0,10203967.0,21607090.0,0.0112760066746589,0.0015014978879617,115059.0,18369.0,0.9999913088823222,0.5661930154424684,0.0,0.0,0.0,0.0,8.12968016686946,5.274388928274204,5.008699165726428,2.365362526837256,12.105451555991504,8.703720593818185,4406.604051475843,416.9471144881687,1.0960881619314973,0.2908544163530649,1.7882862133998487,0.0346251118971675,1.0395806846494111,0.1121382497610978,0.9571962551427304,0.0091219424759017,26.0048456795704,442456.0,10741015.0,115061.0,26.01,4.0,335046.0,75.72,1.0
hun,Hungarian,Uralic,Ugric,Eurasia,47.0,20.0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,1844598.0,985998796.0,197716.0,49010.0,936699031.0,2054398935.0,0.0002110774042212,2.385612607416972e-05,197715.0,28864.0,0.9999949422403852,0.5889410324423587,0.0,0.0,0.0,0.0,9.347999150296385,5.57704550091818,5.775170699413268,2.6331773765254605,12.239718095646785,9.20861455111726,4836.400810319639,591.6558982708731,1.13743380690583,0.306726280491814,1.9876894753612488,0.0719563821016908,1.057988487446188,0.1064878639764494,1.0077233847378668,0.0210338148625671,10.718649808793026,1844598.0,985998796.0,197717.0,10.72,215.0,782085.0,42.4,21.0
hye,Armenian,Indo-European,Armenian,Eurasia,40.0,45.0,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,253508.0,44047920.0,71979.0,40695.0,41845541.0,65657915.0,0.0017201115884724,0.0006198034159324,71979.0,29623.0,1.0,0.7279272637916205,0.0,0.0,0.0,0.0,8.854554800705762,7.087701191792603,6.17070456802076,3.9327546572260177,12.230536979208988,10.056017355700352,4805.720335349663,1064.5421480427965,1.06803373206074,0.0827324636352269,0.8379110573917392,0.0293557843259839,1.0273632022107206,0.0287479853588223,0.5040164255493793,0.0089264230088457,28.393186802783344,253508.0,44047920.0,71979.0,28.39,35.0,177787.0,70.13,8.0
