file,lang,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_zipf_slope,morph_zipf_slope,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_entropy,morph_entropy,word_perplexity,morph_perplexity,word_type_entropy,morph_type_entropy,word_type_perplexity,morph_type_perplexity,avg_morphs_per_word,avg_roots_per_word,avg_affixes_per_word,avg_prefixes_per_word,avg_suffixes_per_word,compounding_index,affix_deviation,avg_morphs_per_word_weighted,avg_roots_per_word_weighted,avg_affixes_per_word_weighted,avg_prefixes_per_word_weighted,avg_suffixes_per_word_weighted,compounding_index_weighted,affix_deviation_weighted,root_entropy,affix_entropy,prefix_entropy,suffix_entropy,root_count,affix_count,prefix_count,suffix_count,root_type_entropy,affix_type_entropy,prefix_type_entropy,suffix_type_entropy
sot_Sadilar-sot_Latn,sot,31632,21489,954904.430999956,1476791.9590000678,0.03312582806519772,0.01455113556722651,-1.2626837417135832,-1.4129341349874354,31632,17426,1.0,0.8109265205453953,0,0,0.0,0.0,7.158573596358118,6.2258364744753125,4.271195647012542,2.7614192284478807,10.110304862625307,8.18955917176033,1105.3632689764056,291.946290858652,14.949097155730975,10.564084706179228,31632.00000003874,1513.9320157912018,1.8786671724835609,1.021149468892261,0.8575177035913,0.26631259484066766,0.5884547293879615,0.6900698057422224,0.33195364238410596,1.5465337797767738,1.0081330725336224,0.5384007072431494,0.15897529854483244,0.3789126610514276,0.7771357001504269,0.3020105972751923,9.496222997603462,3.8210739644655223,3.4835584981321746,2.7756651954099607,21452,131,53,119,13.911165567676882,4.492498385602162,3.5729454075167704,3.6863137938623427
spa_Albalba-spa_Latn,spa,22684,10322,925366.9850000009,1557872.8359999715,0.024513517736965706,0.0066257012520373575,-1.1808074512194153,-1.5638321441779766,22684,6570,1.0,0.6365045533811277,0,0,0.0,0.0,7.861311937929818,5.311083123425693,4.961175065047296,2.9469014408054575,10.27115354359474,8.399917036361394,1235.7348839707806,337.7746005290548,14.469387440960665,9.807368144858604,22683.999999942116,896.0082121887535,2.2931581731616997,1.0488450008816788,1.2443131722800211,0.17108975489331688,1.0690354434843943,0.536425086698437,0.31190626979100694,1.6835189295196364,1.0148706353512327,0.6686482941683943,0.07058325297827635,0.5972427058222748,0.7172987360072335,0.22200934827697044,9.269366773087434,5.125807892604295,4.635419082797807,4.802842321034434,10111,528,154,436,12.46733942175715,5.84574787708019,4.688728557218247,5.542248898137089
swa_LDC_RLP-swa_Latn,swa,41113,19267,937629.6820000326,1768635.762999649,0.043847801311390835,0.010893707117695451,-1.344884047888265,-1.6287656975295017,41113,15600,1.0,0.8096745731042716,0,0,0.0,0.0,7.8121518741030815,5.591996678258162,5.363103517876715,2.8432021274246946,10.85983655429786,8.113759589867708,1858.388677727276,277.0033454241806,15.327307028215214,8.292430154369239,41113.000000384774,313.52358280160263,2.885656604966799,1.5190085860919904,1.3666480188748085,0.9414540413008051,0.10057646000048646,0.6435839144842502,0.006631299734748011,1.886283888994807,1.2081205722750483,0.6781633167197465,0.4730910182512648,0.12366878121078545,0.7589595122800127,0.016561878952306926,8.828151185861387,4.9018732440322585,4.338604299293972,4.184353021545709,19160,324,157,215,9.449124464543662,5.025445898047162,4.539703632777942,4.2219169917486745
tgk_Uniparser-tgk_Cyrl,tgk,220084,159878,972039.0460000965,1462557.4470006798,0.22641477305426902,0.10931399674444767,-1.333647513633479,-1.411919119207441,220084,136814,1.0,0.8557400017513354,0,0,0.0,0.0,8.350157212700605,8.139681507149202,6.13506950419295,4.077450159123369,13.567586572420286,10.476860057434443,12140.890077487658,1425.1124614888984,17.747694740306233,13.263197668318812,220084.00000870044,9831.512519487394,1.5549335708184149,1.2388451682085022,0.31608840260991256,0.012158993838716126,0.26272695879755004,0.8621920115350031,0.0039548022598870055,1.5046282893868224,1.2638412366824525,0.24078705270442669,0.008324638843776667,0.19309680487873002,0.8910353061750478,-0.00485639940177775,10.79898931265924,5.1023382997913425,2.0950216567359443,4.996032217602789,159791,241,33,221,14.367309199067066,5.406596686297224,2.095050831329179,5.291590577198681
tgl_LDC_RLP-tgl_Latn,tgl,36450,26296,932884.1209999933,1302513.8270000552,0.03907237692172087,0.020188653244906308,-1.2364693017692472,-1.3722221127239824,36450,22940,1.0,0.8723760267721327,0,0,0.0,0.0,7.5678189300411525,6.4071721934895045,4.959597746224296,3.552143618049901,10.487384288751432,9.0960987601457,1435.546441524135,547.2661294939135,15.153631194092032,11.361834356306877,36449.99999975671,2631.800390420171,1.7491083676268862,1.0140192043895748,0.7350891632373114,0.5257064471879287,0.20614540466392317,0.7527397609249183,-0.601242800848742,1.3962225293360315,1.0051480745484793,0.39107445478751107,0.22318747560716573,0.16671853716759702,0.8537176195988319,-0.48935768842355526,9.958291091619332,4.609467309940806,4.871278750530328,2.2793562306941646,26189,279,152,169,14.17479496081836,5.222844090876096,5.118068983006019,3.0814706805573633
tsn_Sadilar-tsn_Latn,tsn,23361,15240,951196.9140001216,1377428.692999812,0.02455958346391041,0.011064093609673397,-1.213417912712916,-1.3890458423818914,23361,11828,1.0,0.7761154855643044,0,0,0.0,0.0,7.391892470356577,6.196784776902887,4.193134376589756,2.8956101315950606,9.5875962195381,8.108816204260833,769.4033065819525,276.0558194526569,14.511814411644899,10.01602510042697,23360.999999900654,1035.4377454813875,1.986130730705021,1.0183211335131201,0.9678095971919011,0.342665125636745,0.6221052180985402,0.6528243721900102,0.4296482412060301,1.4481004645058202,1.0048874201877391,0.4432130443181216,0.18239516281691293,0.25976761631920675,0.821502488812236,0.2694620065782983,9.016074285040602,4.228550639578878,3.4083082674093954,3.252547876854858,15226,93,49,78,13.418128706288693,4.482384488039094,3.4973343163859063,3.647607344843667
tso_Sadilar-tso_Latn,tso,13720,9395,947165.8550000584,1488956.6209998573,0.014485319469206535,0.006309787583798857,-1.2478144210956237,-1.4278918432267447,13720,7598,1.0,0.808728046833422,0,0,0.0,0.0,7.641326530612245,6.497072911122938,4.808682577561582,3.0589339412329575,9.734723378459412,7.8752641213568095,852.0081251203936,234.79601640042236,13.743992861057421,10.058231832903955,13719.999999973816,1066.1774309247423,1.8292274052478135,1.0199708454810497,0.8092565597667638,0.3241253644314869,0.48294460641399417,0.6705903790087407,0.25671641791044775,1.5720125605667379,1.0069608379199853,0.5650517226468058,0.19375776484255725,0.3709776626185256,0.7462691279131469,0.13454279597960506,9.194418616395316,3.5197934924933385,3.830452762934738,2.0597695512610854,9358,90,41,67,12.719884480166336,4.537890444110487,3.9582733783170254,3.4857527293212884
tur_MorphoChallenge-tur_Latn,tur,155130,50345,970728.7829999125,1950466.9540001703,0.15980776785106823,0.02581176773938596,-1.2853551768127336,-1.687753027945044,155130,37172,1.0,0.7383454166252855,38,11,0.0002449558434861084,0.00021849240242327936,8.954870108940888,6.405899294865429,6.480852964468621,3.225451548460046,13.515006324099522,9.860074690668442,11706.371307896907,929.3477276425355,17.243118185144045,10.739296385627572,155130.00000560624,1709.426154299475,2.5001869399858183,1.362199445626249,1.1379874943595694,0.0927738026171598,0.9326951588989879,0.6257009635543104,-0.09064728469555677,2.009281055798369,1.2073178940652507,0.8019631617331368,0.09289657685982904,0.6610289364418933,0.6968965782887658,-0.06664599853686115,10.593820722112627,6.858419393604645,5.446937926903611,6.6884040320274645,50196,827,344,695,12.0262065604541,7.251887672084296,6.356769603984162,7.109332010244378
uig_thuuymorph-uig_Arab,uig,228941,145392,989960.8410010054,1518095.6520164215,0.23126268284360096,0.0957726213146596,-1.223174563551236,-1.365268712359658,228941,120967,1.0,0.8320058875316386,0,0,0.0,0.0,8.849175114985957,7.870295477055134,6.835250511684762,4.457294151400891,14.509919692290952,11.368893116408001,23330.339683708666,2644.708710111589,17.804616326206276,13.115847656345215,228941.00000958203,8876.945695838818,1.69168912514578,1.250099370580193,0.44158975456558675,0.004241267400771378,0.3841382714323778,0.8195245817600629,-0.036231884057971016,1.5334906080432047,1.2046131550031867,0.3288774530424454,0.00640435433141906,0.2941603828549106,0.8553751332490136,0.031368298291567016,11.989469687105407,5.812191406170064,3.07076708463671,5.754727748017376,145127,642,103,587,14.438807589487888,6.276874947276116,4.976630882246604,6.213607039336812
xho_Sadilar-xho_Latn,xho,527337,219162,983284.3050059408,2403070.4020617395,0.5363016548879156,0.09120082366790738,-1.2156978470075908,-1.3909943239904878,527337,184501,1.0,0.8418475830664075,0,0,0.0,0.0,9.464420285320394,8.099077394803844,6.689468450287386,2.7368219451070934,14.566546870164968,8.757316477266306,24264.287388903085,432.72794391427493,19.008365699752876,9.579849207635794,527336.999997288,765.2828227635898,3.0743452479154696,2.89765178623916,0.17669346167630945,0.068096871639957,0.03227727240834609,0.950740970735578,-0.03666292555181444,2.4439222611267626,2.335546075870418,0.10837618525743954,0.04634559381043808,0.018293532103007284,0.9645658253931836,0.0036692051235597705,8.656969972821473,6.041956936362237,5.488368923985829,4.4164757140212165,217651,2556,627,1369,9.455690969389826,6.5236631771543525,5.774527416529071,4.796714336012225
zul_Sadilar-zul_Latn,zul,2001418,1084645,990254.6950313098,2361729.170280275,2.021114375970436,0.45925884036537573,-1.2140667350085739,-1.2341542775042256,2001418,994026,1.0,0.9164528486278921,0,0,0.0,0.0,12.913583269461952,14.555841773114706,7.4410436233953146,3.119817303659689,15.489334902023959,9.294774312719657,45999.63846973057,628.066849343762,20.932591077766393,11.084845380377308,2001418.000131264,2172.055693612498,2.6783680370617233,2.6254400629953363,0.05292797406638693,0.028638695165127924,0.012908347981281272,0.9801642565204207,0.04594330400782014,2.3849714441320256,2.353771678904392,0.03119976522710759,0.01907262656241536,0.005840861981289853,0.9872560612853686,0.02866175850059595,9.248105253076696,6.285027151543514,5.406668012627946,5.342497212190414,1082449,4032,1248,2591,11.02103270542013,7.724916432734878,7.021121333567074,6.219467582232951
