language,lang,script,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_zipf_slope,morph_zipf_slope,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_frequency_entropy,morph_frequency_entropy,word_frequency_perplexity,morph_frequency_perplexity,avg_root_count,avg_prefix_count,avg_suffix_count,avg_interfix_count,avg_root_count_weighted,avg_prefix_count_weighted,avg_suffix_count_weighted,avg_interfix_count_weighted
fry_Latn,fry,Latn,68550,68550,24507838.0,24507838.0,0.0729255611627314,0.0729255611627314,-1.2295841373855236,-1.2295841373855236,68548,68548,0.9999708242159008,0.9999708242159008,0,0,0.0,0.0,8.014500364697302,8.014500364697302,4.505460824410542,4.505460824410542,10.527771935020079,10.527771935020079,1476.301768309132,1476.301768309132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gla_Latn,gla,Latn,32234,32234,4455339.0,4455339.0,0.03429134303982053,0.03429134303982053,-1.2396657989711544,-1.2396657989711544,32233,32233,0.9999689768567351,0.9999689768567351,0,0,0.0,0.0,7.396910094930818,7.396910094930818,4.51138128883122,4.51138128883122,10.310385007258974,10.310385007258974,1269.7995067243685,1269.7995067243685,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gle_Latn,gle,Latn,44344,44344,213810903.0,213810903.0,0.047174431098349144,0.047174431098349144,-1.3085846154315794,-1.3085846154315794,44298,44298,0.9989626556016598,0.9989626556016598,0,0,0.0,0.0,7.697591556918636,7.697591556918636,4.730479254371794,4.730479254371794,10.519991445615634,10.519991445615634,1468.361467370303,1468.361467370303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
glg_Latn,glg,Latn,44741,44741,349076841.0,349076841.0,0.04759680719413175,0.04759680719413175,-1.2526717081101728,-1.2526717081101728,44740,44740,0.9999776491361391,0.9999776491361391,0,0,0.0,0.0,7.799602154623276,7.799602154623276,4.945642363596386,4.945642363596386,10.793362364477792,10.793362364477792,1774.703581630546,1774.703581630546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
glk_Arab,glk,Arab,42107,42107,18929750.0,18929750.0,0.04479470915751044,0.04479470915751044,-1.335546512896067,-1.335546512896067,42107,42107,1.0,1.0,0,0,0.0,0.0,5.304106205619018,5.304106205619018,3.548961660877719,3.548961660877719,11.048926517622482,11.048926517622482,2118.645532893132,2118.645532893132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gsw_Latn,gsw,Latn,207260,207260,10288962.0,10288962.0,0.2204922273975333,0.2204922273975333,-1.1124434439330184,-1.1124434439330184,207229,207229,0.9998504294123324,0.9998504294123324,0,0,0.0,0.0,8.839809900607932,8.839809900607932,4.712188168252541,4.712188168252541,12.010597660507708,12.010597660507708,4126.198925813898,4126.198925813898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
guj_Gujr,guj,Gujr,102287,102287,300727238.0,300727238.0,0.10881599113346925,0.10881599113346925,-1.3092248732976166,-1.3092248732976166,102287,102287,1.0,1.0,0,0,0.0,0.0,6.833800971775495,6.833800971775495,4.6428533553718205,4.6428533553718205,12.134605202413898,12.134605202413898,4496.55750118999,4496.55750118999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hat_Latn,hat,Latn,60601,60601,93458679.0,93458679.0,0.06446915696052767,0.06446915696052767,-1.3190394618551962,-1.3190394618551962,60600,60600,0.999983498622135,0.999983498622135,0,0,0.0,0.0,6.428408772132473,6.428408772132473,4.080821225816813,4.080821225816813,10.874354376256498,10.874354376256498,1877.1840295855063,1877.1840295855063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hau_Latn,hau,Latn,47162,47162,115863291.0,115863291.0,0.05017231560625039,0.05017231560625039,-1.3440890788396096,-1.3440890788396096,47162,47162,1.0,1.0,0,0,0.0,0.0,6.468512785717315,6.468512785717315,4.419715852883896,4.419715852883896,10.700341002001954,10.700341002001954,1663.8861450056015,1663.8861450056015,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
haw_Latn,haw,Latn,75528,75528,31613895.0,31613895.0,0.08034910618552124,0.08034910618552124,-1.2447814117287443,-1.2447814117287443,75507,75507,0.9997219574197649,0.9997219574197649,0,0,0.0,0.0,6.813287787310666,6.813287787310666,3.7935222471005234,3.7935222471005234,10.387022637508352,10.387022637508352,1339.0764723532254,1339.0764723532254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hbs_Latn,hbs,Latn,152283,152283,639150781.0,639150781.0,0.1620032654248942,0.1620032654248942,-1.2485383320795445,-1.2485383320795445,152283,152283,1.0,1.0,0,0,0.0,0.0,8.024730271927924,8.024730271927924,5.221234161333208,5.221234161333208,12.506458206565576,12.506458206565576,5818.607463587969,5818.607463587969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
heb_Hebr,heb,Hebr,121135,121135,467740036.0,467740036.0,0.1288671195720422,0.1288671195720422,-1.2551417440581654,-1.2551417440581654,121135,121135,1.0,1.0,0,0,0.0,0.0,5.783250092871589,5.783250092871589,4.323123845229276,4.323123845229276,13.166016903531379,13.166016903531379,9191.068680272916,9191.068680272916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hif_Latn,hif,Latn,45386,45386,11195089.0,11195089.0,0.048282864796391385,0.048282864796391385,-1.3011337639019902,-1.3011337639019902,45383,45383,0.999933900321685,0.999933900321685,0,0,0.0,0.0,5.985788569162297,5.985788569162297,3.9564860985026558,3.9564860985026558,10.911142328353758,10.911142328353758,1925.666733051193,1925.666733051193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hin_Deva,hin,Deva,21948,21948,519432093.0,519432093.0,0.023348906387937515,0.023348906387937515,-1.2833542645614453,-1.2833542645614453,21948,21948,1.0,1.0,0,0,0.0,0.0,5.777884089666484,5.777884089666484,3.884382981318792,3.884382981318792,10.395472465588387,10.395472465588387,1346.9424219655696,1346.9424219655696,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hmn_Latn,hmn,Latn,21323,21323,57928927.0,57928927.0,0.022684026939824922,0.022684026939824922,-1.375623841449697,-1.375623841449697,21323,21323,1.0,1.0,0,0,0.0,0.0,6.175772639872438,6.175772639872438,3.9248654648825103,3.9248654648825103,9.646252571264329,9.646252571264329,801.3299402980587,801.3299402980587,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hrv_Latn,hrv,Latn,97956,97956,1068304306.0,1068304306.0,0.10420847937575443,0.10420847937575443,-1.215700139735806,-1.215700139735806,97956,97956,1.0,1.0,0,0,0.0,0.0,7.96573971987423,7.96573971987423,5.167063753274809,5.167063753274809,12.106145269654796,12.106145269654796,4408.723457465397,4408.723457465397,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsb_Latn,hsb,Latn,103553,103553,8798887.0,8798887.0,0.11016315000501217,0.11016315000501217,-1.1817551899914334,-1.1817551899914334,103553,103553,1.0,1.0,0,0,0.0,0.0,8.134636369781658,8.134636369781658,5.14304206884348,5.14304206884348,12.122383844213495,12.122383844213495,4458.627148009998,4458.627148009998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hun_Latn,hun,Latn,316281,316281,1181508970.0,1181508970.0,0.3364688980162692,0.3364688980162692,-1.2595305746839687,-1.2595305746839687,316281,316281,1.0,1.0,0,0,0.0,0.0,9.573739807323236,9.573739807323236,5.846165321114744,5.846165321114744,12.47627802612859,12.47627802612859,5698.150558164308,5698.150558164308,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hye_Armn,hye,Armn,224488,224488,85016022.0,85016022.0,0.23881736375084836,0.23881736375084836,-1.3040119460205442,-1.3040119460205442,224487,224487,0.9999955454189088,0.9999955454189088,0,0,0.0,0.0,8.955440825344784,8.955440825344784,6.342706778258808,6.342706778258808,12.921149223856808,12.921149223856808,7756.28028943898,7756.28028943898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ibo_Latn,ibo,Latn,53844,53844,43150660.0,43150660.0,0.05728078378937023,0.05728078378937023,-1.326205325492073,-1.326205325492073,53844,53844,1.0,1.0,0,0,0.0,0.0,6.366856102815541,6.366856102815541,4.185865592785834,4.185865592785834,10.938895579160056,10.938895579160056,1963.0695598586321,1963.0695598586321,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ido_Latn,ido,Latn,21232,21232,8816512.0,8816512.0,0.022587220538280033,0.022587220538280033,-1.2002938375012915,-1.2002938375012915,21232,21232,1.0,1.0,0,0,0.0,0.0,7.214487565938207,7.214487565938207,4.66002859180592,4.66002859180592,8.862149537935332,8.862149537935332,465.3426267220468,465.3426267220468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
iku_Cans,iku,Cans,1113285,1113285,4929838.0,4929838.0,1.1840557454941827,1.1840557454941827,-0.6893585089316737,-0.6893585089316737,1113285,1113285,1.0,1.0,845597,845597,0.7595512380028474,0.7595512380028474,11.337907184593343,11.337907184593343,7.60398718984275,7.60398718984275,15.1394405457234,15.1394405457234,36093.227741104456,36093.227741104456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ilo_Latn,ilo,Latn,42729,42729,3905664.0,3905664.0,0.04545648269283063,0.04545648269283063,-1.1477660785492767,-1.1477660785492767,42729,42729,1.0,1.0,0,0,0.0,0.0,7.990451449835007,7.990451449835007,4.863065025562875,4.863065025562875,9.123228444160413,9.123228444160413,557.6547669428084,557.6547669428084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ina_Latn,ina,Latn,75488,75488,5578256.0,5578256.0,0.08030580768148407,0.08030580768148407,-1.1951866953305978,-1.1951866953305978,75487,75487,0.999986752861382,0.999986752861382,0,0,0.0,0.0,7.5046894870707925,7.5046894870707925,4.921836323037164,4.921836323037164,11.13294898855445,11.13294898855445,2245.699207604257,2245.699207604257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ind_Latn,ind,Latn,25293,25293,2067566373.0,2067566373.0,0.026907448182508023,0.026907448182508023,-1.299727546663065,-1.299727546663065,25293,25293,1.0,1.0,0,0,0.0,0.0,7.256236903491084,7.256236903491084,5.981845850034048,5.981845850034048,11.227363782062518,11.227363782062518,2397.5809023649485,2397.5809023649485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
