language,lang,script,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_zipf_slope,morph_zipf_slope,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_frequency_entropy,morph_frequency_entropy,word_frequency_perplexity,morph_frequency_perplexity,avg_root_count,avg_prefix_count,avg_suffix_count,avg_interfix_count,avg_root_count_weighted,avg_prefix_count_weighted,avg_suffix_count_weighted,avg_interfix_count_weighted
dan_Latn,dan,Latn,63300,63300,2922101529.0,2922101529.0,0.06734040146130368,0.06734040146130368,-1.2855572797357795,-1.2855572797357795,63300,63300,1.0,1.0,0,0,0.0,0.0,8.589589257503949,8.589589257503949,4.6754723336651045,4.6754723336651045,10.611518194415082,10.611518194415082,1564.5349744918537,1564.5349744918537,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
deu_Latn,deu,Latn,125408,125408,8729344767.0,8729344767.0,0.13341275119688528,0.13341275119688528,-1.2784849550971107,-1.2784849550971107,125408,125408,1.0,1.0,0,0,0.0,0.0,9.913003955090584,9.913003955090584,5.592710821041169,5.592710821041169,11.328188735955285,11.328188735955285,2571.1333764303836,2571.1333764303836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
div_Thaa,div,Thaa,187780,187780,39566852.0,39566852.0,0.19976494119554913,0.19976494119554913,-1.3003230314155383,-1.3003230314155383,187780,187780,1.0,1.0,0,0,0.0,0.0,10.531419746511876,10.531419746511876,7.7219616814600265,7.7219616814600265,13.244284313938685,13.244284313938685,9703.465131396675,9703.465131396675,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ekk_Latn,ekk,Latn,319255,319255,17989183.0,17989183.0,0.339627372341207,0.339627372341207,-1.1658845175691408,-1.1658845175691408,319255,319255,1.0,1.0,0,0,0.0,0.0,9.868594070570547,9.868594070570547,6.564535309913741,6.564535309913741,13.611178343766579,13.611178343766579,12513.33172672154,12513.33172672154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ell_Grek,ell,Grek,57473,57473,661335985.0,661335985.0,0.06114144844896282,0.06114144844896282,-1.2090699757258219,-1.2090699757258219,57473,57473,1.0,1.0,0,0,0.0,0.0,8.247263932629235,8.247263932629235,5.163357549642487,5.163357549642487,10.985362016539117,10.985362016539117,2027.3254868086815,2027.3254868086815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eng_Latn,eng,Latn,25844,25844,20206328177.0,20206328177.0,0.02749359303750378,0.02749359303750378,-1.2882131283175369,-1.2882131283175369,25844,25844,1.0,1.0,0,0,0.0,0.0,7.129933446834856,7.129933446834856,4.719709601794616,4.719709601794616,10.566117121601852,10.566117121601852,1516.0662902201884,1516.0662902201884,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
epo_Latn,epo,Latn,131137,131137,177515321.0,177515321.0,0.13950749771393553,0.13950749771393553,-1.2808048917988013,-1.2808048917988013,131137,131137,1.0,1.0,0,0,0.0,0.0,7.980516559018431,7.980516559018431,4.875606449766665,4.875606449766665,11.079945873803132,11.079945873803132,2164.6917318957167,2164.6917318957167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
est_Latn,est,Latn,194551,194551,231889068.0,231889068.0,0.20696846924294224,0.20696846924294224,-1.2854549457087632,-1.2854549457087632,194549,194549,0.9999897199191986,0.9999897199191986,0,0,0.0,0.0,9.586936073317537,9.586936073317537,6.096997310800353,6.096997310800353,12.81352443713349,12.81352443713349,7198.718741757522,7198.718741757522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eus_Latn,eus,Latn,160759,160759,175720321.0,175720321.0,0.17102025624870018,0.17102025624870018,-1.3283440135394813,-1.3283440135394813,160754,160754,0.9999688975422838,0.9999688975422838,0,0,0.0,0.0,9.077892995104474,9.077892995104474,6.491208151161982,6.491208151161982,12.735753146333034,12.735753146333034,6820.931913346156,6820.931913346156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fao_Latn,fao,Latn,66027,66027,51780246.0,51780246.0,0.07024135657564737,0.07024135657564737,-1.2577517260009226,-1.2577517260009226,66027,66027,1.0,1.0,0,0,0.0,0.0,8.599512320717283,8.599512320717283,4.860132298328594,4.860132298328594,10.88080962587786,10.88080962587786,1885.6021925106404,1885.6021925106404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fas_Arab,fas,Arab,35968,35968,1192772999.0,1192772999.0,0.03826378619094171,0.03826378619094171,-1.3272540867516174,-1.3272540867516174,35968,35968,1.0,1.0,0,0,0.0,0.0,5.7171652580071175,5.7171652580071175,3.884357576742899,3.884357576742899,11.026210319813664,11.026210319813664,2085.547303436231,2085.547303436231,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fil_Latn,fil,Latn,46202,46202,644503319.0,644503319.0,0.04915104207783727,0.04915104207783727,-1.2832614059653993,-1.2832614059653993,46200,46200,0.9999567118306567,0.9999567118306567,0,0,0.0,0.0,7.374096359464958,7.374096359464958,4.77212186086508,4.77212186086508,10.564038743944003,10.564038743944003,1513.8837848144226,1513.8837848144226,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fin_Latn,fin,Latn,702267,702267,621134590.0,621134590.0,0.7470950472180583,0.7470950472180583,-1.2951108982842554,-1.2951108982842554,702256,702256,0.9999843364418376,0.9999843364418376,0,0,0.0,0.0,11.296461317419158,11.296461317419158,7.173882038995767,7.173882038995767,13.960848256777991,13.960848256777991,15945.351239798109,15945.351239798109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fra_Latn,fra,Latn,32063,32062,2074853825.0,2074857417.0,0.03410957047653966,0.034108447610241,-1.2152014449220592,-1.2152046765530824,32062,32059,0.9999688114025512,0.9999064312893768,0,0,0.0,0.0,7.964944016467579,7.964880543946104,4.8431351138676,4.8431267294161255,10.406155539421896,10.406151304351265,1356.953473045091,1356.9494896770177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
