used_shortcut,name,alternative_name,ud_name,leipzig_shortcut,ud_shortcut,til_shortcut,wals_shortcut,iso_code,primary_script,primary_script_pct,secondary_script,secondary_script_pct,distinct_words,total_frequency,family,genus,macroarea,latitude,longitude,countries,data_sources
hyw,Armenian (Western),,,,,,hyw,hyw,Armenian,97.37,Latin,2.63,1480,2054,Indo-European,Armenian,Eurasia,38.5,43.5,Turkey,glot500
iba,Iban,,,,,,iba,iba,Latin,100.0,,0.0,185,290,Austronesian,Malayo-Sumbawan,Papunesia,2.0,112.0,Malaysia,glot500
ibo,Igbo,,,ibo,,,ibo,ibo,Latin,99.47,,0.0,1324636,45904945,Niger-Congo,Igboid,Africa,6.0,7.33333333333,Nigeria,"community, glot500, wikipedia"
ido,Ido,,,ido,,,,ido,Latin,99.21,,0.0,279386,9379265,,,,,,,"glot500, wikipedia"
ikk,,,,,,,,ikk,Latin,100.0,,0.0,11568,198774,,,,,,,glot500
iku,,,,,,,,iku,Canadian_Aboriginal,98.68,Latin,1.32,1436860,5244508,,,,,,,glot500
ile,Occidental,,,ile,,,,ile,Latin,99.45,,0.0,66389,941926,,,,,,,"glot500, wikipedia"
ilo,Iloko,Ilocano,,ilo,,,ilo,ilo,Latin,99.71,,0.0,263989,4154961,Austronesian,Northern Luzon,Papunesia,16.0,121.0,Philippines,"community, glot500, web, wikipedia"
ina,Interlingua,,,ina,,,,ina,Latin,99.6,,0.0,416262,5934314,,,,,,,"glot500, wikipedia"
ind,Indonesian,,,ind,,,ind,ind,Latin,99.72,,0.0,11169512,2199538692,Austronesian,Malayo-Sumbawan,Papunesia,0.0,106.0,Indonesia,"bible, glot500, mixed, news, newscrawl, web-public, wikipedia"
inh,Ingush,,,inh,,,inh,inh,Cyrillic,96.11,Latin,3.67,6833,18641,Nakh-Daghestanian,Nakh,Eurasia,43.1666666667,45.0833333333,Russia,wikipedia
isl,Icelandic,,,isl,,,isl,isl,Latin,99.97,,0.0,14967373,1623890003,Indo-European,Germanic,Eurasia,65.0,-17.0,Iceland,"bible, glot500, mixed, news, newscrawl, web, web-public, wikipedia"
ita,Italian,Italian (Fiorentino),,ita,,,ita,ita,Latin,99.88,,0.0,10821872,2602392593,Indo-European,Romance,Eurasia,43.75,11.25,Italy,"bible, glot500, news, newscrawl, web-public, wikipedia"
ixl,Ixil,,,,,,ixl,ixl,Latin,100.0,,0.0,30419,691662,Mayan,Mayan,North America,15.5,-91.0,Guatemala,glot500
jam,Jamaican Creole,,,,,,jam,jam,Latin,98.78,Arabic,0.73,35004,195932,other,Creoles and Pidgins,North America,18.1666666667,-77.25,Jamaica,glot500
jav,Javanese,,,jav,,,jav,jav,Latin,99.62,,0.0,643864,10106707,Austronesian,Javanese,Papunesia,-7.0,111.0,Indonesia,"community, glot500, wikipedia"
jbo,,,,,,,,jbo,Latin,99.42,,0.0,32642,591559,,,,,,,glot500
kaa,Kara-Kalpak,Karakalpak,,kaa,,kaa,kaa,kaa,Latin,66.75,Cyrillic,33.11,98637,1174734,Altaic,Turkic,Eurasia,43.0,60.0,Uzbekistan,"glot500, wikipedia"
kab,Kabyle,,,kab,,,kab,kab,Latin,99.63,,0.0,180779,2093999,Afro-Asiatic,Berber,Africa,36.5,5.0,Algeria,"bible, glot500, wikipedia"
kac,Jingpho,,,,,,kac,kac,Latin,100.0,,0.0,5130,68590,Sino-Tibetan,Brahmaputran,Eurasia,25.4166666667,97.0,Myanmar,glot500
kal,Kalaallisut,Greenlandic (East),,kal,,,kal,kal,Latin,100.0,,0.0,691070,3749561,Eskimo-Aleut,Eskimo,Eurasia,65.0,-40.0,Greenland,"glot500, newscrawl, wikipedia"
kam,Kamba,,,,,,kam,kam,Latin,100.0,,0.0,12785,41149,Niger-Congo,Bantu,Africa,-1.5,38.0,Kenya,glot500
kan,Kannada,,,kan,,,kan,kan,Kannada,97.56,Latin,2.4,7608492,206372536,Dravidian,Dravidian,Eurasia,14.0,76.0,India,"bible, community, glot500, wikipedia"
kas,Kashmiri,,,kas,,,kas,kas,Arabic,99.56,,0.0,2433,4939,Indo-European,Indic,Eurasia,34.0,76.0,Pakistan; India,wikipedia
kat,Georgian,,,kat,,,kat,kat,Georgian,87.26,Latin,12.39,11077029,678888546,Kartvelian,Kartvelian,Eurasia,42.0,44.0,Georgia,"glot500, mixed, news, newscrawl, web, wikipedia"
kaz,Kazakh,,,kaz,,kk,kaz,kaz,Cyrillic,96.8,Latin,3.14,8300445,457504386,Altaic,Turkic,Eurasia,50.0,70.0,Kazakhstan,"glot500, news, web, wikipedia"
kbd,Kabardian,,,kbd,,,kbd,kbd,Cyrillic,96.81,Latin,3.08,66324,309730,Northwest Caucasian,Northwest Caucasian,Eurasia,43.5,43.5,Russia,"community, glot500, wikipedia"
kbp,Kabiyè,Kabiyé,,kbp,,,kbp,kbp,Latin,99.53,,0.0,57674,485909,Niger-Congo,Grusi,Africa,9.66666666667,1.16666666667,Togo,"glot500, wikipedia"
kck,Kalanga,,,kck,,,kck,kck,Latin,100.0,,0.0,3673,14415,Niger-Congo,Bantu,Africa,-20.5,27.5,Botswana; Zimbabwe,community
kea,,,,,,,,kea,Latin,100.0,,0.0,10065,44493,,,,,,,glot500
kek,K'ekchí,,,,,,kek,kek,Latin,100.0,,0.0,26080,894882,Mayan,Mayan,North America,16.0,-89.8333333333,Guatemala,glot500
khk,Halh Mongolian,Khalkha,,khk,,,khk,khk,Cyrillic,95.18,Latin,4.8,37529,297485,Altaic,Mongolic,Eurasia,47.0,105.0,Mongolia,community
khm,Central Khmer,Khmer,,khm,,,khm,khm,Khmer,91.59,Latin,8.36,2307853,10413482,Austro-Asiatic,Khmer,Eurasia,12.5,105.0,Cambodia,"glot500, news, newscrawl, wikipedia"
kik,Kikuyu,,,,,,kik,kik,Latin,99.97,,0.0,22258,96779,Niger-Congo,Bantu,Africa,-0.75,36.75,Kenya,glot500
kin,Kinyarwanda,,,kin,,,kin,kin,Latin,99.91,,0.0,685365,13276941,Niger-Congo,Bantu,Africa,-2.0,30.0,Rwanda,"community, glot500, wikipedia"
kir,Kyrgyz,Kirghiz (Fu-Yu),,kir,,ky,kir,kir,Cyrillic,97.53,Latin,2.44,2098184,69638235,Altaic,Turkic,Eurasia,47.75,124.416666667,China,"community, glot500, news, newscrawl, web, wikipedia"
kjb,Kanjobal (Eastern),,,,,,kjb,kjb,Latin,100.0,,0.0,3326,21382,Mayan,Mayan,North America,15.3333333333,-91.6666666667,Guatemala,glot500
kjh,Khakas,,,kjh,,kjh,kjh,kjh,Cyrillic,99.98,,0.0,54958,465704,Altaic,Turkic,Eurasia,53.0,90.0,Russia,glot500
kmb,,,,,,,,kmb,Latin,100.0,,0.0,11079,43877,,,,,,,glot500
kmr,Kurmanji,,,,,,kmr,kmr,Latin,99.99,,0.0,26044,145607,Indo-European,Iranian,Eurasia,38.0,42.0,Turkey,glot500
kng,Koongo,Fiote,,kng,,,kng,kng,Latin,98.26,Hebrew,1.74,577,1543,Niger-Congo,Bantu,Africa,-5.5,14.0,Democratic Republic of Congo,wikipedia
knv,,,,,,,,knv,Latin,100.0,,0.0,52106,948777,,,,,,,glot500
koi,Komi-Permyak,,Komi_Permyak,koi,Komi_Permyak,,koi,koi,Cyrillic,96.44,Latin,3.44,19530,78941,Uralic,Permic,Eurasia,59.5,54.5,Russia,wikipedia
kom,Komi,,Komi_Zyrian,kom,Komi_Zyrian,,,kom,Cyrillic,95.41,Latin,4.3,81431,616435,,,,,,,"glot500, wikipedia"
kon,,,,,,,,kon,Latin,99.76,,0.0,13854,87856,,,,,,,glot500
kor,Korean,,,,,,kor,kor,Hangul,89.25,Latin,10.01,8097805,96645812,Korean,Korean,Eurasia,37.5,128.0,South Korea; North Korea,glot500
kos,Kosraean,,,,,,kos,kos,Latin,100.0,,0.0,7884,317725,Austronesian,Oceanic,Papunesia,5.3,163.0,Micronesia,glot500
kpg,Kapingamarangi,,,,,,kpg,kpg,Latin,100.0,,0.0,7896,935765,Austronesian,Oceanic,Papunesia,1.05,154.75,Micronesia,glot500
krc,Karachay-Balkar,,,krc,,krc,krc,krc,Cyrillic,97.5,Latin,2.33,78335,582852,Altaic,Turkic,Eurasia,43.5,42.0,Russia,"glot500, wikipedia"
ksd,Tolai,,,,,,ksd,ksd,Latin,100.0,,0.0,9811,946439,Austronesian,Oceanic,Papunesia,-4.25,152.083333333,Papua New Guinea,glot500
ksh,Kölsch,German (Ripuarian),,ksh,,,ksh,ksh,Latin,99.91,,0.0,96698,886214,Indo-European,Germanic,Eurasia,51.0,7.0,Belgium,"glot500, wikipedia"
ksw,Karen (Sgaw),,,,,,ksw,ksw,Myanmar,100.0,,0.0,71,87,Sino-Tibetan,Karen,Eurasia,18.0,97.0,Myanmar,glot500
kua,,,,,,,,kua,Latin,100.0,,0.0,18,18,,,,,,,glot500
kur,Kurdish,,Northern_Kurdish,kur,Northern_Kurdish,,,kur,Arabic,79.07,Latin,20.9,1190364,27101373,,,,,,,"community, glot500, newscrawl, wikipedia"
lad,Ladino,,,lad,,,lad,lad,Latin,99.33,,0.0,28940,213407,Indo-European,Romance,Eurasia,40.0,33.0,Turkey; Israel,wikipedia
lao,Lao,,,lao,,,lao,lao,Lao,91.07,Latin,8.86,432727,1168611,Tai-Kadai,Kam-Tai,Eurasia,18.0,103.0,Laos; Thailand,"community, glot500, news, newscrawl, wikipedia"
lat,Latin,,,lat,,,,lat,Latin,99.48,,0.0,1990258,41847723,,,,,,,"bible, glot500, wikipedia"
lav,Latvian,,,lav,,,lav,lav,Latin,99.85,,0.0,337155,10230258,Indo-European,Baltic,Eurasia,57.0,24.0,Latvia,"bible, news, wikipedia"
lbe,Lak,,,lbe,,,lbe,lbe,Cyrillic,93.84,Latin,4.92,5551,13392,Nakh-Daghestanian,Lak,Eurasia,42.1666666667,47.1666666667,Russia,wikipedia
lfn,,,,,,,,lfn,Latin,98.7,,0.0,91236,1406687,,,,,,,glot500
lhu,Lahu,,,,,,lhu,lhu,Latin,89.87,,0.0,1152,16933,Sino-Tibetan,Burmese-Lolo,Eurasia,20.0,98.1666666667,China; Thailand; Myanmar,glot500
lij,Ligurian,Italian (Genoa),,lij,,,lij,lij,Latin,99.74,,0.0,191705,1665359,Indo-European,Romance,Eurasia,44.4166666667,8.95,Italy,"glot500, wikipedia"
lim,Limburgish,,,lim,,,,lim,Latin,99.88,,0.0,860690,15858059,,,,,,,"community, glot500, web, wikipedia"
lin,Lingala,,,lin,,,lin,lin,Latin,99.84,,0.0,131537,2079532,Niger-Congo,Bantu,Africa,2.0,18.5,Democratic Republic of Congo,"glot500, wikipedia"
lit,Lithuanian,,,lit,,,lit,lit,Latin,99.83,,0.0,6091288,327524691,Indo-European,Baltic,Eurasia,55.0,24.0,Lithuania,"bible, glot500, news, newscrawl, wikipedia"
lmo,Lombard,,,lmo,,,,lmo,Latin,99.72,,0.0,616382,10938540,,,,,,,"glot500, wikipedia"
ltg,Latgalian,,,ltg,,,,ltg,Latin,99.79,,0.0,13730,39000,,,,,,,wikipedia
ltz,Luxembourgish,Luxemburgeois,,ltz,,,ltz,ltz,Latin,99.64,,0.0,11833466,252895650,Indo-European,Germanic,Eurasia,49.8333333333,6.16666666667,Luxembourg,"glot500, wikipedia"
lua,Bena-Lulua,,,,,,lua,lua,Latin,100.0,,0.0,10440,44218,Niger-Congo,Bantu,Africa,-6.0,21.0,Democratic Republic of Congo,glot500
lue,Luvale,,,,,,lue,lue,Latin,100.0,,0.0,579,1150,Niger-Congo,Bantu,Africa,-12.0,22.0,Angola,glot500
lug,Ganda,Luganda,,lug,,,lug,lug,Latin,99.97,,0.0,808373,10088346,Niger-Congo,Bantu,Africa,0.5,32.1666666667,Uganda,"community, glot500, newscrawl, wikipedia"
luo,Luo,,,,,,luo,luo,Latin,100.0,,0.0,18928,151163,Eastern Sudanic,Western Nilotic,Africa,-0.5,34.75,Kenya; Tanzania,glot500
lup,Lumbu,,,lup,,,,lup,Latin,100.0,,0.0,20870,92750,,,,,,,"community, web"
lus,Lushai,Mizo,,lus,,,lus,lus,Latin,100.0,,0.0,181836,6540838,Sino-Tibetan,Kuki-Chin,Eurasia,23.1666666667,92.8333333333,Bangladesh; India,"glot500, news, newscrawl"
lvs,Standard Latvian,,,lvs,,,,lvs,Latin,99.25,Cyrillic,0.62,549921,9447747,,,,,,,"glot500, wikipedia"
lzh,,,,,,,,lzh,Han,97.76,Latin,1.94,67634,69834,,,,,,,glot500
mad,Madurese,,,mad,,,mad,mad,Latin,100.0,,0.0,23844,132604,Austronesian,Malayo-Sumbawan,Papunesia,-7.0,113.5,Indonesia,"glot500, wikipedia"
mah,Marshallese,,,mah,,,mah,mah,Latin,100.0,,0.0,259,480,Austronesian,Oceanic,Papunesia,7.11666666667,171.05,Marshall Islands,"glot500, wikipedia"
mai,Maithili,,,mai,,,mai,mai,Devanagari,95.72,Latin,3.82,106830,947371,Indo-European,Indic,Eurasia,26.0,86.0,India; Nepal,"glot500, wikipedia"
mal,Malayalam,,,mal,,,mal,mal,Malayalam,98.34,Latin,1.58,10451766,169069615,Dravidian,Dravidian,Eurasia,10.0,76.5,India,"bible, community, glot500, newscrawl, wikipedia"
mam,Mam,,,,,,mam,mam,Latin,100.0,,0.0,45334,1312189,Mayan,Mayan,North America,15.0,-91.8333333333,Guatemala,glot500
mar,Marathi,,,mar,,,mar,mar,Devanagari,98.14,Latin,1.83,5439313,278330210,Indo-European,Indic,Eurasia,19.0,76.0,India,"bible, glot500, news, web, wikipedia"
mau,Mazatec (Huautla),,,,,,mau,mau,Latin,95.28,,0.0,16647,145816,Oto-Manguean,Popolocan,North America,18.25,-96.8333333333,Mexico,glot500
mco,Mixe (Coatlán),,,,,,mco,mco,Latin,100.0,,0.0,21441,214869,Mixe-Zoque,Mixe-Zoque,North America,16.9166666667,-95.6666666667,Mexico,glot500
mdf,Moksha,Mordvin (Moksha),,mdf,,,mdf,mdf,Cyrillic,98.6,Latin,1.34,14745,41905,Uralic,Mordvin,Eurasia,54.0,44.0,Russia,wikipedia
meu,Motu,,,,,,meu,meu,Latin,100.0,,0.0,21198,718965,Austronesian,Oceanic,Papunesia,-9.33333333333,147.0,Papua New Guinea,glot500
mgh,Makua,,,,,,mgh,mgh,Latin,100.0,,0.0,9166,36154,Niger-Congo,Bantu,Africa,-15.0,38.6666666667,Mozambique,glot500
mhr,Eastern Mari,Mari (Meadow),,mhr,,,mhr,mhr,Cyrillic,97.59,Latin,2.36,175991,1957943,Uralic,Mari,Eurasia,57.0,48.0,Russia,"glot500, wikipedia"
min,Minangkabau,,,min,,,min,min,Latin,99.75,,0.0,309426,12381459,Austronesian,Malayo-Sumbawan,Papunesia,-1.0,101.0,Indonesia,"community, glot500, wikipedia"
miq,Miskito,,,,,,miq,miq,Latin,100.0,,0.0,35,45,Misumalpan,Misumalpan,North America,14.0,-83.6666666667,Nicaragua,glot500
mkd,Macedonian,,,mkd,,,mkd,mkd,Cyrillic,94.19,Latin,5.74,6535618,783127716,Indo-European,Slavic,Eurasia,41.6666666667,21.75,Macedonia,"community, glot500, news, news-sdk, web, wikipedia"
mkw,Kituba (Congo),,,mkw,,,,mkw,Cyrillic,79.13,Latin,20.47,182327,1577045,,,,,,,community
mlg,Malagasy,,,mlg,,,,mlg,Latin,99.57,,0.0,2918490,102502583,,,,,,,"community, glot500, web"
mlt,Maltese,,,mlt,,,mlt,mlt,Latin,99.82,,0.0,24243992,483452772,Afro-Asiatic,Semitic,Eurasia,35.9166666667,14.4166666667,Malta,"glot500, news, newscrawl, wikipedia"
mon,Mongolian,,,mon,,,,mon,Cyrillic,67.98,Latin,17.79,3259876,157831794,,,,,,,"glot500, news, newscrawl, wikipedia"
mos,Mooré,,,,,,mos,mos,Latin,100.0,,0.0,11805,48623,Niger-Congo,Oti-Volta,Africa,12.8333333333,-1.25,Burkina Faso,glot500
mps,Dadibi,,,,,,mps,mps,Latin,100.0,,0.0,7596,325868,Teberan-Pawaian,Teberan,Papunesia,-6.55,144.583333333,Papua New Guinea,glot500
mri,Maori,,,mri,,,mri,mri,Latin,99.11,Hebrew,0.74,2083923,77081541,Austronesian,Oceanic,Papunesia,-40.0,176.0,New Zealand,"bible, glot500, web, wikipedia"
mrj,Western Mari,Mari (Hill),,mrj,,,mrj,mrj,Cyrillic,92.02,Latin,7.72,28907,127677,Uralic,Mari,Eurasia,57.0,58.0,Russia,wikipedia
msa,Malay (macrolanguage),,,msa,,,,msa,Latin,99.35,,0.0,2559818,113692657,,,,,,,"community, glot500, news, newscrawl, web, wikipedia"
mwl,Mirandese,,,mwl,,,,mwl,Latin,99.42,,0.0,231629,6302540,,,,,,,"glot500, wikipedia"
mya,Burmese,,,mya,,,mya,mya,Myanmar,93.96,Latin,5.99,7306494,19461030,Sino-Tibetan,Burmese-Lolo,Eurasia,21.0,96.0,Myanmar,"bible, glot500, news, web, wikipedia"
myv,Erzya,Mordvin (Erzya),,myv,,,myv,myv,Cyrillic,98.05,Latin,1.88,125124,677041,Uralic,Mordvin,Eurasia,53.0,45.5,Kazakhstan; Russia,"glot500, wikipedia"
mzh,Wichí,,,,,,mzh,mzh,Latin,100.0,,0.0,26346,684575,Matacoan,Matacoan,South America,-22.5,-62.5833333333,Bolivia; Argentina,glot500
mzn,Mazanderani,,,mzn,,,mzn,mzn,Arabic,95.84,Latin,3.83,90057,1944415,Indo-European,Iranian,Eurasia,36.5,52.0,Iran,"community, glot500, wikipedia"
nah,Nahuatl,,,nah,,,,nah,Latin,99.62,,0.0,16710,56511,,,,,,,wikipedia
nan,Min Nan Chinese,,,nan,,,,nan,Latin,95.75,Han,3.64,532383,11789109,,,,,,,"glot500, wikipedia"
nap,Neapolitan,Italian (Napolitanian),,nap,,,nap,nap,Latin,99.84,,0.0,159809,1154696,Indo-European,Romance,Eurasia,40.9166666667,14.25,Italy,"glot500, wikipedia"
naq,Nama,,,,,,naq,naq,Latin,100.0,,0.0,12241,170555,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.5,18.0,Namibia,glot500
nau,Nauru,Nauruan,,nau,,,nau,nau,Latin,100.0,,0.0,517,1281,Austronesian,Oceanic,Papunesia,-0.5,166.916666667,Nauru,wikipedia
nav,Navajo,,,nav,,,nav,nav,Latin,96.53,,0.0,47073,1323895,Na-Dene,Athapaskan,North America,36.1666666667,-108.0,United States,"glot500, wikipedia"
nbl,,,,,,,,nbl,Latin,100.0,,0.0,103245,499068,,,,,,,glot500
nch,,,,,,,,nch,Latin,100.0,,0.0,14991,193576,,,,,,,glot500
nci,Classical Nahuatl,,,nci,,,,nci,Latin,99.23,,0.0,13071,49883,,,,,,,wikipedia
ncj,Nahuatl (North Puebla),,,,,,ncj,ncj,Latin,100.0,,0.0,17331,161932,Uto-Aztecan,Aztecan,North America,20.0,-98.25,Mexico,glot500
nde,North Ndebele,Ndebele,,nde,,,nde,nde,Latin,100.0,,0.0,162222,806074,Niger-Congo,Bantu,Africa,-25.3333333333,29.0,South Africa,"glot500, web"
ndo,Ndonga,,,ndo,,,ndo,ndo,Latin,100.0,,0.0,38504,283171,Niger-Congo,Bantu,Africa,-18.0,17.0,Angola; Namibia,"community, glot500, wikipedia"
nds,Low Saxon,Low German,,nds,,,nds,nds,Latin,99.86,,0.0,1081135,23638355,Indo-European,Germanic,Eurasia,53.0,10.0,Germany,"glot500, wikipedia"
nep,Nepali,,,nep,,,,nep,Devanagari,97.5,Latin,2.44,2228615,70222535,,,,,,,"bible, community, glot500, news, wikipedia"
new,Newari,Newari (Kathmandu),,new,,,new,new,Devanagari,93.84,Latin,4.97,192598,3340116,Sino-Tibetan,Himalayish,Eurasia,27.6666666667,85.5,Nepal,"glot500, wikipedia"
ngl,,,,,,,,ngl,Latin,100.0,,0.0,85,106,,,,,,,glot500
ngu,Nahuatl (Xalitla),,,,,,ngu,ngu,Latin,100.0,,0.0,17290,181428,Uto-Aztecan,Aztecan,North America,18.0,-99.5,Mexico,glot500
nia,Nias,,,nia,,,nia,nia,Latin,99.88,,0.0,9684,89451,Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,1.0,97.75,Indonesia,wikipedia
niu,Niuean,,,,,,niu,niu,Latin,100.0,,0.0,31,38,Austronesian,Oceanic,Papunesia,-19.05,-170.116666667,New Zealand,glot500
nld,Dutch,Dutch (Brabantic),,nld,,,nld,nld,Latin,99.93,,0.0,16011074,2353343087,Indo-European,Germanic,Eurasia,50.75,4.5,Belgium,"bible, glot500, news, newscrawl, web, web-public, wikipedia"
nnb,Nande,,,,,,nnb,nnb,Latin,100.0,,0.0,33395,70823,Niger-Congo,Bantu,Africa,-0.0833333333333,29.1666666667,Democratic Republic of Congo,glot500
nno,Norwegian Nynorsk,,,nno,,,,nno,Latin,99.38,,0.0,2990444,108455560,,,,,,,"glot500, wikipedia"
nob,Norwegian Bokmål,,,nob,,,,nob,Latin,99.96,,0.0,12450623,1132728702,,,,,,,"glot500, news, newscrawl, web"
non,Old Norse,,,non,,,,non,Latin,100.0,,0.0,66867,1138135,,,,,,,web
nor,Norwegian,,,nor,,,nor,nor,Latin,99.9,,0.0,5685593,288548657,Indo-European,Germanic,Eurasia,61.0,8.0,Norway,"bible, community, glot500, news, wikipedia"
nov,Novial,,,nov,,,,nov,Latin,99.71,,0.0,8732,39655,,,,,,,wikipedia
npi,Nepali,,,,,,npi,npi,Devanagari,98.33,Latin,1.67,69450,761214,Indo-European,Indic,Eurasia,28.0,85.0,Nepal,glot500
nso,Sepedi,Sotho (Northern),,nso,,,nso,nso,Latin,99.96,,0.0,163436,4620216,Niger-Congo,Bantu,Africa,-24.0,29.0,South Africa,"glot500, mixed, web, wikipedia"
nya,Chichewa,,,,,,nya,nya,Latin,99.57,,0.0,2804481,42121483,Niger-Congo,Bantu,Africa,-14.0,34.0,Mozambique; Malawi; Zambia; Zimbabwe,glot500
nyu,,,,,,,,nyu,Latin,100.0,,0.0,7576,32816,,,,,,,glot500
oci,Occitan (post 1500),Occitan,Occitan,oci,Occitan,,oci,oci,Latin,99.6,,0.0,1567552,41796789,Indo-European,Romance,Eurasia,44.0,2.0,France,"community, glot500, wikipedia"
ori,Oriya,,Odia,ori,Odia,,,ori,Oriya,91.98,Latin,7.78,619550,12552933,,,,,,,"community, glot500, wikipedia"
orm,Oromo,,,orm,,,,orm,Latin,99.81,,0.0,724321,16132068,,,,,,,"glot500, wikipedia"
ory,Oriya,,,,,,ory,ory,Oriya,98.57,Latin,1.41,1867703,89086018,Indo-European,Indic,Eurasia,21.0,85.0,India,glot500
oss,Ossetic,,,oss,,,oss,oss,Cyrillic,89.97,Latin,9.9,174587,1652928,Indo-European,Iranian,Eurasia,43.0,44.0,Russia; Georgia,"glot500, wikipedia"
ote,Otomí (Mezquital),,,,,,ote,ote,Latin,100.0,,0.0,10020,247824,Oto-Manguean,Otomian,North America,20.1666666667,-99.1666666667,Mexico,glot500
pag,Pangasinan,,,pag,,,pag,pag,Latin,99.62,,0.0,29084,234473,Austronesian,Northern Luzon,Papunesia,15.9166666667,120.333333333,Philippines,"community, glot500, wikipedia"
pam,Pampanga,Kapampangan,,pam,,,pam,pam,Latin,99.52,,0.0,1263047,9767171,Austronesian,Central Luzon,Papunesia,15.3333333333,120.5,Philippines,"community, glot500, wikipedia"
pan,Punjabi,Panjabi,,pan,,,pan,pan,Gurmukhi,94.08,Latin,5.51,2960348,358116781,Indo-European,Indic,Eurasia,31.0,74.0,Pakistan; India,"glot500, newscrawl, wikipedia"
pap,Papiamento,Papiamentu,,pap,,,pap,pap,Latin,99.83,,0.0,169869,9468593,other,Creoles and Pidgins,North America,12.25,-69.0,Netherlands Antilles,"glot500, news, newscrawl, wikipedia"
pau,Palauan,,,,,,pau,pau,Latin,100.0,,0.0,25,27,Austronesian,Palauan,Papunesia,7.5,134.583333333,Palau,glot500
pcd,Picard,,,pcd,,,,pcd,Latin,99.62,,0.0,93854,567964,,,,,,,"glot500, wikipedia"
pcm,Nigerian Pidgin,,,,,,pcm,pcm,Latin,99.85,,0.0,132720,8837721,other,Creoles and Pidgins,Africa,6.5,3.33333333333,Nigeria,glot500
pdc,Pennsylvania German,,,pdc,,,,pdc,Latin,99.86,,0.0,9573,52635,,,,,,,wikipedia
pes,Iranian Persian,Persian,,pes,,,pes,pes,Arabic,94.3,Latin,5.62,6101857,804772687,Indo-European,Iranian,Eurasia,32.0,54.0,Iran,"bible, community, glot500, web, wikipedia"
pfl,Pfaelzisch,,,pfl,,,,pfl,Latin,99.94,,0.0,112181,852957,,,,,,,"glot500, wikipedia"
pis,,,,,,,,pis,Latin,100.0,,0.0,1371,15585,,,,,,,glot500
pls,,,,,,,,pls,Latin,100.0,,0.0,9252,333867,,,,,,,glot500
plt,Plateau Malagasy,Malagasy,,plt,,,plt,plt,Latin,99.55,,0.0,190356,4693503,Austronesian,Barito,Africa,-20.0,47.0,Madagascar,"bible, glot500, wikipedia"
pms,Piemontese,Italian (Turinese),,pms,,,pms,pms,Latin,99.69,,0.0,233727,5812277,Indo-European,Romance,Eurasia,45.0,7.66666666667,Italy,"glot500, wikipedia"
pnb,Western Panjabi,,,pnb,,,,pnb,Arabic,95.66,Latin,4.08,835794,36107892,,,,,,,"community, glot500, wikipedia"
pnt,Pontic,,,pnt,,,,pnt,Greek,93.42,Latin,6.58,6543,21375,,,,,,,wikipedia
poh,Pokomchí,,,,,,poh,poh,Latin,100.0,,0.0,28585,1438651,Mayan,Mayan,North America,15.4166666667,-90.5,Guatemala,glot500
pol,Polish,,,pol,,,pol,pol,Latin,99.87,,0.0,7485559,812470390,Indo-European,Slavic,Eurasia,52.0,20.0,Poland,"bible, glot500, news, newscrawl, wikipedia"
pon,Pohnpeian,,,,,,pon,pon,Latin,100.0,,0.0,32650,1203364,Austronesian,Oceanic,Papunesia,6.88333333333,158.25,Micronesia,glot500
por,Portuguese,,,por,,,por,por,Latin,99.9,,0.0,7941319,2320210723,Indo-European,Romance,Eurasia,39.0,-8.0,Portugal,"bible, glot500, news, newscrawl, wikipedia"
prs,Dari,,,prs,,,prs,prs,Arabic,96.56,Latin,3.4,136911,1968787,Indo-European,Iranian,Eurasia,35.0,66.0,Afghanistan,"community, glot500"
pus,Pashto,,,pus,,,,pus,Arabic,92.69,Latin,7.26,637296,19351777,,,,,,,"glot500, news, newscrawl, wikipedia"
qub,Quechua (Huallaga),,,,,,qub,qub,Latin,100.0,,0.0,579,745,Quechuan,Quechuan,South America,-9.5,-75.5,Peru,glot500
quc,Quiché,,,,,,quc,quc,Latin,100.0,,0.0,12223,289437,Mayan,Mayan,North America,15.0,-91.4166666667,Guatemala,glot500
que,Quechua,,,que,,,,que,Latin,99.12,,0.0,328493,2424539,,,,,,,"community, glot500, wikipedia"
quh,Quechua (Cochabamba),,,,,,quh,quh,Latin,100.0,,0.0,99838,593694,Quechuan,Quechuan,South America,-17.5,-66.0,Bolivia,glot500
quw,,,,,,,,quw,Latin,100.0,,0.0,15362,112187,,,,,,,glot500
quy,Quechua (Ayacucho),,,,,,quy,quy,Latin,100.0,,0.0,14764,30375,Quechuan,Quechuan,South America,-14.0,-74.0,Peru,glot500
quz,Quechua (Cuzco),,,,,,quz,quz,Latin,100.0,,0.0,122,151,Quechuan,Quechuan,South America,-14.5,-71.0,Peru,glot500
qvi,Quechua (Imbabura),,,,,,qvi,qvi,Latin,100.0,,0.0,19448,140334,Quechuan,Quechuan,South America,0.333333333333,-78.0,Ecuador,glot500
rap,Rapanui,,,,,,rap,rap,Latin,100.0,,0.0,1078,6416,Austronesian,Oceanic,Papunesia,-27.1166666667,-109.366666667,Chile,glot500
rmy,Romani (Kalderash),,,,,,rmy,rmy,Latin,66.21,Cyrillic,33.5,12227,45895,Indo-European,Indic,Eurasia,45.0,21.0,Serbia and Montenegro,glot500
