language,original_distinct_words,original_total_frequency,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_frequency_entropy,morph_frequency_entropy,word_frequency_perplexity,morph_frequency_perplexity,avg_root_count,avg_prefix_count,avg_suffix_count,avg_interfix_count,avg_root_count_weighted,avg_prefix_count_weighted,avg_suffix_count_weighted,avg_interfix_count_weighted,cutoff_word_pct
Banjar,33546.0,384007.0,18146,10055,364807,921924,0.04974137009432385,0.010906538933794977,18146,7496,1.0,0.7454997513674788,0,0,0.0,0.0,7.571255373084977,4.945201392342119,5.889538852050537,2.330501212681306,11.312990348027832,7.72094390776737,2544.1893798069186,210.97729075502141,1.0007164113303206,0.0012123884051581616,2.4993938057974208,0.0,1.0003261998810329,0.0002686351961448108,1.5266181844098385,0.0,54.09288737852501
Tibetan,23930.0,49048.0,21478,23041,46596,422146,0.4609408532921281,0.05458064271602716,21478,21348,1.0,0.926522286359099,15167,15276,0.7061644473414657,0.6629920576363874,30.558199087438307,16.93138318649364,23.746780839557044,2.621142922116993,12.070881369810111,6.178808217967734,4302.267070124662,72.44469879114291,1.0,4.6559269950647176e-05,12.295139212217153,0.0,1.0,2.1461069619709845e-05,8.059683234612413,0.0,89.75344755536983
Bosnian,780361.0,32030531.0,115807,30250,30429012,79721165,0.003805808745942852,0.0003794475406875953,115807,13570,1.0,0.44859504132231404,0,0,0.0,0.0,8.08974414327286,5.418909090909091,5.293231242604919,2.020389403491532,12.177173610501066,7.288152293848267,4631.2104783009445,156.29765185162114,1.0002676867546867,0.0017960917733815746,2.8243888538689372,0.0,1.000106805965307,0.0016515159940125562,1.6181481344185609,0.0,14.840182940972191
Bishnupriya,54182.0,1020244.0,17461,15618,969232,1396898,0.018015294583752908,0.011180487050593529,17461,14042,1.0,0.8990907926751185,0,0,0.0,0.0,7.082641314930417,5.625624279677296,5.733770655529327,3.97835346603689,8.30563865733901,7.443643761715242,316.4072083672565,174.08447789270681,1.0001145409770344,0.0002290819540690682,1.5319855678368937,0.0,1.0003188091189725,9.079353550027238e-05,0.44083253545074863,0.0,32.226569709497625
Breton,189008.0,5080908.0,42939,21033,4826864,9985999,0.008895837960215992,0.0021062489591677307,42938,14507,0.9999767111483733,0.6897256691865165,0,0,0.0,0.0,7.30098511842381,5.176912470879095,4.157514899943317,2.0095895262957666,10.04317610155601,7.315286861927834,1055.1088317647286,159.26515636537005,1.0002561714019562,0.0018863530507685143,2.4606893339543547,0.0,1.000062566502806,0.0014848149854646826,1.0672993894172282,0.0,22.718086006941505
Buriat,40799.0,296804.0,27851,14333,281965,801695,0.09877467061514728,0.017878370203132113,27851,9520,1.0,0.664201493057978,0,0,0.0,0.0,8.009335391906934,5.009628130886765,6.339134289716809,2.2295436543822778,12.480970290258448,7.944608374225612,5716.713563071595,246.35729360948847,1.0002154321209293,0.00017952676744102544,2.810383828228789,0.0,1.0000815704076746,0.00025889738088060577,1.842902487897434,0.0,68.26392803745189
Buginese,2685.0,6539.0,2359,1807,6213,17327,0.3796877514888138,0.10428810526923299,2359,1300,1.0,0.7194244604316546,1541,902,0.6532428995337007,0.4991698948533481,6.955913522679102,3.8965135583840618,5.8789634637051345,2.108039475962371,9.88263049131703,7.396061877350488,943.991782918517,168.43660331340834,1.0004239084357778,0.000423908435777872,2.3688003391267487,0.0,1.0001609528408177,0.00016095284081764043,1.7885079671656205,0.0,87.8584729981378
Bulgarian,1621793.0,161326086.0,69252,25540,153259797,404154220,0.00045186018352875675,6.319369868264644e-05,69252,14003,1.0,0.5482772122161316,0,0,0.0,0.0,8.19265869577774,5.798668754894283,5.014401356671509,1.901517034759652,11.192328128861718,6.741711646301892,2340.05727938606,107.01814716798566,1.0020504822965401,0.012736094264425577,2.858444521457864,0.0,1.0006460272161264,0.008366153584295821,1.6280409010329042,0.0,4.270088722790146
Catalan,2048225.0,319812056.0,38806,14878,303821676,715460950,0.00012772623899290187,2.079498538669371e-05,38806,8819,1.0,0.5927544024734507,0,0,0.0,0.0,7.774828634747204,5.61318725635166,4.554265868114031,1.9339765349876887,10.204751682676546,6.793430576056496,1180.1476740879893,110.92421829856264,1.002370767407102,0.018991908467762716,2.617327217440602,0.0,1.0006751624923562,0.0049185101592290606,1.3492802534602568,0.0,1.8946160700118393
Chavacano,20010.0,223464.0,11096,5938,212291,460545,0.05226787758312882,0.012893419752684319,11096,3818,1.0,0.6429774334792859,0,0,0.0,0.0,7.58507570295602,4.701414617716403,4.683538162239567,2.1589052101314747,9.505823294949431,7.125728209852186,727.0059165403517,139.65546401149967,1.0002703677000722,0.0001802451333813987,2.4875630857966833,0.0,1.0000565261833991,0.00012247339736493775,1.1692252615513612,0.0,55.45227386306847
Min Dong Chinese,13088.0,90428.0,8567,7352,85907,179942,0.09972412026959386,0.040857609674228364,8567,5881,1.0,0.7999183895538629,2186,1814,0.2551651686704797,0.24673558215451577,7.740749387183378,5.088275299238303,5.396172605259175,2.576213446555001,10.146826544208722,8.300978695270212,1133.7026208062691,315.3868493512826,1.0,0.0,2.200303490136571,0.0,1.0,0.0,1.0946139429848558,0.0,65.45690709046454
Cebuano,1172968.0,52726915.0,63636,32431,50090572,99067642,0.0012704187127270178,0.00032736218754454656,63636,24250,1.0,0.7477413585766705,0,0,0.0,0.0,7.360173486705638,5.423483703863587,5.050888658248901,2.5538298569779223,6.831880970398258,6.034659135304465,113.92029447093887,65.55614593273687,1.00022000125715,0.0008014331510465774,2.539238795650261,0.0,1.0000148331306737,0.0002752214528514468,0.9774846252504363,0.0,5.425211940990718
Czech,7810416.0,1361596771.0,153751,45115,1293517097,3129689073,0.00011886275052458776,1.4415169988996539e-05,153750,21601,0.999993495977262,0.4787986257342347,0,0,0.0,0.0,7.901470559541076,5.661797628283276,5.221403460119863,2.1580337498273905,12.70778636955127,8.349700953536756,6689.980867231412,326.2198936773526,1.0020292418960404,0.01285836932202508,2.575146989957854,6.503980436026848e-06,1.0012570649462393,0.006741555268364574,1.4115205730442695,3.16192187137361e-07,1.9685379114249484
Chamorro,1929.0,10277.0,1416,1074,9764,20697,0.1450225317492831,0.05189157848963618,1416,753,1.0,0.7011173184357542,730,430,0.5155367231638418,0.40037243947858475,6.692090395480226,3.797951582867784,4.344940598115526,2.049765666521718,7.206885796780989,6.042769518701641,147.73683818444795,65.92572006462053,1.0,0.0,2.239406779661017,0.0,1.0,0.0,1.119827939369111,0.0,73.40590979782272
Chechen,126319.0,1293044.0,61667,30045,1228392,2969278,0.050201401507010794,0.010118621429182448,61667,20563,1.0,0.6844067232484606,12564,5414,0.20373943924627436,0.18019637210850392,7.644153274847163,4.8226660009985025,5.859949429823705,2.4242644171411367,10.766715345899474,7.369248455470896,1742.2251305746347,165.3350117560156,1.0001621612856146,0.0001297290284917379,2.7320771239074384,0.0,1.0000105829409505,0.0001221108571205283,1.4170745169294492,0.0,48.818467530616935
Cherokee,20723.0,269931.0,8608,6715,256436,609955,0.03356782978988909,0.011009008861309441,8608,5250,1.0,0.7818317200297841,0,0,0.0,0.0,6.176696096654275,4.053164556962026,4.057503626635886,1.7058471526588026,9.79879645287659,7.831716743458115,890.7004130661203,227.81465453987474,1.0,0.00023234200743494423,1.9814126394052045,0.0,1.0,2.7297259355160744e-05,1.3785583927373692,0.0,41.538387299136225
Chuvash,141084.0,1914680.0,71523,31444,1818947,4981666,0.03932110171434352,0.006311944638600821,71523,20187,1.0,0.641998473476657,0,0,0.0,0.0,8.070368972218727,5.172560742908027,6.1952635233462,2.2620657426652047,12.779317066869801,8.034448093851498,7030.039435441713,262.18622759321937,1.000153796680788,9.787061504690799e-05,2.871453937894104,0.0,1.0002468461148126,0.0002133102283903819,1.7383035349573133,0.0,50.69533044143915
Central Kurdish,235390.0,1838565.0,143462,102786,1746637,3575864,0.08213612788461483,0.028744381777383032,143462,82159,1.0,0.7993209191913295,63184,48345,0.44042324796810306,0.4703461560912965,7.997874001477744,6.523981865234565,5.331747810220441,2.604301505873825,12.263077021022369,8.372788376413103,4915.345190260302,331.4823802189114,1.0001533507130809,0.00015335071308081582,1.6561737602988944,0.0,1.0011639510671078,0.0005731013370265258,1.0455481018666157,0.0,60.94651429542461
Cornish,19819.0,154199.0,12110,7791,146490,308468,0.0826677588913919,0.02525707690911213,12110,5576,1.0,0.7156975997946349,2529,1563,0.2088356729975227,0.2006160954948017,6.952683732452519,4.596842510589141,4.359874394156598,2.070483810314198,9.88411891689493,7.454444928528113,944.966199911766,175.3927043730447,1.000578034682081,0.0005780346820809249,2.135755573905863,0.0,1.0003003617994402,0.0005119803399549457,1.1049150112635675,0.0,61.102981986982186
Corsican,42166.0,404208.0,22094,10429,383999,850593,0.05753660816825044,0.012260858013174338,22094,6581,1.0,0.6310288618275961,0,0,0.0,0.0,7.655109984611206,4.9499472624412695,4.2717923744593085,1.9284945914203384,9.857875089954419,6.894651410952048,927.9318799949219,118.98627929774968,1.000045261156875,0.0005431338825020367,2.5230379288494613,0.0,1.0000260417344837,0.0005781265055377748,1.214487537727963,0.0,52.39766636626666
Crimean Turkish,20477.0,112625.0,14846,8159,106994,279419,0.1387554442305176,0.029199875455856616,14846,5205,1.0,0.6379458266944479,2918,1432,0.19655125959854505,0.17551170486579237,8.039808702680856,4.703885280058831,6.307568648709274,2.415268825670409,11.141252734841226,7.973941609644124,2258.6620892511028,251.41756053078433,1.0002020746328977,0.0008756567425569177,2.6273743769365487,0.0,1.0001121558218218,0.0002897358730396097,1.6111370731069032,0.0,72.50085461737558
Kashubian,70767.0,298338.0,55851,24346,283422,714260,0.1970595084361835,0.034085627082574975,55851,14669,1.0,0.6025219748624004,25484,7449,0.45628547385006535,0.3059640187299762,7.670838480958264,4.796927626714861,5.179308592840358,2.055175986335508,12.472368571792023,8.63017871931979,5682.730456843366,396.2257192704562,1.0005192386886537,0.0002506669531431845,2.524019265545827,0.0,1.0001764153805985,0.00023992491761401727,1.519712654628081,0.0,78.92237907499258
Welsh,176869.0,4775156.0,32235,17770,4536404,9884406,0.007105848597258975,0.0017977812728453284,32234,12612,0.9999689778191407,0.7097355092853124,0,0,0.0,0.0,7.300729021250194,5.279797411367473,4.376199077507206,2.0084370269695517,10.19422655325428,7.169360939281246,1171.5692792042814,143.94371015885358,1.000527360714729,0.0023265913885097407,2.3486474748728132,0.0,1.0001399787144178,0.007492718902461068,1.1712834659346918,0.0,18.22535322752998
Danish,16468825.0,3018786162.0,89734,46000,2867846877,4806952470,3.128967613984643e-05,9.569472610158761e-06,89734,31868,1.0,0.6927826086956522,0,0,0.0,0.0,8.893451757416363,6.527391304347826,4.716480627148909,2.813871017326701,10.71772316791709,8.952437088735682,1684.0545642714703,495.3955464444462,1.0103528205585397,0.004535627521340852,2.109735440301335,0.00010029643167584194,1.004313050706856,0.0009094599927623681,0.6708978263207321,3.408864008188119e-05,0.5448719019116421
