language,original_distinct_words,original_total_frequency,word_count,morph_count,word_total_frequency,morph_total_frequency,word_ttr,morph_ttr,word_hapax_count,morph_hapax_count,word_hapax_ratio,morph_hapax_ratio,word_freq_hapax_count,morph_freq_hapax_count,word_freq_hapax_ratio,morph_freq_hapax_ratio,word_avg_length,morph_avg_length,word_avg_length_weighted,morph_avg_length_weighted,word_frequency_entropy,morph_frequency_entropy,word_frequency_perplexity,morph_frequency_perplexity,avg_root_count,avg_prefix_count,avg_suffix_count,avg_interfix_count,avg_root_count_weighted,avg_prefix_count_weighted,avg_suffix_count_weighted,avg_interfix_count_weighted,cutoff_word_pct
Azerbaijani,1359898.0,37888534.0,256656,77796,35994111,102325477,0.007130499764253102,0.0007602798665673456,256655,43252,0.9999961037341811,0.5559668877577253,0,0,0.0,0.0,8.841347952122685,5.946629646768471,6.377302414831137,2.243286205252676,13.489611119886739,7.896660664817847,11502.111596693643,238.30421593423415,1.0005649563425116,0.001858511554331267,3.1215708124072203,0.0,1.000493136224423,0.003676295825169845,1.8386712204115834,0.0,18.873180194396934
Bashkir,405651.0,7039259.0,136983,50624,6687298,18222925,0.020484057985751494,0.002778039200622293,136983,29233,1.0,0.577453381795196,0,0,0.0,0.0,8.503960345444325,5.460335018963337,6.11001050050409,2.2422010187716848,13.101222417608763,8.15642814039261,8787.41075930748,285.31823431494007,1.000182504398356,0.0007884190008979217,2.998109254433032,0.0,1.0001384714723345,0.002253526013047422,1.7226136774523881,0.0,33.768682931879866
Bambara,5889.0,49105.0,4081,2515,46650,99029,0.087481243301179,0.025396600995667935,4081,1734,1.0,0.6894632206759443,0,0,0.0,0.0,6.320999754962019,3.9610337972167,3.92550911039657,1.8492057882034556,9.32508468083955,6.862921321722211,641.4018393759592,116.39790822456006,1.000490075961774,0.0007351139426611125,2.0933594707179615,0.0,1.000085744908896,0.0003215434083601286,1.1227438370846732,0.0,69.29869247750042
Balinese,25539.0,192302.0,15924,8028,182687,420376,0.08716547975499078,0.01909718918301711,15924,5649,1.0,0.703662182361734,5168,2159,0.3245415724692288,0.26893373193821624,7.168425018839487,4.622446437468859,5.783312441498301,2.513311892210783,10.49412959292074,7.843156104743321,1442.2740376426682,229.62821412014486,1.000565184626978,0.0004395880432052248,2.304571715649334,0.0,1.0003174829079244,4.9264589160695614e-05,1.3007055783936459,0.0,62.3516974039704
Bavarian,274091.0,3953855.0,135280,69013,3756164,9253121,0.03601546684330077,0.007458348377806796,135279,49397,0.9999926079243051,0.7157636966948256,0,0,0.0,0.0,8.981054109994087,6.2491124860533525,4.750519412890385,1.9284012388901,11.579295714578599,7.375770028682707,3059.957106700405,166.08408559540663,1.0003178569052564,0.0006135377473555045,2.969714889748006,0.0,1.0002582421853785,0.0005449708798657354,1.4626659006369265,0.0,49.35587086040768
Central Bicolano,32072.0,438752.0,16475,8863,416816,979954,0.0395258339411155,0.009044302079485363,16475,6265,1.0,0.7068712625521832,0,0,0.0,0.0,7.888376327769348,4.9299334311181315,4.9192137537906415,2.092350253175149,9.390661602149263,6.902253023228657,671.2291696228189,119.61487689825712,1.0003641881638847,0.0013353566009104705,2.6943247344461305,0.0,1.000081570765038,0.00024711143526160226,1.350823864726882,0.0,51.36879521077575
Belarusian,794642.0,26307189.0,142027,46737,24991836,64112820,0.005682935819521223,0.000728980568940814,142027,23130,1.0,0.494896976699403,0,0,0.0,0.0,8.662458546614376,5.875879923829086,6.00589004345259,2.341157649905276,12.71717033039287,7.9349487365260245,6733.63744777508,244.7133057192034,1.0004506185443613,0.001851760580734649,2.8380307969611414,0.0,1.0001536901890682,0.001210875423478291,1.5639859752600809,0.0,17.87307995298512
Bengali,1874766.0,74414374.0,153698,71645,70693669,121440814,0.0021741409404001932,0.0005899581667823801,153698,47408,1.0,0.6617070277060507,0,0,0.0,0.0,7.548263477729053,6.1350966571289,5.295538572202272,3.0826625635101554,12.818254400963175,9.833756966825794,7222.358912638149,912.5482090229045,1.0057840700594673,0.006115889601686424,1.6554672149279757,0.0,1.003947637800494,0.01004843870813948,0.7038496049766493,0.0,8.198249808242736
unknown,43883.0,658101.0,17311,13573,625197,900142,0.027688872467398276,0.01507873202228093,17311,11218,1.0,0.8264937744050689,0,0,0.0,0.0,5.815435272370169,4.700213659471008,3.925046025492765,2.726155428810121,9.974162957717457,8.945133559070502,1005.824550720389,492.89398295531157,1.0001155334758247,0.0017330021373693028,1.3051816763907342,0.0,1.000159949583891,0.0032965609239967563,0.4363168729216551,0.0,39.4480778433562
Bikol,83196.0,1247534.0,33483,16415,1185159,2920695,0.028251905440535827,0.005620237648915755,33483,11543,1.0,0.7031982942430703,0,0,0.0,0.0,7.849505719320252,5.125921413341456,4.932952456168328,2.0016924054035083,9.886885713932935,6.856704112541179,946.7801926694466,115.89737758308426,1.000209061314697,0.0007765134545888959,2.730490099453454,0.0,1.0000472510439526,0.00021178592914537206,1.4642339129180135,0.0,40.245925284869465
Bislama,1614.0,6465.0,1291,1115,6142,11029,0.21019211983067404,0.10109710762535135,1291,869,1.0,0.7793721973094171,821,595,0.6359411309062742,0.5336322869955157,5.738962044926414,3.5506726457399105,4.127157277759688,2.29839514008523,7.652765807637155,6.946040355382908,201.23895706153675,123.30097138822474,1.0007745933384973,0.0,1.7428350116189,0.0,1.0001628134158254,0.0,0.7955063497232172,0.0,79.98760842627014
