file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
hne,32234,314932,206,157532,313,173230,473,189003,714,204737,1082,220471,1282,226762,1523,233051,1817,239364,2180,245647,2632,251954,2901,255105,3199,258252,3535,261402,3919,264548,4360,267696,4866,270846,5459,273991,6122,277144,6909,280292,7854,283440,8379,285015,8904,286590,9518,288164,10305,289738,11093,291314,11880,292888,12667,294462,13455,296038,14913,297611,16488,299186,18063,300761,19637,302335,21212,303910,22787,305485,24361,307059,25936,308634,27511,310209,29085,311783,30660,313358,32234,314932,381,180687,3325,259512,1611,235066,9670,288468
hnj,509,2615,46,1308,58,1448,71,1572,88,1700,109,1832,120,1887,132,1939,145,1991,158,2043,173,2092,182,2119,191,2146,200,2173,208,2197,217,2224,226,2249,240,2277,253,2303,266,2329,279,2355,285,2367,292,2381,298,2393,305,2407,313,2419,326,2432,340,2446,353,2459,366,2472,379,2485,392,2498,405,2511,418,2524,431,2537,444,2550,457,2563,470,2576,483,2589,496,2602,509,2615,1,118,65,1518,25,961,152,2019
hrv,9010643,1136493682,919,568359981,1540,625142054,2515,681897726,4014,738743998,6394,795556970,7737,818278898,9387,841015873,11413,863742828,13936,886466380,17113,909197943,19020,920560095,21187,931925730,23668,943292431,26530,954658358,29866,966021360,33782,977386890,38409,988750006,43964,1000114721,50725,1011479738,59075,1022845402,64015,1028526927,69590,1034210136,75923,1039892344,83158,1045574199,91497,1051256659,101210,1056939642,112661,1062621893,126343,1068304239,142874,1073986696,163266,1079669222,189007,1085351537,222487,1091034079,267694,1096716474,331636,1102398888,427978,1108081376,586615,1113763813,884002,1119446282,1560438,1125128747,3548306,1130811215,9010643,1136493682,279329,1097918136,1092270,1121804043,450532,1109099890,2703192,1129120987
hrx,728,1848,80,926,105,1019,135,1109,178,1202,224,1294,243,1332,261,1368,285,1405,322,1442,359,1479,377,1497,396,1516,414,1534,433,1553,451,1571,470,1590,488,1608,507,1627,525,1645,544,1664,553,1673,562,1682,571,1691,581,1701,590,1710,599,1719,608,1728,618,1738,627,1747,636,1756,645,1765,655,1775,664,1784,673,1793,682,1802,692,1812,701,1821,710,1830,719,1839,728,1848,0,0,27,623,36,694,218,1282
hsb,518353,9360515,727,4681042,1233,5148639,2071,5616359,3429,6084395,5679,6552466,6972,6739597,8579,6926847,10588,7114006,13134,7301225,16402,7488452,18386,7582037,20649,7675634,23244,7769239,26251,7862847,29759,7956460,33890,8050053,38776,8143651,44639,8237260,51738,8330862,60372,8424472,65411,8471269,71039,8518074,77342,8564874,84365,8611679,92165,8658479,101422,8705279,111704,8752082,123405,8798886,137288,8845688,152889,8892491,169608,8939292,193010,8986096,216411,9032898,239812,9079700,284341,9126503,331143,9173305,377946,9220108,424748,9266910,471551,9313713,518353,9360515,8995,6969270,61818,8438932,25917,7853161,155505,8900339
hui,29029,1122273,136,561206,180,618363,236,674077,313,729787,422,785839,479,808090,548,830705,631,853165,732,875563,857,897828,932,909088,1016,920325,1111,931536,1218,942757,1340,953946,1481,965202,1644,976405,1835,987620,2064,998851,2344,1010081,2504,1015658,2683,1021273,2883,1026898,3107,1032512,3358,1038113,3639,1043727,3958,1049336,4323,1054945,4746,1060556,5240,1066162,5832,1071771,6552,1077385,7423,1082996,8500,1088609,9871,1094217,11679,1099828,14266,1105439,17807,1111051,23418,1116662,29029,1122273,1212,942163,5521,1068972,1451,962944,8708,1089565
hun,18649899,1256924387,1134,628499398,1959,691348235,3357,754162059,5732,817001494,9892,879848883,12366,904986105,15526,930130242,19587,955264582,24874,980402510,31903,1005542365,36291,1018110401,41429,1030679632,47487,1043249143,54684,1055816801,63296,1068386405,73732,1080955412,86482,1093524551,102318,1106093923,122322,1118663148,148083,1131232008,163843,1137516837,182056,1143801297,203272,1150085937,228200,1156370535,257763,1162655188,293194,1168939760,336248,1175224336,389390,1181508950,456092,1187793562,541497,1194078180,653500,1200362804,804658,1206647417,1016492,1212932052,1326373,1219216662,1805619,1225501282,2603055,1231785904,4030654,1238070524,6737205,1244355144,12365278,1250639766,18649899,1256924387,406516,1183269185,1920006,1226645152,932494,1210702598,5594969,1242070672
hus,14763,485897,59,243690,85,267902,122,291893,176,316013,258,340180,302,349951,354,359636,417,369349,492,379021,587,388807,642,393641,704,398466,774,403298,855,408193,945,413024,1049,417906,1167,422740,1305,427599,1466,432450,1654,437328,1758,439745,1873,442176,2000,444608,2140,447037,2296,449457,2475,451894,2674,454322,2901,456747,3161,459181,3457,461610,3803,464035,4207,466467,4691,468895,5286,471324,6020,473751,6922,476180,8137,478610,9905,481039,12334,483468,14763,485897,552,385408,2995,457687,738,400886,4428,467580
hye,3611853,90442568,1533,45226341,2451,49743466,3927,54267091,6310,58788482,10294,63310086,12625,65118951,15568,66927930,19364,68736642,24322,70545416,30960,72354088,35143,73258669,40060,74162931,45907,75067436,52913,75971849,61395,76876210,71793,77780679,84675,78685085,100898,79589500,121629,80493907,148637,81398339,165273,81850538,184575,82302738,207121,82754959,233766,83207169,265466,83659384,303379,84111592,349143,84563806,404411,85016019,473014,85468229,556958,85920442,661428,86372655,793560,86824866,950059,87277079,1176165,87729291,1402272,88181505,1803002,88633717,2255215,89085930,2707428,89538143,3159641,89990356,3611853,90442568,60073,76746553,335468,84440731,180592,82215112,1083555,87544071
hyw,1480,2054,453,1027,556,1130,659,1233,762,1336,864,1438,905,1479,946,1520,988,1562,1029,1603,1070,1644,1090,1664,1111,1685,1131,1705,1152,1726,1172,1746,1193,1767,1213,1787,1234,1808,1255,1829,1275,1849,1285,1859,1296,1870,1306,1880,1316,1890,1326,1900,1337,1911,1347,1921,1357,1931,1368,1942,1378,1952,1388,1962,1398,1972,1409,1983,1419,1993,1429,2003,1439,2013,1450,2024,1460,2034,1470,2044,1480,2054,0,0,11,244,74,504,444,1018
iba,185,290,41,145,55,160,69,174,84,189,98,203,104,209,110,215,116,221,122,227,127,232,130,235,133,238,136,241,139,244,142,247,145,250,148,253,151,256,154,259,156,261,158,263,159,264,161,266,162,267,164,269,165,270,167,272,168,273,170,275,171,276,172,277,174,279,175,280,177,282,178,283,180,285,181,286,183,288,184,289,185,290,0,0,2,22,9,63,55,160
ibo,1324636,45904945,371,22954079,583,25250437,927,27544198,1476,29839166,2368,32134794,2877,33052402,3515,33969660,4329,34888049,5408,35805865,6865,36724446,7789,37183168,8880,37642419,10188,38101302,11771,38560320,13703,39019374,16100,39478407,19093,39937388,22899,40396393,27859,40855418,34404,41314453,38485,41544027,43246,41773522,48821,42003050,55408,42232560,63251,42462094,72640,42691611,83972,42921128,97885,43150658,115029,43380184,136323,43609700,163375,43839224,198691,44068752,244325,44298272,305348,44527797,384803,44757323,499565,44986847,636062,45216371,865587,45445896,1095112,45675421,1324636,45904945,23995,40509123,136996,43616430,66231,42539435,397390,44782497
ido,279386,9379265,51,4694169,74,5164469,107,5636056,170,6101045,299,6566599,395,6753895,531,6941082,730,7128424,1017,7316362,1440,7503754,1719,7597329,2061,7691106,2476,7784869,2985,7878654,3610,7972381,4388,8066239,5375,8159983,6649,8253798,8313,8347546,10546,8441362,11942,8488264,13572,8535151,15480,8582038,17712,8628926,20345,8675821,23481,8722723,27223,8769613,31702,8816518,37100,8863406,43488,8910308,51176,8957199,60556,9004099,72245,9050993,86406,9097889,102038,9144785,124416,9191681,147864,9238577,185594,9285473,232490,9332369,279386,9379265,4676,8095977,31953,8819028,13969,8545526,83815,9090116
ikk,11568,198774,50,99612,68,109371,95,119423,136,129324,196,139272,227,143188,264,147129,311,151112,367,155063,435,159023,477,161045,524,163029,578,165005,640,166979,713,168962,801,170962,905,172950,1029,174936,1177,176909,1363,178903,1471,179892,1592,180888,1730,181885,1889,182875,2067,183868,2266,184863,2505,185854,2754,186849,3085,187842,3417,188838,3888,189831,4385,190825,4881,191817,5605,192811,6599,193805,7593,194799,8587,195793,9581,196787,10575,197781,11568,198774,263,147030,1380,179073,578,165005,3470,188995
iku,1436860,5244508,5076,2622265,10432,2884490,21636,3146711,45379,3408932,95409,3671156,128136,3776046,171186,3880936,223632,3985828,283069,4090717,387959,4195607,440404,4248052,492849,4300497,545294,4352942,597739,4405387,650184,4457832,702629,4510277,755074,4562722,807520,4615168,859965,4667613,912410,4720058,938632,4746280,964855,4772503,991077,4798725,1017300,4824948,1043522,4851170,1069745,4877393,1095967,4903615,1122190,4929838,1148413,4956061,1174635,4982283,1200858,5008506,1227080,5034728,1253303,5060951,1279525,5087173,1305748,5113396,1331970,5139618,1358193,5165841,1384415,5192063,1410638,5218286,1436860,5244508,3716,2506949,37088,3338314,71843,3570286,431058,4238706
ile,66389,941926,50,472685,86,518544,160,565442,289,612343,535,659399,687,678228,890,697043,1176,715885,1576,734716,2138,753544,2504,762972,2939,772398,3458,781814,4075,791228,4798,800643,5650,810060,6647,819480,7802,828895,9185,838317,10808,847736,11750,852446,12737,857156,13914,861864,15091,866572,16581,871284,18151,875994,19720,880701,21297,885412,23652,890122,26006,894830,28361,899540,30716,904250,33422,908959,38132,913669,42841,918378,47551,923088,52261,927798,56970,932507,61680,937217,66389,941926,738,683511,6097,814530,3319,779451,19916,881289
ilo,263989,4154961,59,2077923,131,2286147,283,2493454,568,2700892,1115,2908675,1467,2991739,1942,3074686,2584,3157843,3478,3240882,4744,3323988,5567,3365528,6562,3407091,7770,3448634,9238,3490170,11033,3531726,13238,3573268,15950,3614825,19313,3656367,23507,3697923,28818,3739466,31960,3760242,35423,3781020,39505,3801791,43952,3822568,49145,3843340,54572,3864115,61497,3884890,68422,3905665,75431,3926440,85818,3947214,96205,3967988,106593,3988764,118566,4009538,139341,4030313,160115,4051087,180890,4071862,201665,4092637,222440,4113412,243215,4134187,263989,4154961,2830,3183677,22144,3685656,13199,3572605,79196,3933970
ina,416262,5934314,458,2968000,839,3263964,1484,3560812,2553,3857378,4307,4154074,5330,4272740,6615,4391414,8263,4510104,10406,4628797,13232,4747453,14989,4806804,17040,4866142,19449,4925490,22296,4984827,25685,5044172,29726,5103511,34627,5162860,40572,5222201,47799,5281545,56827,5340886,61936,5370555,67871,5400230,74416,5429901,81833,5459569,89647,5489242,99538,5518915,109428,5548585,120044,5578257,134879,5607927,149715,5637599,164551,5667271,179387,5696943,208562,5726614,238233,5756285,267905,5785957,297576,5815628,327248,5845300,356919,5874971,386591,5904643,416262,5934314,5556,4295758,39038,5208395,20813,4955167,124878,5587925
ind,11169512,2199538692,451,1099829681,659,1209775422,955,1320002710,1377,1429899319,2001,1539791137,2338,1583684242,2752,1627722471,3258,1671725968,3879,1715665484,4662,1759633316,5136,1781655437,5678,1803640671,6302,1825624608,7028,1847622867,7870,1869613500,8865,1891621768,10056,1913600648,11499,1935603192,13274,1957595697,15494,1979586400,16818,1990586757,18325,2001585446,20050,2012581685,22044,2023577878,24387,2034575415,27165,2045574018,30507,2056570795,34587,2067568155,39668,2078564115,46152,2089562564,54657,2100559600,66171,2111557427,82545,2122555372,107144,2133552656,146849,2144550396,217969,2155547960,366392,2166545627,765697,2177543309,2459225,2188541001,11169512,2199538692,235667,2157423511,1084436,2181453762,558475,2173358223,3350853,2190699790
inh,6833,18641,373,9321,542,10253,773,11185,1095,12117,1561,13049,1748,13423,1987,13795,2360,14168,2732,14540,3105,14913,3292,15100,3478,15286,3665,15473,3851,15659,4037,15845,4224,16032,4410,16218,4597,16405,4783,16591,4969,16777,5063,16871,5156,16964,5249,17057,5342,17150,5435,17243,5529,17337,5622,17430,5715,17523,5808,17616,5901,17709,5995,17803,6088,17896,6181,17989,6274,18082,6367,18175,6461,18269,6554,18362,6647,18455,6740,18548,6833,18641,12,2571,247,8330,341,9097,2049,13857
isl,14967373,1623890003,316,812363639,563,893221731,993,974354945,1721,1055576779,2979,1136736941,3738,1169212107,4730,1201704725,6051,1234167046,7834,1266647208,10256,1299114732,11794,1315351096,13615,1331596416,15785,1347834690,18392,1364069170,21549,1380309071,25400,1396546418,30181,1412784382,36197,1429025051,43860,1445263564,53816,1461502028,59945,1469621234,67047,1477740258,75353,1485859851,85136,1493978890,96764,1502098385,110740,1510218148,127764,1518337175,148875,1526456859,175506,1534576308,209818,1542695643,255246,1550815036,317129,1558934421,404853,1567053891,535399,1575173312,742529,1583292776,1100372,1591412208,1790103,1599531659,3299262,1607651104,6847923,1615770553,14967373,1623890003,341945,1561549394,1633611,1598148361,748368,1583471003,4490211,1611165732
ita,10821872,2602392593,261,1302015091,458,1431340640,777,1561758290,1268,1691677789,2048,1821708439,2484,1873750292,3018,1925825353,3682,1977861469,4521,2029919916,5585,2081954106,6227,2107975153,6959,2133976726,7800,2159993291,8773,2186010598,9909,2212040613,11247,2238074017,12845,2264089599,14773,2290107630,17134,2316138316,20075,2342156511,21832,2355171724,23817,2368179390,26089,2381192556,28693,2394201714,31709,2407213935,35232,2420228131,39392,2433237342,44375,2446251210,50415,2459262353,57912,2472274147,67406,2485285551,79735,2498297784,96354,2511309098,119861,2524321172,155261,2537332818,213976,2550344799,327304,2563356721,610689,2576368675,1797474,2589380633,10821872,2602392593,287620,2559832636,1163503,2585124079,541093,2574274531,3246561,2593861348
ixl,30419,691662,79,346412,112,380621,162,415186,239,449772,358,484363,427,498155,512,511852,619,525696,752,539499,919,553357,1019,560247,1131,567164,1261,574086,1414,581019,1589,587940,1791,594837,2033,601746,2326,608677,2683,615593,3113,622507,3362,625965,3641,629423,3953,632871,4310,636332,4713,639789,5165,643251,5685,646705,6262,650167,6951,653623,7806,657082,8700,660538,9853,663997,11218,667454,12948,670914,14677,674372,16586,677829,20045,681288,23503,684746,26961,688204,30419,691662,711,535535,4201,635351,1520,585335,9125,661813
jam,35004,195932,403,97999,633,107775,981,117579,1507,127361,2325,137153,2777,141079,3314,144990,3964,148911,4748,152831,5725,156748,6309,158705,6963,160667,7616,162626,8336,164583,9316,166543,10296,168503,11275,170461,12255,172421,13452,174380,15411,176339,16391,177319,17371,178299,18350,179278,19330,180258,20310,181238,21289,182217,22269,183197,23249,184177,24228,185156,25208,186136,26188,187116,27167,188095,28147,189075,29127,190055,30106,191034,31086,192014,32066,192994,33045,193973,34025,194953,35004,195932,183,82271,2352,137423,1750,130756,10501,168913
jav,643864,10106707,1126,5053923,1718,5559262,2624,6064144,4048,6569435,6382,7074728,7723,7276932,9399,7479008,11531,7681116,14286,7883291,17890,8085414,20117,8186457,22712,8287504,25744,8388568,29306,8489659,33508,8590703,38536,8691775,44612,8792847,52020,8893908,61201,8994978,72675,9096043,79524,9146572,87244,9197107,95828,9247637,105935,9298172,117442,9348705,130076,9399241,145439,9449772,162284,9500307,180768,9550840,206034,9601372,231301,9651906,256568,9702440,290130,9752973,340663,9803506,391197,9854040,441730,9904573,492264,9955107,542797,10005640,593331,10056174,643864,10106707,10031,7544515,63129,9014258,32193,8560940,193159,9575622
jbo,32642,591559,20,299778,29,327208,45,355027,80,385072,142,414385,182,426170,236,437845,308,449616,403,461449,531,473272,607,479183,692,485108,788,491009,897,496923,1027,502853,1186,508742,1381,514662,1621,520589,1924,526503,2323,532404,2576,535364,2867,538325,3210,541278,3615,544240,4092,547198,4670,550154,5378,553108,6201,556067,7187,559025,8339,561982,9818,564940,11297,567898,12776,570856,14896,573813,17854,576771,20811,579728,23769,582686,26727,585644,29685,588602,32642,591559,428,464012,2842,538100,1632,520831,9792,564888
kaa,98637,1174734,1063,587375,1477,646121,2061,704863,2877,763619,4047,822326,4662,845812,5391,869307,6264,892821,7310,916293,8582,939789,9328,951535,10156,963284,11094,975035,12143,986782,13344,998525,14710,1010272,16271,1022022,18077,1033771,20155,1045517,22545,1057264,24013,1063136,25481,1069008,27018,1074882,28976,1080756,30934,1086630,32892,1092504,35318,1098378,38254,1104250,41191,1110124,44128,1115998,47065,1121872,51648,1127745,57522,1133619,63395,1139492,69269,1145366,75143,1151240,81016,1157113,86890,1162987,92764,1168861,98637,1174734,1768,677907,13077,996122,4931,854977,29591,1082601
kab,180779,2093999,229,1047373,421,1151742,714,1256484,1233,1361122,2200,1465845,2777,1507727,3528,1549566,4501,1591464,5767,1633346,7480,1675210,8570,1696147,9863,1717089,11394,1738026,13206,1758970,15344,1779903,17844,1800846,20774,1821785,24325,1842724,28531,1863663,33766,1884603,36669,1895070,40159,1905540,43649,1916010,47139,1926480,51287,1936951,56522,1947421,61757,1957891,66992,1968361,72227,1978831,77462,1989301,86550,1999770,97020,2010240,107490,2020710,117960,2031180,128430,2041650,138900,2052120,149370,2062590,159840,2073060,170310,2083530,180779,2093999,1810,1430503,14700,1774107,9038,1704176,54233,1942843
kac,5130,68590,40,34444,56,37848,77,41155,112,44652,160,48071,183,49393,211,50790,245,52159,286,53528,334,54873,364,55577,397,56255,435,56939,479,57628,528,58309,583,58993,648,59675,725,60365,817,61049,926,61736,991,62076,1060,62421,1138,62761,1224,63105,1321,63447,1435,63789,1550,64134,1694,64475,1866,64819,2037,65161,2209,65505,2387,65847,2730,66190,3073,66533,3416,66876,3759,67219,4102,67562,4445,67905,4788,68248,5130,68590,94,43054,659,59785,256,52549,1539,64101
kal,691070,3749561,5021,1874842,8151,2062280,13278,2249749,21954,2437225,36947,2624702,45740,2699684,56892,2774676,70811,2849670,88411,2924658,110483,2999651,122981,3037145,135480,3074642,154100,3112136,172848,3149632,191596,3187128,210344,3224624,229092,3262120,247839,3299614,278619,3337110,316114,3374605,334862,3393353,353610,3412101,372358,3430849,391106,3449597,409853,3468344,428601,3487092,447349,3505840,466097,3524588,484845,3543336,503592,3562083,522340,3580831,541088,3599579,559836,3618327,578584,3637075,597331,3655822,616079,3674570,634827,3693318,653575,3712066,672323,3730814,691070,3749561,3916,1778275,37220,2627432,34553,2600762,207321,3218578
